,hand,channel,note,velocity,start_beat,duration,note_value,chord
2,Left,1,44,80,0.0,0.989583,Quarter,G#2
0,Right,0,56,80,0.0,0.989583,Sixteenth,G#3_C4
3,Right,0,51,80,0.25,0.239583,Sixteenth,D#3
4,Right,0,56,80,0.5,0.239583,Sixteenth,G#3
5,Right,0,51,80,0.75,0.239583,Sixteenth,D#3
6,Right,0,55,80,1.0,0.989583,Sixteenth,G3_A#3
8,Left,1,49,80,1.0,0.989583,Quarter,C#3
9,Right,0,51,80,1.25,0.239583,Sixteenth,D#3
10,Right,0,55,80,1.5,0.239583,Sixteenth,G3
11,Right,0,51,80,1.75,0.239583,Sixteenth,D#3
12,Right,0,56,80,2.0,1.489583,Sixteenth,G#3_D#4
13,Left,1,48,80,2.0,0.989583,Quarter,C3
15,Right,0,51,80,2.25,0.239583,Sixteenth,D#3
16,Right,0,56,80,2.5,0.239583,Sixteenth,G#3
17,Right,0,51,80,2.75,0.239583,Sixteenth,D#3
18,Right,0,58,80,3.0,0.239583,Sixteenth,A#3
19,Left,1,43,80,3.0,0.989583,Quarter,G2
20,Right,0,51,80,3.25,0.239583,Sixteenth,D#3
21,Right,0,61,80,3.5,0.489583,Eighth,C#4_A#3
23,Right,0,51,80,3.75,0.239583,Sixteenth,D#3
24,Left,1,44,80,4.0,0.489583,Eighth,G#2
25,Right,0,56,80,4.0,0.489583,Sixteenth,G#3_C4
27,Right,0,51,80,4.25,0.239583,Sixteenth,D#3
28,Right,0,58,80,4.5,0.489583,Sixteenth,D#4_A#3
30,Left,1,43,80,4.5,0.489583,Eighth,G2
31,Right,0,51,80,4.75,0.239583,Sixteenth,D#3
34,Left,1,41,80,5.0,0.489583,Eighth,F2
32,Right,0,60,80,5.0,0.489583,Sixteenth,G#4_C4
35,Right,0,51,80,5.25,0.239583,Sixteenth,D#3
36,Left,1,53,80,5.5,0.489583,Eighth,F3
37,Right,0,62,80,5.5,0.489583,Sixteenth,D4_A#4
39,Right,0,51,80,5.75,0.239583,Sixteenth,D#3
