,hand,channel,note,velocity,start_beat,duration,note_value,chord
4,Left,1,40,110,0.0,0.489583,Eighth,E3_E2
0,Right,0,67,110,0.0,0.489583,Eighth,G4_G3_E4_B3
6,Left,1,52,110,1.0,1.989583,Half,E3_E2
8,Right,0,55,110,1.0,1.989583,Half,G4_G3_E4_B3
12,Right,0,66,110,2.5,0.489583,Eighth,F#4
15,Left,1,40,110,3.0,0.489583,Eighth,E3_E2
13,Right,0,64,110,3.0,0.489583,Eighth,E4_E3
19,Right,0,69,110,4.0,0.489583,Eighth,F#4_A4_A3
17,Left,1,50,110,4.0,0.489583,Eighth,D3_D2
23,Right,0,69,80,6.0,0.989583,Quarter,F#4_A4
22,Left,1,62,80,6.0,0.989583,Quarter,D4
27,Right,0,69,80,7.0,1.489583,DottedQuarter,F#4_A4
25,Left,1,60,80,7.0,1.489583,DottedQuarter,D4_C4
29,Right,0,67,80,8.5,0.489583,Eighth,G4
30,Left,1,59,80,8.5,0.489583,Eighth,D4_B3
32,Right,0,69,80,9.0,0.989583,Quarter,F#4_A4
33,Left,1,57,80,9.0,0.989583,Quarter,C4_A3
36,Right,0,71,80,10.0,0.989583,Quarter,G4_B4
38,Left,1,59,80,10.0,0.989583,Quarter,G3_B3
40,Right,0,67,110,12.0,0.489583,Eighth,G4_D4_B4_B3
43,Left,1,55,110,12.0,0.489583,Eighth,G3_G2
48,Right,0,67,110,13.0,1.989583,Half,G4_D4_B4_B3
46,Left,1,55,110,13.0,1.989583,Half,G3_G2
52,Right,0,69,110,14.5,0.489583,Eighth,A4
53,Left,1,43,110,15.0,0.489583,Eighth,G2_G1
55,Right,0,67,110,15.0,0.489583,Eighth,G4_B3
58,Left,1,42,110,16.0,0.489583,Eighth,F#2_F#1
57,Right,0,73,110,16.0,0.489583,Eighth,C#5_C#4_A#4
62,Right,0,70,80,18.0,0.989583,Quarter,C#5_A#4
63,Left,1,66,80,18.0,0.989583,Quarter,F#4
