,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Left,1,51,80,0.0,0.489583,Eighth,D#3
1,Left,1,55,80,0.5,0.489583,Eighth,G3
2,Left,1,46,80,1.0,0.489583,Eighth,A#2
3,Left,1,51,80,1.5,0.489583,Eighth,D#3
4,Left,1,55,80,2.0,0.489583,Eighth,G3
5,Left,1,50,80,2.5,0.489583,Eighth,D3
6,Left,1,51,80,3.0,0.489583,Eighth,D#3
7,Left,1,55,80,3.5,0.489583,Eighth,G3
8,Left,1,46,80,4.0,0.489583,Eighth,A#2
9,Left,1,51,80,4.5,0.489583,Eighth,D#3
10,Left,1,55,80,5.0,0.489583,Eighth,G3
11,Left,1,50,80,5.5,0.489583,Eighth,D3
12,Left,1,51,80,6.0,0.489583,Eighth,D#3
14,Right,0,82,80,6.5,0.489583,Eighth,A#5
13,Left,1,55,80,6.5,0.489583,Eighth,G3
16,Left,1,46,80,7.0,0.489583,Eighth,A#2
15,Right,0,82,80,7.0,0.989583,Quarter,A#5
17,Left,1,53,80,7.5,0.489583,Eighth,F3
18,Left,1,56,80,8.0,0.489583,Eighth,G#3
19,Right,0,80,80,8.0,0.489583,Eighth,G#5
20,Left,1,52,80,8.5,0.489583,Eighth,E3
21,Right,0,77,80,8.5,0.989583,Quarter,F5
22,Left,1,53,80,9.0,0.489583,Eighth,F3
24,Left,1,56,80,9.5,0.489583,Eighth,G#3
23,Right,0,74,80,9.5,0.489583,Eighth,D5
25,Left,1,46,80,10.0,0.489583,Eighth,A#2
26,Right,0,75,80,10.0,0.989583,Quarter,D#5
27,Left,1,51,80,10.5,0.489583,Eighth,D#3
28,Left,1,55,80,11.0,0.489583,Eighth,G3
29,Left,1,50,80,11.5,0.489583,Eighth,D3
30,Left,1,51,80,12.0,0.489583,Eighth,D#3
32,Right,0,70,80,12.5,0.489583,Eighth,A#4
31,Left,1,55,80,12.5,0.489583,Eighth,G3
34,Right,0,70,80,13.0,0.989583,Quarter,A#4
33,Left,1,46,80,13.0,0.489583,Eighth,A#2
35,Left,1,53,80,13.5,0.489583,Eighth,F3
36,Right,0,68,80,14.0,0.489583,Eighth,G#4
37,Left,1,56,80,14.0,0.489583,Eighth,G#3
39,Right,0,65,80,14.5,0.989583,Quarter,F4
38,Left,1,52,80,14.5,0.489583,Eighth,E3
40,Left,1,53,80,15.0,0.489583,Eighth,F3
41,Right,0,62,80,15.5,0.489583,Eighth,D4
42,Left,1,56,80,15.5,0.489583,Eighth,G#3
43,Left,1,51,80,16.0,0.989583,Quarter,D#3_D#2
44,Right,0,55,80,16.0,0.989583,Quarter,G3_D#4
47,Left,1,51,80,18.0,0.489583,Eighth,D#3
48,Left,1,55,80,18.5,0.489583,Eighth,G3
49,Left,1,46,80,19.0,0.489583,Eighth,A#2
50,Left,1,51,80,19.5,0.489583,Eighth,D#3
51,Left,1,55,80,20.0,0.489583,Eighth,G3
52,Left,1,50,80,20.5,0.489583,Eighth,D3
53,Left,1,51,80,21.0,0.489583,Eighth,D#3
54,Left,1,55,80,21.5,0.489583,Eighth,G3
55,Left,1,46,80,22.0,0.489583,Eighth,A#2
56,Left,1,51,80,22.5,0.489583,Eighth,D#3
57,Left,1,55,80,23.0,0.489583,Eighth,G3
58,Left,1,50,80,23.5,0.489583,Eighth,D3
59,Left,1,51,80,24.0,0.489583,Eighth,D#3
60,Left,1,55,80,24.5,0.489583,Eighth,G3
61,Right,0,82,80,24.5,0.489583,Eighth,A#5
63,Right,0,82,80,25.0,0.989583,Quarter,A#5
62,Left,1,46,80,25.0,0.489583,Eighth,A#2
64,Left,1,53,80,25.5,0.489583,Eighth,F3
65,Left,1,56,80,26.0,0.489583,Eighth,G#3
66,Right,0,80,80,26.0,0.489583,Eighth,G#5
67,Left,1,52,80,26.5,0.489583,Eighth,E3
68,Right,0,77,80,26.5,0.989583,Quarter,F5
69,Left,1,53,80,27.0,0.489583,Eighth,F3
70,Left,1,56,80,27.5,0.489583,Eighth,G#3
71,Right,0,74,80,27.5,0.489583,Eighth,D5
72,Left,1,46,80,28.0,0.489583,Eighth,A#2
73,Right,0,75,80,28.0,0.989583,Quarter,D#5
74,Left,1,51,80,28.5,0.489583,Eighth,D#3
75,Left,1,55,80,29.0,0.489583,Eighth,G3
76,Left,1,50,80,29.5,0.489583,Eighth,D3
77,Left,1,51,80,30.0,0.489583,Eighth,D#3
79,Left,1,55,80,30.5,0.489583,Eighth,G3
78,Right,0,70,80,30.5,0.489583,Eighth,A#4
81,Left,1,46,80,31.0,0.489583,Eighth,A#2
80,Right,0,70,80,31.0,0.989583,Quarter,A#4
82,Left,1,53,80,31.5,0.489583,Eighth,F3
83,Right,0,68,80,32.0,0.489583,Eighth,G#4
84,Left,1,56,80,32.0,0.489583,Eighth,G#3
86,Left,1,52,80,32.5,0.489583,Eighth,E3
85,Right,0,65,80,32.5,0.989583,Quarter,F4
87,Left,1,53,80,33.0,0.489583,Eighth,F3
88,Right,0,62,80,33.5,0.489583,Eighth,D4
89,Left,1,56,80,33.5,0.489583,Eighth,G#3
91,Right,0,55,80,34.0,0.989583,Quarter,G3_D#4
90,Left,1,39,80,34.0,0.989583,Quarter,D#3_D#2
94,Right,0,58,110,35.5,0.989583,Quarter,A#3
95,Right,0,58,110,36.5,0.489583,Eighth,A#3
98,Right,0,63,110,37.0,0.989583,Quarter,G3_D#4
96,Left,1,51,110,37.0,0.989583,Quarter,D#3_D#2
100,Right,0,63,110,38.0,0.489583,Eighth,D#4
102,Right,0,58,110,38.5,0.989583,Quarter,A#3
101,Left,1,70,110,38.5,0.989583,Quarter,A#4
103,Right,0,58,110,39.5,0.489583,Eighth,A#3
104,Right,0,63,110,40.0,0.989583,Quarter,G3_D#4
106,Right,0,63,110,41.0,0.489583,Eighth,D#4
108,Left,1,70,110,41.5,0.989583,Quarter,A#4
107,Right,0,58,110,41.5,0.989583,Quarter,A#3
109,Right,0,58,110,42.5,0.489583,Eighth,A#3
110,Right,0,63,110,43.0,0.989583,Quarter,G3_D#4
112,Right,0,63,110,44.0,0.489583,Eighth,D#4
113,Right,0,58,110,44.5,0.989583,Quarter,A#3
114,Left,1,70,110,44.5,0.989583,Quarter,A#4
115,Right,0,58,110,45.5,0.489583,Eighth,A#3
117,Right,0,62,110,46.0,0.989583,Quarter,F4_D4
116,Left,1,70,110,46.0,0.989583,Quarter,A#4
119,Right,0,62,110,47.0,0.489583,Eighth,F4_D4
121,Right,0,58,110,47.5,0.989583,Quarter,A#3
122,Right,0,58,110,48.5,0.489583,Eighth,A#3
125,Left,1,46,110,49.0,0.989583,Quarter,A#2_A#1
123,Right,0,62,110,49.0,0.989583,Quarter,F4_D4
127,Right,0,65,110,50.0,0.489583,Eighth,F4_D4
130,Left,1,70,110,50.5,0.989583,Quarter,A#4
129,Right,0,58,110,50.5,0.989583,Quarter,A#3
131,Right,0,58,110,51.5,0.489583,Eighth,A#3
132,Right,0,65,110,52.0,0.989583,Quarter,F4_D4
134,Right,0,65,110,53.0,0.489583,Eighth,F4_D4
136,Right,0,58,110,53.5,0.989583,Quarter,A#3
137,Left,1,70,110,53.5,0.989583,Quarter,A#4
138,Right,0,58,110,54.5,0.489583,Eighth,A#3
139,Right,0,65,110,55.0,0.989583,Quarter,F4_D4
141,Right,0,62,110,56.0,0.489583,Eighth,F4_D4
