,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,68,80,0.0,0.989583,Quarter,G#4_C4
2,Right,0,70,80,1.0,0.989583,Quarter,C#4_A#4
4,Right,0,67,80,2.0,0.989583,Quarter,G4_A#3
6,Left,1,53,80,3.0,0.989583,Quarter,F3
7,Right,0,68,80,4.0,0.989583,Quarter,G#4_C4
9,Right,0,56,80,5.0,0.989583,Quarter,G#3_F4
11,Right,0,65,80,6.0,0.989583,Quarter,F4_C4
13,Left,1,53,80,6.0,0.989583,Quarter,G#3_F3
17,Left,1,58,80,7.0,0.989583,Quarter,G3_A#3
15,Right,0,64,80,7.0,0.989583,Quarter,E4_C4
19,Left,1,53,80,8.0,0.989583,Quarter,G#3_F3
21,Right,0,65,80,8.0,0.989583,Quarter,F4_C4
25,Left,1,55,80,9.0,0.989583,Quarter,G3_E3
23,Right,0,67,80,9.0,0.989583,Quarter,G4_C4
29,Left,1,56,80,10.0,1.989583,Half,G#3_F3
27,Right,0,60,80,10.0,1.989583,Half,C4_A#4
31,Right,0,68,80,11.0,0.989583,Quarter,G#4
32,Right,0,72,80,12.0,0.989583,Quarter,D#4_C5
34,Right,0,65,80,13.0,0.989583,Quarter,F4_C#5
36,Right,0,61,80,14.0,0.989583,Quarter,C#4_A#4
38,Left,1,44,80,15.0,0.989583,Quarter,G#3_G#2
40,Right,0,63,80,16.0,0.989583,Quarter,D#4_C5
42,Right,0,60,80,17.0,0.989583,Quarter,G#4_C4
44,Left,1,56,80,18.0,0.989583,Quarter,G#3_C4
45,Right,0,63,80,18.0,0.989583,Quarter,G#4_D#4
50,Right,0,63,80,19.0,0.989583,Quarter,G4_D#4
48,Left,1,58,80,19.0,0.989583,Quarter,C#4_A#3
54,Right,0,68,80,20.0,0.989583,Quarter,G#4_D#4
52,Left,1,56,80,20.0,0.989583,Quarter,G#3_C4
56,Left,1,55,80,21.0,0.989583,Quarter,G3_A#3
58,Right,0,63,80,21.0,0.989583,Quarter,D#4_A#4
60,Right,0,73,80,22.0,1.989583,Quarter,D#4_C#5
62,Left,1,60,80,22.0,1.989583,Half,G#3_C4
64,Right,0,72,80,23.0,0.989583,Quarter,C5
65,Right,0,68,110,24.0,0.989583,Quarter,G#4_D#5
66,Left,1,63,110,24.0,0.989583,Quarter,D#4_C4
69,Right,0,75,110,25.0,0.989583,Quarter,G4_D#5
70,Left,1,61,110,25.0,0.989583,Quarter,C#4_A#3
75,Right,0,75,110,26.0,0.989583,Quarter,G#4_D#5
73,Left,1,56,110,26.0,0.989583,Quarter,G#3_C4
79,Right,0,70,110,27.0,0.989583,Quarter,D#5_A#4
77,Left,1,55,110,27.0,0.989583,Quarter,G3_A#3
82,Right,0,75,110,28.0,1.989583,Half,D#5_C#5
81,Left,1,56,110,28.0,1.989583,Half,G#3
84,Right,0,72,110,29.0,0.989583,Quarter,C5
85,Left,1,49,80,30.0,0.989583,Quarter,C#3_A#3
