,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,59,80,0.0,0.479167,Sixteenth,B3
1,Right,0,60,80,0.5,0.479167,Sixteenth,C4
2,Right,0,62,80,1.0,0.979167,Eighth,D4
3,Right,0,64,80,2.0,0.479167,Sixteenth,E4
4,Right,0,66,80,2.5,0.479167,Sixteenth,F#4
5,Right,0,67,80,3.0,0.979167,Eighth,G4
6,Right,0,69,80,4.0,0.479167,Sixteenth,A4
7,Right,0,71,80,4.5,0.479167,Sixteenth,B4
8,Right,0,72,80,5.0,0.979167,Eighth,C5
9,Right,0,73,80,6.0,0.979167,Eighth,C#5
12,Right,0,74,80,7.0,1.979167,Quarter,D5
10,Left,1,55,80,7.0,2.979167,DottedQuarter,G3_B3
13,Left,1,60,80,9.0,0.479167,Sixteenth,C4
14,Right,0,76,80,9.0,0.479167,Sixteenth,E5
15,Left,1,58,80,9.5,0.479167,Sixteenth,A#3
16,Right,0,73,80,9.5,0.479167,Sixteenth,C#5
17,Right,0,74,80,10.0,0.979167,Eighth,D5
18,Left,1,59,80,10.0,0.979167,Eighth,G3_B3
20,Right,0,71,80,12.0,0.479167,Sixteenth,B4
21,Right,0,72,80,12.5,0.479167,Sixteenth,C5
22,Right,0,74,80,13.0,0.979167,Eighth,D5
23,Right,0,76,80,14.0,0.479167,Sixteenth,E5
24,Right,0,78,80,14.5,0.479167,Sixteenth,F#5
25,Right,0,79,80,15.0,0.979167,Eighth,G5
26,Right,0,81,80,16.0,0.479167,Sixteenth,A5
27,Right,0,83,80,16.5,0.479167,Sixteenth,B5
28,Right,0,84,80,17.0,0.979167,Eighth,C6
29,Right,0,85,80,18.0,0.979167,Eighth,C#6
31,Left,1,62,100,19.0,2.979167,DottedQuarter,D4_B4
30,Right,0,74,100,19.0,0.229167,ThirtySecond,D5
33,Right,0,86,99,19.25,1.729167,DottedEighth,D6
34,Right,0,84,87,21.0,0.479167,Sixteenth,C6
35,Left,1,69,87,21.0,0.479167,Sixteenth,A4
37,Right,0,81,84,21.5,0.479167,Sixteenth,A5
36,Left,1,66,84,21.5,0.479167,Sixteenth,F#4
38,Left,1,67,81,22.0,0.979167,Eighth,G4
39,Right,0,79,81,22.0,0.979167,Eighth,G5
40,Right,0,62,80,24.0,0.3125,TripletSixteenth,D4
41,Right,0,64,80,24.333333,0.3125,TripletSixteenth,E4
42,Right,0,66,80,24.666667,0.3125,TripletSixteenth,F#4
43,Right,0,67,80,25.0,0.3125,TripletSixteenth,G4
44,Right,0,69,80,25.333333,0.3125,TripletSixteenth,A4
45,Right,0,71,80,25.666667,0.3125,TripletSixteenth,B4
46,Right,0,72,80,26.0,0.979167,Eighth,C5
47,Left,1,60,80,27.0,0.979167,Eighth,D3_C4_A3
50,Left,1,62,80,28.0,0.979167,Eighth,D4_C5_A4
53,Right,0,84,80,29.0,0.979167,Eighth,C6
54,Right,0,62,80,30.0,0.3125,TripletSixteenth,D4
55,Right,0,64,80,30.333333,0.3125,TripletSixteenth,E4
56,Right,0,66,80,30.666667,0.3125,TripletSixteenth,F#4
57,Right,0,67,80,31.0,0.3125,TripletSixteenth,G4
58,Right,0,69,80,31.333333,0.3125,TripletSixteenth,A4
59,Right,0,71,80,31.666667,0.3125,TripletSixteenth,B4
60,Right,0,72,80,32.0,0.979167,Eighth,C5
61,Left,1,50,80,33.0,0.979167,Eighth,D3_C4_A3
64,Left,1,72,80,34.0,0.979167,Eighth,D4_C5_A4
67,Right,0,84,80,35.0,0.979167,Eighth,C6
68,Right,0,62,80,36.0,0.3125,TripletSixteenth,D4
69,Right,0,64,80,36.333333,0.3125,TripletSixteenth,E4
70,Right,0,66,80,36.666667,0.3125,TripletSixteenth,F#4
71,Right,0,67,80,37.0,0.3125,TripletSixteenth,G4
72,Right,0,69,80,37.333333,0.3125,TripletSixteenth,A4
73,Right,0,71,80,37.666667,0.3125,TripletSixteenth,B4
74,Right,0,72,80,38.0,0.3125,TripletSixteenth,C5
75,Right,0,74,80,38.333333,0.3125,TripletSixteenth,D5
76,Right,0,76,80,38.666667,0.3125,TripletSixteenth,E5
77,Right,0,78,80,39.0,0.229167,ThirtySecond,F#5
78,Right,0,79,80,39.25,0.229167,ThirtySecond,G5
79,Right,0,81,80,39.5,0.229167,ThirtySecond,A5
80,Right,0,83,80,39.75,0.229167,ThirtySecond,B5
81,Right,0,84,80,40.0,0.979167,Eighth,C6
82,Right,0,84,80,41.0,0.979167,Eighth,C6
84,Left,1,38,80,42.0,0.229167,ThirtySecond,D2
83,Right,0,84,80,42.0,0.979167,Eighth,C6
