,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,41,80,0.0,5.979167,DottedHalf,F2_D3_D2_A2
0,Right,0,62,80,0.0,5.979167,DottedHalf,F3_D4_A3
7,Right,0,61,80,1.0,0.979167,Eighth,C#4
8,Right,0,62,80,2.0,0.979167,Eighth,D4
9,Right,0,65,80,3.0,0.979167,Eighth,F4
10,Right,0,61,80,4.0,0.979167,Eighth,C#4
11,Right,0,62,80,5.0,0.979167,Eighth,D4
13,Left,1,50,80,6.0,5.979167,DottedHalf,G2_D3_D2_A#2
12,Right,0,55,80,6.0,5.979167,DottedHalf,G3_D4_A#3
19,Right,0,61,80,7.0,0.979167,Eighth,C#4
20,Right,0,62,80,8.0,0.979167,Eighth,D4
21,Right,0,67,80,9.0,0.979167,Eighth,G4
22,Right,0,61,80,10.0,0.979167,Eighth,C#4
23,Right,0,62,80,11.0,0.979167,Eighth,D4
26,Right,0,55,80,12.0,1.979167,Quarter,G3_F4_A#3
24,Left,1,37,80,12.0,1.979167,Quarter,C#3_C#2
29,Right,0,64,80,13.0,0.979167,Eighth,E4
30,Left,1,50,80,14.0,0.979167,Eighth,D3_D2
31,Right,0,55,80,14.0,0.979167,Eighth,G3_D4_A#3
35,Left,1,52,80,15.0,1.979167,Quarter,E3_E2
36,Right,0,61,80,15.0,1.979167,Quarter,G3_C#4_A#3
40,Left,1,50,80,17.0,0.979167,Eighth,D3_D2
41,Right,0,55,80,17.0,0.979167,Eighth,G3_D4_A#3
47,Right,0,58,80,18.0,1.979167,Quarter,G3_F4_A#3
45,Left,1,49,80,18.0,1.979167,Quarter,C#3_C#2
50,Right,0,64,83,19.0,0.979167,Eighth,E4
51,Left,1,50,86,20.0,0.979167,Eighth,D3_C3
53,Right,0,57,86,20.0,0.979167,Eighth,F#4_D4_A3
58,Right,0,67,89,21.0,1.979167,Quarter,G4_D4
56,Left,1,50,89,21.0,1.979167,Quarter,D3_A#2
60,Right,0,69,96,23.0,0.979167,Eighth,D4_C4_A4
61,Left,1,50,96,23.0,0.979167,Eighth,F2_F#3_D3
66,Left,1,55,99,24.0,1.979167,Quarter,G3_G2_D3
69,Right,0,62,99,24.0,0.979167,Eighth,D4_A#4_A#3
72,Right,0,70,80,25.0,0.979167,Eighth,A#4
