,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,52,80,0.0,2.979167,Eighth,E3_C3
0,Right,0,72,80,0.0,0.479167,Sixteenth,C5
3,Right,0,74,80,0.25,0.479167,Sixteenth,D5
4,Right,0,72,80,0.5,0.479167,Sixteenth,C5
5,Right,0,74,80,0.75,0.479167,Sixteenth,D5
7,Right,0,72,80,1.0,0.479167,Sixteenth,C5
6,Left,1,55,80,1.0,0.979167,Eighth,G3
8,Right,0,74,80,1.25,0.479167,Sixteenth,D5
9,Right,0,72,80,1.5,0.479167,Sixteenth,C5
10,Right,0,74,80,1.75,0.479167,Sixteenth,D5
11,Right,0,72,80,2.0,0.479167,Sixteenth,C5
12,Left,1,60,80,2.0,0.979167,Eighth,C4
13,Right,0,74,80,2.25,0.479167,Sixteenth,D5
14,Right,0,72,80,2.5,0.479167,Sixteenth,C5
15,Right,0,74,80,2.75,0.479167,Sixteenth,D5
17,Left,1,52,80,3.0,0.979167,Eighth,E3
16,Right,0,72,80,3.0,0.479167,Sixteenth,C5
18,Right,0,74,80,3.25,0.479167,Sixteenth,D5
19,Right,0,72,80,3.5,0.479167,Sixteenth,C5
20,Right,0,74,80,3.75,0.479167,Sixteenth,D5
22,Left,1,55,80,4.0,0.979167,Eighth,G3
21,Right,0,72,80,4.0,0.479167,Sixteenth,C5
23,Right,0,74,80,4.25,0.479167,Sixteenth,D5
24,Right,0,72,80,4.5,0.479167,Sixteenth,C5
25,Right,0,74,80,4.75,0.479167,Sixteenth,D5
27,Left,1,60,80,5.0,0.979167,Eighth,C4
26,Right,0,72,80,5.0,0.479167,Sixteenth,C5
28,Right,0,74,80,5.25,0.479167,Sixteenth,D5
29,Right,0,71,80,5.5,0.479167,Sixteenth,B4
30,Right,0,72,80,5.75,0.229167,ThirtySecond,C5
32,Right,0,76,80,6.0,2.729167,TiedQuarter-Sixteenth,E5
31,Left,1,52,80,6.0,0.979167,Eighth,E3
33,Left,1,55,80,7.0,0.979167,Eighth,G3
34,Left,1,60,80,8.0,0.979167,Eighth,C4
35,Right,0,72,80,8.75,0.229167,ThirtySecond,C5
36,Left,1,48,80,9.0,2.979167,DottedQuarter,E3_C3
38,Right,0,67,80,9.0,4.979167,Half,G4
39,Left,1,55,80,10.0,0.979167,Eighth,G3
40,Left,1,60,80,11.0,0.979167,Eighth,C4
41,Left,1,52,80,12.0,0.979167,Eighth,E3
42,Left,1,55,80,13.0,0.979167,Eighth,G3
43,Left,1,60,80,14.0,0.979167,Eighth,C4
44,Right,0,66,80,14.0,0.479167,Sixteenth,F#4
45,Right,0,67,80,14.5,0.479167,Sixteenth,G4
47,Right,0,68,80,15.0,0.479167,Sixteenth,G#4
46,Left,1,52,80,15.0,0.979167,Eighth,E3
48,Right,0,69,80,15.5,0.479167,Sixteenth,A4
50,Right,0,70,80,16.0,0.479167,Sixteenth,A#4
49,Left,1,55,80,16.0,0.979167,Eighth,G3
51,Right,0,71,80,16.5,0.479167,Sixteenth,B4
52,Left,1,60,80,17.0,0.979167,Eighth,C4
53,Right,0,72,80,17.0,0.479167,Sixteenth,C5
54,Right,0,73,80,17.5,0.479167,Sixteenth,C#5
55,Right,0,74,80,18.0,0.479167,Sixteenth,D5
56,Left,1,47,80,18.0,2.979167,DottedQuarter,F3_B2
58,Right,0,76,80,18.25,0.479167,Sixteenth,E5
59,Right,0,74,80,18.5,0.479167,Sixteenth,D5
60,Right,0,76,80,18.75,0.479167,Sixteenth,E5
62,Right,0,74,80,19.0,0.479167,Sixteenth,D5
61,Left,1,55,80,19.0,0.979167,Eighth,G3
63,Right,0,76,80,19.25,0.479167,Sixteenth,E5
64,Right,0,74,80,19.5,0.479167,Sixteenth,D5
65,Right,0,76,80,19.75,0.479167,Sixteenth,E5
67,Right,0,74,80,20.0,0.479167,Sixteenth,D5
66,Left,1,62,80,20.0,0.979167,Eighth,D4
68,Right,0,76,80,20.25,0.479167,Sixteenth,E5
69,Right,0,74,80,20.5,0.479167,Sixteenth,D5
70,Right,0,76,80,20.75,0.479167,Sixteenth,E5
71,Right,0,74,80,21.0,0.479167,Sixteenth,D5
72,Left,1,53,80,21.0,0.979167,Eighth,F3
73,Right,0,76,80,21.25,0.479167,Sixteenth,E5
74,Right,0,74,80,21.5,0.479167,Sixteenth,D5
75,Right,0,76,80,21.75,0.479167,Sixteenth,E5
77,Right,0,74,80,22.0,0.479167,Sixteenth,D5
76,Left,1,55,80,22.0,0.979167,Eighth,G3
78,Right,0,76,80,22.25,0.479167,Sixteenth,E5
79,Right,0,74,80,22.5,0.479167,Sixteenth,D5
80,Right,0,76,80,22.75,0.479167,Sixteenth,E5
81,Right,0,74,80,23.0,0.479167,Sixteenth,D5
82,Left,1,62,80,23.0,0.979167,Eighth,D4
83,Right,0,76,80,23.25,0.479167,Sixteenth,E5
84,Right,0,73,80,23.5,0.479167,Sixteenth,C#5
85,Right,0,74,80,23.75,0.229167,ThirtySecond,D5
86,Right,0,77,80,24.0,2.729167,TiedQuarter-Sixteenth,F5
87,Left,1,53,80,24.0,0.979167,Eighth,F3
88,Left,1,55,80,25.0,0.979167,Eighth,G3
89,Left,1,62,80,26.0,0.979167,Eighth,D4
90,Right,0,74,80,26.75,0.229167,ThirtySecond,D5
93,Right,0,67,80,27.0,4.979167,Half,G4
91,Left,1,53,80,27.0,2.979167,Eighth,F3_B2
94,Left,1,55,80,28.0,0.979167,Eighth,G3
95,Left,1,62,80,29.0,0.979167,Eighth,D4
96,Left,1,53,80,30.0,0.979167,Eighth,F3
97,Left,1,55,80,31.0,0.979167,Eighth,G3
99,Left,1,62,80,32.0,0.979167,Eighth,D4
98,Right,0,67,80,32.0,0.479167,Sixteenth,G4
