,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,55,80,0.75,0.239583,Sixteenth,G3
1,Right,0,52,80,1.0,0.489583,Eighth,G3_E3_C4
2,Left,1,48,80,1.0,0.489583,Eighth,C3
8,Left,1,50,80,2.0,0.489583,Eighth,D3
5,Right,0,59,80,2.0,0.489583,Eighth,G3_F3_B3
9,Left,1,52,80,3.0,0.489583,Eighth,E3
10,Right,0,60,80,3.0,0.489583,Eighth,G3_C4
13,Left,1,47,80,4.0,0.489583,Eighth,B2
12,Right,0,55,80,4.0,0.489583,Eighth,G3_D4
15,Left,1,48,80,5.0,0.489583,Eighth,C3
16,Right,0,55,80,5.0,0.489583,Eighth,G3_E4_C4
19,Right,0,57,80,6.0,0.489583,Eighth,F4_D4_A3
21,Left,1,41,80,6.0,0.489583,Eighth,F2
25,Left,1,43,80,7.0,0.989583,Quarter,G2
23,Right,0,62,80,7.0,1.989583,Half,D4_B3
26,Left,1,55,80,8.0,0.739583,DottedEighth,G3
27,Left,1,53,80,8.75,0.239583,Sixteenth,F3
28,Right,0,67,80,9.0,0.489583,Eighth,G4_C4
29,Left,1,52,80,9.0,0.489583,Eighth,E3
34,Left,1,50,80,10.0,0.489583,Eighth,D3
31,Right,0,65,80,10.0,0.489583,Eighth,G4_F4_B3
35,Left,1,48,80,11.0,0.489583,Eighth,C3
36,Right,0,67,80,11.0,0.489583,Eighth,G4_E4_C4
42,Left,1,47,80,12.0,0.489583,Eighth,B2
39,Right,0,68,80,12.0,0.489583,Eighth,G#4_E4_D4
43,Right,0,69,80,13.0,0.489583,Eighth,E4_C4_A4
46,Left,1,45,80,13.0,0.489583,Eighth,A2
47,Right,0,69,80,14.0,0.489583,Eighth,F4_C4_A4
48,Left,1,41,80,14.0,0.489583,Eighth,F2
51,Left,1,43,80,15.0,1.989583,Half,G2
52,Right,0,62,80,15.0,1.739583,DottedQuarter,D4_B3
54,Right,0,55,80,16.5,0.239583,Sixteenth,G3
58,Left,1,48,80,17.0,0.489583,Eighth,C3
55,Right,0,60,80,17.0,0.489583,Eighth,G3_E3_C4
62,Left,1,50,80,18.0,0.489583,Eighth,D3
59,Right,0,59,80,18.0,0.489583,Eighth,G3_F3_B3
64,Left,1,52,80,19.0,0.489583,Eighth,E3
63,Right,0,60,80,19.0,0.489583,Eighth,G3_C4
67,Left,1,47,80,20.0,0.489583,Eighth,B2
66,Right,0,55,80,20.0,0.489583,Eighth,G3_D4
71,Left,1,48,80,21.0,0.489583,Eighth,C3
69,Right,0,64,80,21.0,0.489583,Eighth,G3_E4
73,Right,0,60,80,22.0,0.489583,Eighth,F#4_C4
72,Left,1,45,80,22.0,0.489583,Eighth,D3_A2
76,Right,0,67,80,23.0,1.989583,Half,G4_D4
77,Left,1,47,80,23.0,1.989583,Half,D3_B2
82,Right,0,69,80,25.0,0.489583,Eighth,E4_A4
80,Left,1,55,80,25.0,0.489583,Eighth,G3_C3
86,Right,0,70,80,26.0,0.489583,Eighth,E4_A#4
84,Left,1,55,80,26.0,0.489583,Eighth,G3_C#3
88,Right,0,71,80,27.0,1.989583,Half,D4_B4
89,Left,1,50,80,27.0,1.989583,Half,G3_D3
92,Right,0,72,80,29.0,0.489583,Eighth,F#4_C5
93,Left,1,50,80,29.0,0.489583,Eighth,D3_A3
96,Left,1,60,80,30.0,0.489583,Eighth,D3_C4
98,Right,0,69,80,30.0,0.489583,Eighth,F#4_A4
100,Left,1,55,80,31.0,0.989583,Quarter,G3_B3
101,Right,0,67,80,31.0,0.989583,Quarter,G4
103,Right,0,67,80,32.75,0.239583,Sixteenth,G4
105,Left,1,67,80,33.0,0.989583,Quarter,G4_E4
104,Right,0,72,80,33.0,0.989583,Quarter,G5_C5
109,Left,1,62,80,34.0,0.989583,Quarter,G4_D4
108,Right,0,71,80,34.0,0.989583,Quarter,F5_B4
112,Left,1,60,80,35.0,0.989583,Quarter,G4_C4
114,Right,0,76,80,35.0,0.989583,Quarter,E5_C5
116,Right,0,76,80,36.0,0.989583,Sixteenth,E5_C5
118,Left,1,58,80,36.0,0.989583,Quarter,G4_A#3
120,Right,0,77,80,36.125,0.239583,Sixteenth,F5
121,Right,0,76,80,36.25,0.239583,Sixteenth,E5
122,Right,0,77,80,36.375,0.239583,Sixteenth,F5
123,Right,0,76,80,36.5,0.239583,Sixteenth,E5
124,Right,0,77,80,36.625,0.239583,Sixteenth,F5
125,Right,0,74,80,36.75,0.239583,Sixteenth,D5
126,Right,0,76,80,36.875,0.114583,ThirtySecond,E5
129,Right,0,72,80,37.0,0.989583,Quarter,C6_C5
127,Left,1,57,80,37.0,0.989583,Quarter,F4_A3
132,Left,1,64,80,38.0,0.989583,Quarter,G3_E4
131,Right,0,82,80,38.0,0.989583,Quarter,C5_A#5
135,Left,1,65,80,39.0,1.989583,Half,F4_F3
137,Right,0,81,80,39.0,1.739583,DottedQuarter,C5_A5
139,Right,0,69,80,40.75,0.239583,Sixteenth,A4
140,Left,1,60,80,41.0,0.989583,Quarter,F3_C4
141,Right,0,69,80,41.0,0.989583,Quarter,A5_A4
144,Left,1,60,80,42.0,0.989583,Quarter,E3_C4
146,Right,0,69,80,42.0,0.989583,Quarter,G5_A4
148,Left,1,62,80,43.0,0.989583,Quarter,D4_D3
150,Right,0,69,80,43.0,0.989583,Quarter,F5_A4
152,Right,0,73,80,44.0,0.989583,Quarter,G4_E5_C#5
154,Left,1,52,80,44.0,0.989583,Quarter,E3
