,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,43,100,0.0,1.989583,Half,G3_G2
0,Right,0,67,100,0.0,1.989583,Half,G4_D4_B3
5,Right,0,62,100,2.0,0.322917,Triplet,D4
6,Right,0,67,100,2.333333,0.322917,Triplet,G4
7,Right,0,71,100,2.666667,0.322917,Triplet,B4
8,Right,0,74,100,3.0,0.322917,Triplet,D5
9,Right,0,72,100,3.333333,0.322917,Triplet,C5
10,Right,0,69,100,3.666667,0.322917,Triplet,A4
11,Right,0,67,100,4.0,0.989583,Quarter,G4
13,Left,1,59,80,5.0,0.989583,Quarter,B3
12,Right,0,67,80,5.0,0.989583,Quarter,G4
15,Left,1,57,80,6.0,0.989583,Quarter,A3
14,Right,0,66,80,6.0,0.989583,Quarter,F#4
17,Left,1,55,80,7.0,0.989583,Quarter,G3
16,Right,0,67,80,7.0,0.989583,Quarter,G4
18,Left,1,54,80,8.0,0.989583,Quarter,F#3
19,Right,0,69,80,8.0,1.489583,DottedQuarter,A4
20,Left,1,50,80,9.0,0.989583,Quarter,D3
21,Right,0,69,80,9.5,0.489583,Eighth,A4
22,Left,1,55,80,10.0,0.989583,Quarter,G3
23,Right,0,71,80,10.0,1.489583,DottedQuarter,B4
24,Left,1,53,80,11.0,0.989583,Quarter,F3
25,Right,0,71,80,11.5,0.489583,Eighth,B4
27,Right,0,74,80,12.0,0.989583,Quarter,D5
26,Left,1,52,80,12.0,0.989583,Quarter,E3
29,Right,0,72,80,13.0,0.1875,TripletSixteenth,C5
28,Left,1,54,80,13.0,0.989583,Quarter,F#3
30,Right,0,74,80,13.125,0.197917,TripletSixteenth,D5
31,Right,0,72,80,13.25,0.208333,Sixteenth,C5
32,Right,0,74,80,13.375,0.1875,TripletSixteenth,D5
33,Right,0,72,80,13.5,0.1875,TripletSixteenth,C5
34,Right,0,74,80,13.625,0.208333,Sixteenth,D5
35,Right,0,71,80,13.75,0.208333,Sixteenth,B4
36,Right,0,72,80,13.875,0.114583,ThirtySecond,C5
37,Left,1,55,80,14.0,0.489583,Eighth,G3
38,Right,0,71,80,14.0,0.989583,Quarter,B4
39,Left,1,55,80,14.5,0.489583,Eighth,G3
40,Left,1,59,80,15.0,0.489583,Eighth,B3
41,Left,1,62,80,15.5,0.489583,Eighth,D4
42,Right,0,71,110,16.0,1.989583,Half,G5_D5_B4
43,Left,1,55,110,16.0,1.989583,Half,G4_G3
47,Right,0,74,106,18.0,0.322917,Triplet,D5
48,Right,0,79,105,18.333333,0.322917,Triplet,G5
49,Right,0,83,104,18.666667,0.322917,Triplet,B5
50,Right,0,86,103,19.0,0.322917,Triplet,D6
51,Right,0,84,102,19.333333,0.322917,Triplet,C6
52,Right,0,81,101,19.666667,0.322917,Triplet,A5
53,Right,0,79,101,20.0,0.989583,Quarter,G5
54,Right,0,79,80,21.0,0.989583,Quarter,G5
55,Left,1,71,80,21.0,0.489583,Eighth,B4
56,Left,1,74,80,21.5,0.489583,Eighth,D5
57,Left,1,69,80,22.0,0.489583,Eighth,A4
58,Right,0,78,80,22.0,0.989583,Quarter,F#5
59,Left,1,74,80,22.5,0.489583,Eighth,D5
60,Right,0,79,80,23.0,0.989583,Quarter,G5
61,Left,1,67,80,23.0,0.489583,Eighth,G4
62,Left,1,74,80,23.5,0.489583,Eighth,D5
63,Right,0,81,80,24.0,1.489583,DottedQuarter,A5
64,Left,1,66,80,24.0,0.489583,Eighth,F#4
65,Left,1,74,80,24.5,0.489583,Eighth,D5
66,Left,1,62,80,25.0,0.489583,Eighth,D4
67,Right,0,81,80,25.5,0.489583,Eighth,A5
68,Left,1,74,80,25.5,0.489583,Eighth,D5
70,Left,1,67,80,26.0,0.489583,Eighth,G4
69,Right,0,83,80,26.0,1.489583,DottedQuarter,B5
71,Left,1,74,80,26.5,0.489583,Eighth,D5
72,Left,1,65,80,27.0,0.489583,Eighth,F4
74,Left,1,74,80,27.5,0.489583,Eighth,D5
73,Right,0,83,80,27.5,0.489583,Eighth,B5
76,Right,0,86,80,28.0,0.989583,Quarter,D6
75,Left,1,64,80,28.0,0.489583,Eighth,E4
77,Left,1,67,80,28.5,0.489583,Eighth,G4
79,Left,1,66,80,29.0,0.489583,Eighth,F#4
78,Right,0,84,80,29.0,0.1875,TripletSixteenth,C6
80,Right,0,86,80,29.125,0.197917,TripletSixteenth,D6
81,Right,0,84,80,29.25,0.208333,Sixteenth,C6
82,Right,0,86,80,29.375,0.1875,TripletSixteenth,D6
84,Left,1,69,80,29.5,0.489583,Eighth,A4
83,Right,0,84,80,29.5,0.1875,TripletSixteenth,C6
85,Right,0,86,80,29.625,0.208333,Sixteenth,D6
86,Right,0,83,80,29.75,0.208333,Sixteenth,B5
87,Right,0,84,80,29.875,0.114583,ThirtySecond,C6
89,Right,0,83,80,30.0,0.489583,Eighth,B5
88,Left,1,67,80,30.0,0.989583,Quarter,G4
90,Right,0,84,80,30.5,0.489583,Eighth,C6
91,Right,0,85,80,31.0,0.489583,Eighth,C#6
92,Right,0,86,80,31.5,0.489583,Eighth,D6
93,Right,0,87,80,32.0,0.489583,Eighth,D#6
94,Right,0,88,80,32.5,0.489583,Eighth,E6
95,Left,1,64,80,33.0,0.989583,Quarter,E4_C4_A4
98,Right,0,88,80,33.5,0.489583,Eighth,E6
99,Right,0,86,80,34.0,0.489583,Eighth,D6
100,Right,0,84,80,34.5,0.489583,Eighth,C6
101,Right,0,83,80,35.0,0.489583,Eighth,B5
102,Right,0,81,80,35.5,0.489583,Eighth,A5
103,Right,0,85,80,36.0,0.489583,Eighth,C#6
104,Right,0,86,80,36.5,0.489583,Eighth,D6
105,Left,1,67,80,37.0,0.989583,Quarter,G4_D4_B3
108,Right,0,86,80,37.5,0.489583,Eighth,D6
109,Right,0,84,80,38.0,0.489583,Eighth,C6
110,Right,0,83,80,38.5,0.489583,Eighth,B5
111,Right,0,81,80,39.0,0.489583,Eighth,A5
112,Right,0,79,80,39.5,0.489583,Eighth,G5
114,Right,0,78,80,40.0,0.489583,Eighth,F#5
113,Left,1,60,80,40.0,0.989583,Quarter,C4
115,Right,0,76,80,40.5,0.489583,Eighth,E5
116,Right,0,74,80,41.0,0.489583,Eighth,D5
117,Right,0,72,80,41.5,0.489583,Eighth,C5
119,Right,0,71,80,42.0,0.489583,Eighth,B4
118,Left,1,62,80,42.0,0.989583,Quarter,D4
120,Right,0,69,80,42.5,0.489583,Eighth,A4
121,Right,0,67,80,43.0,0.489583,Eighth,G4
122,Right,0,66,80,43.5,0.489583,Eighth,F#4
123,Left,1,55,80,44.0,0.989583,Quarter,G3
124,Right,0,67,80,44.0,0.489583,Eighth,G4
125,Right,0,69,80,44.5,0.15625,TripletSixteenth,A4
126,Right,0,67,80,44.666667,0.15625,TripletSixteenth,G4
127,Right,0,66,80,44.833333,0.15625,TripletSixteenth,F#4
128,Right,0,67,80,45.0,0.489583,Eighth,G4
129,Right,0,69,80,45.5,0.489583,Eighth,A4
130,Right,0,71,80,46.0,0.489583,Eighth,B4
131,Right,0,72,80,46.5,0.489583,Eighth,C5
132,Right,0,73,80,47.0,0.489583,Eighth,C#5
133,Right,0,74,80,47.5,0.489583,Eighth,D5
134,Right,0,75,80,48.0,0.489583,Eighth,D#5
135,Right,0,76,80,48.5,0.489583,Eighth,E5
136,Left,1,48,80,49.0,0.989583,Quarter,E3_C3_A3
139,Right,0,76,80,49.5,0.489583,Eighth,E5
140,Right,0,74,80,50.0,0.489583,Eighth,D5
141,Right,0,72,80,50.5,0.489583,Eighth,C5
142,Right,0,71,80,51.0,0.489583,Eighth,B4
143,Right,0,69,80,51.5,0.489583,Eighth,A4
144,Right,0,75,80,52.0,0.489583,Eighth,D#5
145,Right,0,76,80,52.5,0.489583,Eighth,E5
146,Left,1,49,80,53.0,0.989583,Quarter,E3_C#3_A3
149,Right,0,76,80,53.5,0.489583,Eighth,E5
150,Right,0,76,80,54.0,0.489583,Eighth,E5
151,Right,0,73,80,54.5,0.489583,Eighth,C#5
152,Right,0,69,80,55.0,0.489583,Eighth,A4
153,Right,0,67,80,55.5,0.489583,Eighth,G4
154,Left,1,50,100,56.0,0.322917,Triplet,D3
155,Right,0,66,100,56.0,0.989583,Quarter,F#4
156,Left,1,54,100,56.333333,0.322917,Triplet,F#3
157,Left,1,57,100,56.666667,0.322917,Triplet,A3
158,Right,0,81,110,57.0,0.322917,Triplet,A5
159,Left,1,50,100,57.0,0.322917,Triplet,D3
160,Right,0,78,110,57.333333,0.322917,Triplet,F#5
161,Left,1,54,100,57.333333,0.322917,Triplet,F#3
163,Left,1,57,100,57.666667,0.322917,Triplet,A3
162,Right,0,74,110,57.666667,0.322917,Triplet,D5
165,Left,1,50,100,58.0,0.322917,Triplet,D3
164,Right,0,72,110,58.0,0.989583,Quarter,C5
166,Left,1,54,100,58.333333,0.322917,Triplet,F#3
167,Left,1,57,100,58.666667,0.322917,Triplet,A3
169,Left,1,50,100,59.0,0.322917,Triplet,D3
168,Right,0,81,110,59.0,0.322917,Triplet,A5
170,Left,1,54,100,59.333333,0.322917,Triplet,F#3
171,Right,0,78,110,59.333333,0.322917,Triplet,F#5
173,Right,0,72,110,59.666667,0.322917,Triplet,C5
172,Left,1,57,100,59.666667,0.322917,Triplet,A3
175,Right,0,71,110,60.0,0.989583,Quarter,B4
174,Left,1,50,100,60.0,0.322917,Triplet,D3
176,Left,1,55,100,60.333333,0.322917,Triplet,G3
177,Left,1,59,100,60.666667,0.322917,Triplet,B3
179,Left,1,50,100,61.0,0.322917,Triplet,D3
178,Right,0,79,110,61.0,0.322917,Triplet,G5
181,Right,0,74,110,61.333333,0.322917,Triplet,D5
180,Left,1,55,100,61.333333,0.322917,Triplet,G3
183,Left,1,59,100,61.666667,0.322917,Triplet,B3
182,Right,0,71,110,61.666667,0.322917,Triplet,B4
184,Left,1,50,100,62.0,0.322917,Triplet,D3
185,Right,0,67,110,62.0,0.989583,Quarter,G4
186,Left,1,55,100,62.333333,0.322917,Triplet,G3
187,Left,1,59,100,62.666667,0.322917,Triplet,B3
189,Right,0,74,110,63.0,0.322917,Triplet,D5
188,Left,1,50,100,63.0,0.322917,Triplet,D3
190,Left,1,55,100,63.333333,0.322917,Triplet,G3
191,Right,0,71,110,63.333333,0.322917,Triplet,B4
192,Left,1,59,100,63.666667,0.322917,Triplet,B3
193,Right,0,67,110,63.666667,0.322917,Triplet,G4
194,Left,1,50,100,64.0,0.322917,Triplet,D3
195,Right,0,66,110,64.0,0.989583,Quarter,F#4
196,Left,1,54,100,64.333333,0.322917,Triplet,F#3
197,Left,1,57,100,64.666667,0.322917,Triplet,A3
199,Right,0,81,110,65.0,0.322917,Triplet,A5
198,Left,1,50,100,65.0,0.322917,Triplet,D3
201,Left,1,54,100,65.333333,0.322917,Triplet,F#3
200,Right,0,78,110,65.333333,0.322917,Triplet,F#5
202,Right,0,74,110,65.666667,0.322917,Triplet,D5
203,Left,1,57,100,65.666667,0.322917,Triplet,A3
205,Left,1,50,100,66.0,0.322917,Triplet,D3
204,Right,0,72,110,66.0,0.989583,Quarter,C5
206,Left,1,54,100,66.333333,0.322917,Triplet,F#3
207,Left,1,57,100,66.666667,0.322917,Triplet,A3
208,Left,1,50,100,67.0,0.322917,Triplet,D3
209,Right,0,81,110,67.0,0.322917,Triplet,A5
211,Left,1,54,100,67.333333,0.322917,Triplet,F#3
210,Right,0,78,110,67.333333,0.322917,Triplet,F#5
213,Left,1,57,100,67.666667,0.322917,Triplet,A3
212,Right,0,72,110,67.666667,0.322917,Triplet,C5
215,Left,1,50,100,68.0,0.322917,Triplet,D3
214,Right,0,71,110,68.0,0.989583,Quarter,B4
216,Left,1,55,100,68.333333,0.322917,Triplet,G3
217,Left,1,59,100,68.666667,0.322917,Triplet,B3
218,Left,1,50,100,69.0,0.322917,Triplet,D3
219,Right,0,79,110,69.0,0.322917,Triplet,G5
221,Left,1,55,100,69.333333,0.322917,Triplet,G3
220,Right,0,74,110,69.333333,0.322917,Triplet,D5
222,Left,1,59,100,69.666667,0.322917,Triplet,B3
223,Right,0,71,110,69.666667,0.322917,Triplet,B4
224,Left,1,50,100,70.0,0.322917,Triplet,D3
225,Right,0,67,110,70.0,0.989583,Quarter,G4
226,Left,1,55,100,70.333333,0.322917,Triplet,G3
227,Left,1,59,100,70.666667,0.322917,Triplet,B3
228,Right,0,74,110,71.0,0.322917,Triplet,D5
229,Left,1,50,100,71.0,0.322917,Triplet,D3
