,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,50,110,0.0,1.489583,DottedQuarter,F#3_D3
0,Right,0,72,110,0.0,1.489583,DottedQuarter,F#4_C5
5,Left,1,49,110,1.5,0.489583,Eighth,G#3_C#3
4,Right,0,73,110,1.5,0.489583,Eighth,F4_C#5
10,Left,1,49,110,2.0,0.489583,Eighth,C#3_B2
8,Right,0,68,110,2.0,0.489583,Eighth,G#4_F4
13,Left,1,49,80,3.5,0.489583,Eighth,C#3_A#2
12,Right,0,66,80,3.5,0.489583,Eighth,F#4_A#4
17,Right,0,71,80,4.0,0.739583,DottedEighth,D#4_B4
16,Left,1,44,80,4.0,0.739583,DottedEighth,G#2
19,Right,0,70,80,4.75,0.239583,Sixteenth,C#4_A#4
21,Left,1,46,80,4.75,0.239583,Sixteenth,A#2
22,Right,0,68,80,5.0,0.489583,Eighth,G#4_B3
24,Left,1,47,80,5.0,0.489583,Eighth,B2
25,Right,0,66,80,5.5,0.489583,Eighth,F#4_A#3
27,Left,1,48,80,5.5,0.489583,Eighth,C3
28,Right,0,65,80,6.0,0.989583,Quarter,G#3_F4
30,Left,1,49,80,6.0,0.989583,Quarter,C#3
31,Left,1,67,110,8.0,1.489583,DottedQuarter,G4_E4
33,Right,0,73,110,8.0,1.489583,DottedQuarter,C#5_A#4
36,Left,1,63,110,9.5,0.489583,Eighth,F#4_D#4
35,Right,0,75,110,9.5,0.489583,Eighth,D#5_B4
41,Right,0,76,110,10.0,0.989583,Quarter,E5_C#5
39,Left,1,61,110,10.0,0.989583,Quarter,E4_C#4
43,Right,0,78,80,11.5,0.489583,Eighth,F#5_D#5
45,Left,1,59,80,11.5,0.489583,Eighth,D#4_B3
47,Left,1,56,80,12.0,0.989583,DottedEighth,G#3_E3
49,Right,0,80,80,12.0,0.739583,DottedEighth,G#5_E5
53,Left,1,61,80,12.75,0.239583,Sixteenth,C#4
51,Right,0,76,80,12.75,0.239583,Sixteenth,E5_C#5
54,Left,1,63,80,13.0,0.489583,Eighth,F#3_D#4
56,Right,0,75,80,13.0,0.489583,Eighth,D#5_B4
58,Left,1,54,80,13.5,0.489583,Eighth,F#3_E4
59,Right,0,73,80,13.5,0.489583,Eighth,C#5_A#4
64,Left,1,59,80,14.0,0.989583,Quarter,D#4_B3
62,Right,0,71,80,14.0,0.989583,Quarter,D#5_B4
66,Right,0,66,80,16.0,1.489583,DottedQuarter,F#4_B4
68,Left,1,63,80,16.0,1.489583,DottedQuarter,D#4
70,Right,0,66,80,17.5,0.489583,Eighth,F#4_A#4
69,Left,1,61,80,17.5,0.489583,Eighth,C#4
73,Left,1,59,80,18.0,0.989583,Quarter,B3
72,Right,0,66,80,18.0,0.989583,Quarter,F#4_D#5
75,Right,0,66,80,19.5,0.489583,Eighth,F#4_C#5
77,Left,1,58,80,19.5,0.489583,Eighth,A#3
80,Left,1,56,80,20.0,0.739583,DottedEighth,G#3
78,Right,0,71,80,20.0,0.989583,DottedEighth,F#4_B4
82,Right,0,70,80,20.75,0.239583,Sixteenth,A#4
81,Left,1,58,80,20.75,0.239583,Sixteenth,A#3
85,Left,1,59,80,21.0,0.489583,Eighth,B3
83,Right,0,68,80,21.0,0.489583,Eighth,G#4_F#4
86,Left,1,49,80,21.5,0.489583,Eighth,C#3
87,Right,0,65,80,21.5,0.489583,Eighth,F4_C#5
89,Left,1,54,80,22.0,0.489583,Eighth,F#3
90,Right,0,70,80,22.0,0.239583,Sixteenth,A#4
91,Right,0,66,81,22.25,0.239583,Sixteenth,F#4
92,Left,1,61,82,22.5,0.489583,Eighth,C#4
93,Right,0,65,82,22.5,0.239583,Sixteenth,F4
94,Right,0,66,83,22.75,0.239583,Sixteenth,F#4
96,Left,1,63,85,23.0,0.489583,Eighth,D#4
95,Right,0,71,85,23.0,0.239583,Sixteenth,B4
97,Right,0,78,86,23.25,0.239583,Sixteenth,F#5
98,Right,0,70,87,23.5,0.239583,Sixteenth,A#4
99,Left,1,61,87,23.5,0.489583,Eighth,C#4
100,Right,0,78,89,23.75,0.239583,Sixteenth,F#5
101,Right,0,75,90,24.0,0.239583,Sixteenth,D#5
102,Left,1,59,90,24.0,0.489583,Eighth,B3
103,Right,0,78,91,24.25,0.239583,Sixteenth,F#5
105,Right,0,73,93,24.5,0.239583,Sixteenth,C#5
104,Left,1,58,93,24.5,0.489583,Eighth,A#3
106,Right,0,78,94,24.75,0.239583,Sixteenth,F#5
108,Left,1,56,95,25.0,0.489583,Eighth,G#3
107,Right,0,77,95,25.0,0.239583,Sixteenth,F5
109,Right,0,80,97,25.25,0.239583,Sixteenth,G#5
111,Right,0,77,98,25.5,0.239583,Sixteenth,F5
110,Left,1,49,98,25.5,0.489583,Eighth,C#3
112,Right,0,85,99,25.75,0.239583,Sixteenth,C#6
114,Right,0,78,110,26.0,0.239583,Sixteenth,F#5
113,Left,1,54,110,26.0,0.489583,Eighth,F#3
115,Right,0,82,110,26.25,0.239583,Sixteenth,A#5
116,Right,0,78,110,26.5,0.239583,Sixteenth,F#5
117,Left,1,49,110,26.5,0.489583,Eighth,C#3
118,Right,0,85,110,26.75,0.239583,Sixteenth,C#6
119,Right,0,78,110,27.0,0.239583,Sixteenth,F#5
120,Left,1,46,110,27.0,0.489583,Eighth,A#2
121,Right,0,85,110,27.25,0.239583,Sixteenth,C#6
123,Left,1,49,110,27.5,0.489583,Eighth,C#3
122,Right,0,82,110,27.5,0.239583,Sixteenth,A#5
124,Right,0,85,110,27.75,0.239583,Sixteenth,C#6
126,Left,1,42,110,28.0,0.489583,Eighth,F#2
125,Right,0,82,110,28.0,0.239583,Sixteenth,A#5
127,Right,0,85,110,28.25,0.239583,Sixteenth,C#6
129,Right,0,82,110,28.5,0.239583,Sixteenth,A#5
128,Left,1,49,110,28.5,0.489583,Eighth,C#3
130,Right,0,85,110,28.75,0.239583,Sixteenth,C#6
132,Left,1,37,110,29.0,0.489583,Eighth,C#2
131,Right,0,80,110,29.0,0.239583,Sixteenth,G#5
133,Right,0,83,110,29.25,0.239583,Sixteenth,B5
135,Left,1,49,110,29.5,0.489583,Eighth,C#3
134,Right,0,77,110,29.5,0.239583,Sixteenth,F5
136,Right,0,85,110,29.75,0.239583,Sixteenth,C#6
138,Right,0,82,110,30.0,0.239583,Sixteenth,A#5
137,Left,1,42,110,30.0,0.489583,Eighth,F#2
139,Right,0,78,110,30.25,0.239583,Sixteenth,F#5
141,Right,0,70,110,30.5,0.239583,Sixteenth,A#4
140,Left,1,61,110,30.5,0.489583,Eighth,C#4
142,Right,0,78,110,30.75,0.239583,Sixteenth,F#5
144,Right,0,71,110,31.0,0.239583,Sixteenth,B4
143,Left,1,63,110,31.0,0.489583,Eighth,D#4
145,Right,0,78,110,31.25,0.239583,Sixteenth,F#5
147,Left,1,61,110,31.5,0.489583,Eighth,C#4
146,Right,0,70,110,31.5,0.239583,Sixteenth,A#4
148,Right,0,78,110,31.75,0.239583,Sixteenth,F#5
149,Left,1,59,110,32.0,0.489583,Eighth,B3
150,Right,0,75,110,32.0,0.239583,Sixteenth,D#5
151,Right,0,78,110,32.25,0.239583,Sixteenth,F#5
152,Right,0,73,110,32.5,0.239583,Sixteenth,C#5
153,Left,1,58,110,32.5,0.489583,Eighth,A#3
154,Right,0,78,110,32.75,0.239583,Sixteenth,F#5
155,Left,1,56,110,33.0,0.489583,Eighth,G#3
156,Right,0,77,110,33.0,0.239583,Sixteenth,F5
157,Right,0,80,110,33.25,0.239583,Sixteenth,G#5
159,Right,0,77,110,33.5,0.239583,Sixteenth,F5
158,Left,1,49,110,33.5,0.489583,Eighth,C#3
160,Right,0,85,110,33.75,0.239583,Sixteenth,C#6
161,Left,1,54,110,34.0,0.489583,Eighth,F#3
162,Right,0,78,110,34.0,0.239583,Sixteenth,F#5
163,Right,0,82,110,34.25,0.239583,Sixteenth,A#5
164,Left,1,49,110,34.5,0.489583,Eighth,C#3
165,Right,0,78,110,34.5,0.239583,Sixteenth,F#5
166,Right,0,85,110,34.75,0.239583,Sixteenth,C#6
168,Left,1,46,110,35.0,0.489583,Eighth,A#2
167,Right,0,78,110,35.0,0.239583,Sixteenth,F#5
169,Right,0,85,110,35.25,0.239583,Sixteenth,C#6
171,Right,0,82,110,35.5,0.239583,Sixteenth,A#5
170,Left,1,49,110,35.5,0.489583,Eighth,C#3
172,Right,0,85,110,35.75,0.239583,Sixteenth,C#6
173,Right,0,82,110,36.0,0.239583,Sixteenth,A#5
174,Left,1,42,110,36.0,0.489583,Eighth,F#2
175,Right,0,85,110,36.25,0.239583,Sixteenth,C#6
177,Right,0,82,110,36.5,0.239583,Sixteenth,A#5
176,Left,1,49,110,36.5,0.489583,Eighth,C#3
178,Right,0,85,110,36.75,0.239583,Sixteenth,C#6
180,Right,0,80,110,37.0,0.239583,Sixteenth,G#5
179,Left,1,37,110,37.0,0.489583,Eighth,C#2
181,Right,0,83,110,37.25,0.239583,Sixteenth,B5
183,Right,0,77,110,37.5,0.239583,Sixteenth,F5
182,Left,1,49,110,37.5,0.489583,Eighth,C#3
184,Right,0,85,110,37.75,0.239583,Sixteenth,C#6
186,Right,0,82,110,38.0,0.239583,Sixteenth,A#5
185,Left,1,42,110,38.0,0.489583,Eighth,F#2
187,Right,0,85,110,38.25,0.239583,Sixteenth,C#6
189,Right,0,82,110,38.5,0.239583,Sixteenth,F#5_A#5
188,Left,1,54,110,38.5,0.489583,Eighth,F#3
191,Right,0,85,110,38.75,0.239583,Sixteenth,C#6
193,Left,1,39,110,39.0,0.489583,Eighth,D#2
192,Right,0,78,110,39.0,0.239583,Sixteenth,F#5
194,Right,0,80,110,39.25,0.239583,Sixteenth,G#5
196,Left,1,51,110,39.5,0.489583,Eighth,D#3
195,Right,0,78,110,39.5,0.239583,Sixteenth,F#5
197,Right,0,83,110,39.75,0.239583,Sixteenth,B5
198,Right,0,78,110,40.0,0.239583,Sixteenth,F#5
199,Left,1,35,110,40.0,0.489583,Eighth,B1
200,Right,0,80,110,40.25,0.239583,Sixteenth,G#5
202,Left,1,47,110,40.5,0.489583,Eighth,B2
201,Right,0,78,110,40.5,0.239583,Sixteenth,F#5
203,Right,0,87,110,40.75,0.239583,Sixteenth,D#6
204,Right,0,78,110,41.0,0.239583,Sixteenth,F#5
205,Left,1,32,110,41.0,0.489583,Eighth,G#1
206,Right,0,80,110,41.25,0.239583,Sixteenth,G#5
207,Left,1,44,110,41.5,0.489583,Eighth,G#2
208,Right,0,78,110,41.5,0.239583,Sixteenth,F#5
209,Right,0,87,110,41.75,0.239583,Sixteenth,D#6
211,Right,0,85,110,42.0,0.489583,Eighth,G#5_F5_C#6
210,Left,1,37,110,42.0,0.489583,Eighth,C#3_C#2
215,Right,0,60,110,42.5,0.239583,Sixteenth,C4
