,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,53,80,0.0,0.989583,Quarter,F3_F2
0,Right,0,68,80,0.0,0.989583,Quarter,G#4_C5
5,Left,1,55,80,1.0,0.989583,Quarter,G3_G2
4,Right,0,64,80,1.0,0.989583,Quarter,E4_A#4
8,Left,1,56,80,2.0,0.989583,Quarter,G#3_G#2
10,Right,0,65,80,2.0,0.989583,Quarter,G#4_F4
13,Left,1,58,80,3.0,0.989583,Quarter,A#3_A#2
12,Right,0,67,80,3.0,0.989583,Quarter,G4_E4_C#4
17,Right,0,56,80,4.0,0.989583,Quarter,G#3_F4_D4
20,Left,1,59,80,4.0,0.989583,Quarter,B3_B2
24,Right,0,56,80,5.0,0.989583,Quarter,G#3_F4_D4
22,Left,1,59,80,5.0,0.989583,Quarter,B3_B2
29,Right,0,64,80,6.0,1.989583,Half,G3_E4
27,Left,1,48,80,6.0,1.989583,Half,C4_C3
31,Right,0,79,120,8.0,0.989583,Quarter,G5_E5_C5
34,Left,1,48,120,8.0,0.989583,Quarter,C3_C2
36,Left,1,52,120,9.0,0.989583,Quarter,E3_E2
38,Right,0,67,120,9.0,0.989583,Quarter,G4_E5_C5
41,Left,1,55,120,10.0,0.989583,Quarter,G3_G2
43,Right,0,64,120,10.0,0.989583,Quarter,G4_E4_C5
46,Left,1,60,120,11.0,0.989583,Quarter,C4_C3
48,Right,0,64,120,11.0,0.989583,Quarter,G4_E4_C5
51,Left,1,55,120,12.0,0.989583,Quarter,G3_G2
53,Right,0,64,120,12.0,0.989583,Quarter,G4_E4_C5
56,Right,0,74,120,13.0,0.989583,Quarter,G4_D5_B4
59,Left,1,43,120,13.0,0.989583,Quarter,G2_G1
62,Right,0,76,120,14.0,1.989583,Half,G4_E5_C5
61,Left,1,36,120,14.0,1.989583,Half,C3_C2
66,Left,1,53,80,16.0,0.989583,Quarter,F3_F2
68,Right,0,72,80,16.0,0.989583,Quarter,G#4_C5
70,Right,0,70,80,17.0,0.989583,Quarter,E4_A#4
71,Left,1,43,80,17.0,0.989583,Quarter,G3_G2
75,Right,0,65,80,18.0,0.989583,Quarter,G#4_F4
74,Left,1,44,80,18.0,0.989583,Quarter,G#3_G#2
78,Right,0,64,80,19.0,0.989583,Quarter,G4_E4_C#4
79,Left,1,58,80,19.0,0.989583,Quarter,A#3_A#2
83,Left,1,47,80,20.0,0.989583,Quarter,B3_B2
84,Right,0,56,80,20.0,0.989583,Quarter,G#3_F4_D4
88,Left,1,47,80,21.0,0.989583,Quarter,B3_B2
89,Right,0,65,80,21.0,0.989583,Quarter,G#3_F4_D4
95,Right,0,55,80,22.0,1.989583,Half,G3_E4
93,Left,1,48,80,22.0,1.989583,Half,C4_C3
99,Right,0,79,120,24.0,0.989583,Quarter,G5_E5_C5
97,Left,1,36,120,24.0,0.989583,Quarter,C3_C2
102,Right,0,76,120,25.0,0.989583,Quarter,G4_E5_C5
103,Left,1,52,120,25.0,0.989583,Quarter,E3_E2
109,Right,0,72,120,26.0,0.989583,Quarter,G4_E4_C5
107,Left,1,43,120,26.0,0.989583,Quarter,G3_G2
112,Left,1,60,120,27.0,0.989583,Quarter,C4_C3
114,Right,0,64,120,27.0,0.989583,Quarter,G4_E4_C5
119,Right,0,64,120,28.0,0.989583,Quarter,G4_E4_C5
117,Left,1,43,120,28.0,0.989583,Quarter,G3_G2
125,Left,1,43,120,29.0,0.989583,Quarter,G2_G1
122,Right,0,71,120,29.0,0.989583,Quarter,G4_D5_B4
130,Left,1,48,120,30.0,1.989583,Half,C3_C2
127,Right,0,76,120,30.0,1.989583,Half,G4_E5_C5
132,Left,1,48,120,32.0,0.989583,Quarter,C3_C2
134,Right,0,79,120,32.0,0.989583,Quarter,G5_E5
136,Right,0,74,120,33.0,0.989583,Quarter,G5_D5
138,Left,1,35,120,33.0,0.989583,Quarter,B2_B1
140,Right,0,79,120,34.0,2.989583,Quarter,G5_E5
142,Left,1,36,120,34.0,2.989583,DottedHalf,C3_C2
144,Right,0,80,120,35.0,0.989583,Quarter,G#5
145,Right,0,80,120,36.0,0.989583,Quarter,G#5
146,Right,0,80,120,37.0,1.989583,Quarter,G#5_F5
148,Left,1,37,120,37.0,1.989583,Half,C#3_C#2
150,Right,0,80,120,38.0,0.989583,Quarter,G#5
151,Left,1,38,120,39.0,1.989583,Half,D3_D2
153,Right,0,82,120,39.0,1.989583,Half,G#5_F5_A#5
156,Right,0,82,120,40.0,0.989583,Quarter,A#5
158,Right,0,75,120,41.0,2.989583,Quarter,G5_D#5_A#5
157,Left,1,39,120,41.0,1.989583,Half,D#3_D#2
162,Right,0,79,120,42.0,0.989583,Quarter,G5_A#5
166,Right,0,80,120,43.0,0.989583,Quarter,G#5_C6
164,Left,1,44,120,43.0,0.989583,Quarter,G#2_G#1
169,Right,0,85,120,44.0,0.989583,Quarter,F5_C#6_A#5
168,Left,1,37,120,44.0,0.989583,Quarter,C#3_C#2
173,Right,0,73,120,45.0,0.989583,Quarter,G5_C#5_A#5
174,Left,1,39,120,45.0,0.989583,Quarter,D#3_D#2
178,Right,0,72,120,46.0,1.989583,Half,G#5_C5
180,Left,1,44,120,46.0,1.989583,Half,G#3_G#2
182,Right,0,68,80,48.0,0.989583,Quarter,G#4
184,Left,1,56,80,49.0,0.989583,Quarter,G#3_C4
183,Right,0,68,80,49.0,0.989583,Quarter,G#4
187,Left,1,61,80,50.0,0.989583,Quarter,C#4_A#3
186,Right,0,67,80,50.0,0.489583,Eighth,G4
189,Right,0,65,80,50.5,0.489583,Eighth,F4
190,Right,0,63,80,51.0,0.989583,Quarter,D#4
191,Right,0,68,80,52.0,0.989583,Quarter,G#4_C5
193,Left,1,56,80,53.0,0.989583,Quarter,G#3_C4
194,Right,0,68,80,53.0,0.989583,Quarter,G#4_C5
198,Right,0,67,80,54.0,0.489583,Eighth,G4_A#4
197,Left,1,61,80,54.0,0.989583,Quarter,C#4_A#3
201,Right,0,65,80,54.5,0.489583,Eighth,G#4_F4
203,Right,0,63,80,55.0,0.989583,Quarter,G4_D#4
205,Right,0,72,80,56.0,0.989583,Quarter,D#5_C5
208,Right,0,72,80,57.0,0.989583,Quarter,D#5_C5
207,Left,1,44,80,57.0,0.989583,Quarter,G#2_G#1
211,Right,0,73,80,58.0,0.989583,Quarter,C#5_A#4
212,Left,1,34,80,58.0,0.989583,Quarter,A#2_A#1
217,Right,0,68,80,59.0,0.989583,Quarter,G#4_C5
215,Left,1,36,80,59.0,0.989583,Quarter,C3_C2
219,Right,0,67,80,60.0,0.989583,Quarter,G4_A#4
221,Left,1,37,80,60.0,0.989583,Quarter,C#3_C#2
225,Left,1,50,80,61.0,0.989583,Quarter,D3_D2
223,Right,0,72,80,61.0,0.989583,Quarter,G#4_C5
228,Left,1,39,80,62.0,0.989583,Quarter,D#3_D#2
227,Right,0,70,80,62.0,0.989583,Quarter,G4_A#4
231,Left,1,52,80,63.0,0.989583,Quarter,E3_E2
232,Right,0,72,80,63.0,0.989583,Quarter,G4_C5
235,Right,0,65,80,64.0,0.989583,Quarter,F4
236,Left,1,53,80,65.0,0.989583,Quarter,G#3_F3
238,Right,0,65,80,65.0,0.989583,Quarter,F4
241,Right,0,64,80,66.0,0.489583,Eighth,E4
239,Left,1,55,80,66.0,0.989583,Quarter,G3_A#3
