,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,48,80,0.5,0.489583,Eighth,C3
0,Right,0,60,80,0.5,0.489583,Eighth,C4
3,Right,0,59,80,1.0,0.489583,Eighth,B3
2,Left,1,47,80,1.0,0.489583,Eighth,B2
4,Left,1,48,80,1.5,0.489583,Eighth,C3
5,Right,0,60,80,1.5,0.489583,Eighth,C4
6,Left,1,53,80,2.0,0.489583,Eighth,F3
7,Right,0,65,80,2.0,0.489583,Eighth,F4
9,Left,1,53,80,2.5,0.489583,Eighth,F3
8,Right,0,65,80,2.5,0.489583,Eighth,F4
11,Left,1,51,80,3.0,0.989583,Quarter,D#3
10,Right,0,63,80,3.0,0.989583,Quarter,D#4
13,Right,0,60,80,4.5,0.489583,Eighth,C4
12,Left,1,48,80,4.5,0.489583,Eighth,C3
15,Left,1,47,80,5.0,0.489583,Eighth,B2
14,Right,0,59,80,5.0,0.489583,Eighth,B3
16,Left,1,48,80,5.5,0.489583,Eighth,C3
17,Right,0,60,80,5.5,0.489583,Eighth,C4
19,Right,0,68,80,6.0,0.489583,Eighth,G#4
18,Left,1,56,80,6.0,0.489583,Eighth,G#3
20,Left,1,56,80,6.5,0.489583,Eighth,G#3
21,Right,0,68,80,6.5,0.489583,Eighth,G#4
23,Right,0,67,80,7.0,0.989583,Quarter,G4
22,Left,1,55,80,7.0,0.989583,Quarter,G3
24,Right,0,60,80,8.5,0.489583,Eighth,C4
25,Right,0,59,80,9.0,0.489583,Eighth,B3
26,Right,0,60,80,9.5,0.489583,Eighth,C4
27,Right,0,72,80,10.0,0.489583,Eighth,C5
28,Right,0,72,80,10.5,0.489583,Eighth,C5
29,Right,0,72,80,11.0,0.489583,Eighth,C5
30,Left,1,66,80,11.0,3.989583,Whole,G#3_F#4_C4
33,Right,0,74,80,11.5,0.239583,Sixteenth,D5
34,Right,0,72,80,11.625,0.239583,Sixteenth,C5
35,Right,0,71,80,11.75,0.239583,Sixteenth,B4
36,Right,0,72,80,11.875,0.114583,ThirtySecond,C5
37,Right,0,75,80,12.0,0.489583,Eighth,D#5
38,Right,0,74,80,12.5,0.489583,Eighth,D5
39,Right,0,77,80,13.0,0.489583,Eighth,F5
40,Right,0,75,80,13.5,0.489583,Eighth,D#5
41,Right,0,74,80,14.0,0.489583,Eighth,D5
42,Right,0,72,80,14.5,0.489583,Eighth,C5
46,Right,0,71,80,15.0,0.989583,Quarter,B4
43,Left,1,67,80,15.0,0.989583,Quarter,G4_G3_D4
47,Right,0,55,80,16.5,0.489583,Eighth,G3
48,Left,1,43,80,16.5,0.489583,Eighth,G2
50,Left,1,42,80,17.0,0.489583,Eighth,F#2
49,Right,0,54,80,17.0,0.489583,Eighth,F#3
51,Right,0,55,80,17.5,0.489583,Eighth,G3
52,Left,1,43,80,17.5,0.489583,Eighth,G2
53,Left,1,48,80,18.0,0.489583,Eighth,C3
54,Right,0,60,80,18.0,0.489583,Eighth,C4
55,Right,0,60,80,18.5,0.489583,Eighth,C4
56,Left,1,48,80,18.5,0.489583,Eighth,C3
58,Left,1,47,80,19.0,0.989583,Quarter,B2
57,Right,0,59,80,19.0,0.989583,Quarter,B3
59,Left,1,43,80,20.5,0.489583,Eighth,G2
60,Right,0,55,80,20.5,0.489583,Eighth,G3
61,Left,1,42,80,21.0,0.489583,Eighth,F#2
62,Right,0,54,80,21.0,0.489583,Eighth,F#3
64,Right,0,55,80,21.5,0.489583,Eighth,G3
63,Left,1,43,80,21.5,0.489583,Eighth,G2
66,Left,1,51,80,22.0,0.489583,Eighth,D#3
65,Right,0,63,80,22.0,0.489583,Eighth,D#4
67,Right,0,63,80,22.5,0.489583,Eighth,D#4
68,Left,1,51,80,22.5,0.489583,Eighth,D#3
69,Right,0,62,80,23.0,0.989583,Quarter,D4
70,Left,1,50,80,23.0,0.989583,Quarter,D3
72,Left,1,43,80,24.5,0.489583,Eighth,G2
71,Right,0,55,80,24.5,0.489583,Eighth,G3
74,Right,0,59,80,25.0,0.489583,Eighth,B3
73,Left,1,47,80,25.0,0.489583,Eighth,B2
75,Left,1,50,80,25.5,0.489583,Eighth,D3
76,Right,0,62,80,25.5,0.489583,Eighth,D4
77,Right,0,65,80,26.0,0.489583,Eighth,F4
78,Left,1,53,80,26.0,0.489583,Eighth,F3
80,Right,0,68,80,26.5,0.489583,Eighth,G#4
79,Left,1,56,80,26.5,0.489583,Eighth,G#3
82,Left,1,59,80,27.0,0.489583,Eighth,B3
81,Right,0,71,80,27.0,0.489583,Eighth,B4
83,Left,1,62,80,27.5,0.489583,Eighth,D4
84,Right,0,74,80,27.5,0.489583,Eighth,D5
85,Left,1,65,80,28.0,0.489583,Eighth,F4
86,Right,0,77,80,28.0,0.489583,Eighth,F5
87,Left,1,68,80,28.5,0.489583,Eighth,G#4
88,Right,0,80,80,28.5,0.489583,Eighth,G#5
89,Left,1,67,80,29.0,0.489583,Eighth,G4
90,Right,0,79,80,29.0,0.489583,Eighth,G5
91,Left,1,65,80,29.5,0.489583,Eighth,F4
92,Right,0,77,80,29.5,0.489583,Eighth,F5
94,Right,0,75,80,30.0,0.489583,Eighth,D#5
93,Left,1,63,80,30.0,0.489583,Eighth,D#4
95,Right,0,74,80,30.5,0.489583,Eighth,D5
96,Left,1,62,80,30.5,0.489583,Eighth,D4
98,Right,0,72,80,31.0,0.989583,Quarter,C5
97,Left,1,60,80,31.0,0.489583,Eighth,C4
99,Left,1,63,80,31.5,0.489583,Eighth,G4_D#4
101,Left,1,63,80,32.0,0.489583,Eighth,G4_D#4
105,Right,0,72,80,32.5,0.489583,Eighth,C5
103,Left,1,63,80,32.5,0.489583,Eighth,G4_D#4
106,Left,1,60,80,33.0,0.489583,Eighth,C4
107,Right,0,71,80,33.0,0.489583,Eighth,B4
110,Right,0,72,80,33.5,0.489583,Eighth,C5
108,Left,1,64,80,33.5,0.489583,Eighth,G4_E4_A#4
115,Right,0,84,80,34.0,0.489583,Eighth,C6
112,Left,1,64,80,34.0,0.489583,Eighth,G4_E4_A#4
116,Left,1,64,80,34.5,0.489583,Eighth,G4_E4_A#4
119,Right,0,84,80,34.5,0.489583,Eighth,C6
120,Right,0,84,80,35.0,0.989583,Quarter,C6
121,Left,1,60,80,35.0,0.489583,Eighth,C4
122,Left,1,65,80,35.5,0.489583,Eighth,G#4_F4
124,Left,1,65,80,36.0,0.489583,Eighth,G#4_F4
127,Left,1,65,80,36.5,0.489583,Eighth,G#4_F4
126,Right,0,89,80,36.5,0.489583,Eighth,F6
130,Left,1,60,80,37.0,0.489583,Eighth,C4
129,Right,0,87,80,37.0,0.489583,Eighth,D#6
131,Left,1,68,80,37.5,0.489583,Eighth,G#4_F4_B4
132,Right,0,86,80,37.5,0.489583,Eighth,D6
136,Left,1,71,80,38.0,0.489583,Eighth,G#4_F4_B4
135,Right,0,84,80,38.0,0.489583,Eighth,C6
140,Left,1,71,80,38.5,0.489583,Eighth,G#4_F4_B4
139,Right,0,83,80,38.5,0.489583,Eighth,B5
144,Left,1,60,80,39.0,0.489583,Eighth,C4
143,Right,0,86,80,39.0,0.489583,Eighth,D6
146,Left,1,67,80,39.5,0.489583,Eighth,G4_D#4
145,Right,0,84,80,39.5,0.489583,Eighth,C6
148,Left,1,67,80,40.0,0.489583,Eighth,G4_D#4
150,Right,0,72,80,40.5,0.489583,Eighth,C5
151,Left,1,67,80,40.5,0.489583,Eighth,G4_D#4
153,Left,1,60,80,41.0,0.489583,Eighth,C4
154,Right,0,71,80,41.0,0.489583,Eighth,B4
155,Right,0,72,80,41.5,0.489583,Eighth,C5
156,Left,1,70,80,41.5,0.489583,Eighth,G4_E4_A#4
160,Left,1,67,80,42.0,0.489583,Eighth,G4_E4_A#4
159,Right,0,84,80,42.0,0.489583,Eighth,C6
164,Left,1,64,80,42.5,0.489583,Eighth,G4_E4_A#4
163,Right,0,84,80,42.5,0.489583,Eighth,C6
167,Left,1,60,80,43.0,0.489583,Eighth,C4
168,Right,0,84,80,43.0,0.489583,Eighth,C6
169,Left,1,68,80,43.5,0.489583,Eighth,G#4_F4
170,Right,0,86,80,43.5,0.15625,TripletSixteenth,D6
172,Right,0,84,80,43.666667,0.15625,TripletSixteenth,C6
173,Right,0,83,80,43.833333,0.15625,TripletSixteenth,B5
174,Left,1,68,80,44.0,0.489583,Eighth,G#4_F4
175,Right,0,84,80,44.0,0.489583,Eighth,C6
178,Left,1,68,80,44.5,0.489583,Eighth,G#4_F4
177,Right,0,89,80,44.5,0.489583,Eighth,F6
180,Right,0,87,80,45.0,0.489583,Eighth,D#6
181,Left,1,60,80,45.0,0.489583,Eighth,C4
183,Left,1,71,80,45.5,0.489583,Eighth,G#4_F4_B4
182,Right,0,86,80,45.5,0.489583,Eighth,D6
186,Left,1,71,80,46.0,0.489583,Eighth,G#4_F4_B4
189,Right,0,84,80,46.0,0.489583,Eighth,C6
191,Left,1,71,80,46.5,0.489583,Eighth,G#4_F4_B4
190,Right,0,83,80,46.5,0.489583,Eighth,B5
195,Right,0,84,80,47.0,0.239583,Sixteenth,C6
194,Left,1,63,80,47.0,0.989583,Quarter,G4_D#4_C5_C4
199,Right,0,86,80,47.25,0.239583,Sixteenth,D6
200,Right,0,84,81,47.5,0.239583,Sixteenth,C6
201,Right,0,83,81,47.75,0.239583,Sixteenth,B5
202,Right,0,84,82,48.0,0.239583,Sixteenth,C6
203,Right,0,87,82,48.25,0.239583,Sixteenth,D#6
204,Right,0,86,83,48.5,0.239583,Sixteenth,D6
205,Left,1,66,83,48.5,0.489583,Eighth,F#4
206,Right,0,84,83,48.75,0.239583,Sixteenth,C6
207,Right,0,83,84,49.0,0.239583,Sixteenth,B5
208,Left,1,67,84,49.0,0.989583,Quarter,G4
209,Right,0,84,84,49.25,0.239583,Sixteenth,C6
210,Right,0,83,85,49.5,0.239583,Sixteenth,B5
211,Right,0,80,85,49.75,0.239583,Sixteenth,G#5
212,Right,0,79,86,50.0,0.239583,Sixteenth,G5
213,Right,0,77,86,50.25,0.239583,Sixteenth,F5
214,Right,0,75,87,50.5,0.239583,Sixteenth,D#5
215,Left,1,59,87,50.5,0.489583,Eighth,B3
216,Right,0,74,87,50.75,0.239583,Sixteenth,D5
218,Left,1,60,88,51.0,0.989583,Quarter,C4
217,Right,0,72,88,51.0,0.239583,Sixteenth,C5
219,Right,0,74,88,51.25,0.239583,Sixteenth,D5
220,Right,0,72,89,51.5,0.239583,Sixteenth,C5
221,Right,0,71,89,51.75,0.239583,Sixteenth,B4
222,Right,0,72,90,52.0,0.239583,Sixteenth,C5
223,Right,0,75,90,52.25,0.239583,Sixteenth,D#5
225,Left,1,54,91,52.5,0.489583,Eighth,F#3
224,Right,0,74,91,52.5,0.239583,Sixteenth,D5
226,Right,0,72,91,52.75,0.239583,Sixteenth,C5
228,Right,0,71,92,53.0,0.239583,Sixteenth,B4
227,Left,1,55,92,53.0,0.989583,Quarter,G3
229,Right,0,72,92,53.25,0.239583,Sixteenth,C5
230,Right,0,71,93,53.5,0.239583,Sixteenth,B4
231,Right,0,68,93,53.75,0.239583,Sixteenth,G#4
232,Right,0,67,94,54.0,0.239583,Sixteenth,G4
233,Right,0,65,94,54.25,0.239583,Sixteenth,F4
234,Left,1,47,95,54.5,0.489583,Eighth,B2
235,Right,0,63,95,54.5,0.239583,Sixteenth,D#4
236,Right,0,62,95,54.75,0.239583,Sixteenth,D4
237,Right,0,60,96,55.0,0.239583,Sixteenth,C4
238,Left,1,48,96,55.0,0.989583,Quarter,C3
239,Right,0,62,96,55.25,0.239583,Sixteenth,D4
240,Right,0,60,97,55.5,0.239583,Sixteenth,C4
241,Right,0,59,97,55.75,0.239583,Sixteenth,B3
242,Right,0,60,98,56.0,0.239583,Sixteenth,C4
243,Right,0,63,98,56.25,0.239583,Sixteenth,D#4
245,Left,1,42,99,56.5,0.489583,Eighth,F#2
244,Right,0,62,99,56.5,0.239583,Sixteenth,D4
