,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,33,80,0.0,2.979167,DottedQuarter,A2_A1
0,Right,0,57,80,0.0,2.979167,DottedQuarter,A3
5,Right,0,61,80,3.0,2.979167,DottedQuarter,C#4
3,Left,1,49,80,3.0,2.979167,DottedQuarter,C#3_C#2
7,Left,1,54,80,6.0,2.979167,DottedQuarter,F#3_F#2_C#3
6,Right,0,73,80,6.0,2.979167,Quarter,F#4_C#5_C#4_A4
13,Right,0,69,80,8.0,0.979167,Eighth,A4
14,Left,1,42,80,9.0,0.979167,Eighth,F#3_F#2_C#3
17,Right,0,61,80,9.0,0.979167,Eighth,C#4_A4
19,Left,1,45,80,10.0,0.979167,Eighth,C#3_A3_A2
22,Right,0,61,80,10.0,0.979167,Eighth,F#4_C#4
25,Left,1,44,80,11.0,0.979167,Eighth,G#3_G#2_C#3
24,Right,0,68,80,11.0,0.979167,Eighth,G#4_F4_C#4_B3
35,Left,1,49,80,12.0,2.979167,DottedQuarter,F#3_F#2_C#3
31,Right,0,61,80,12.0,2.979167,DottedQuarter,F#4_C#4_A4_A3
41,Left,1,50,80,15.0,1.979167,Quarter,D3_D2
38,Right,0,66,80,15.0,1.979167,Quarter,F#4_B4_B3
43,Right,0,62,80,17.0,0.979167,Eighth,F#4_D5_D4
46,Left,1,47,80,17.0,0.979167,Eighth,B2_B1
48,Right,0,74,80,18.0,1.979167,Quarter,F#4_D5_D4
49,Left,1,35,80,18.0,1.979167,Quarter,B2_B1
55,Right,0,73,80,20.0,0.979167,Eighth,F#4_C#5_C#4
53,Left,1,33,80,20.0,0.979167,Eighth,A2_A1
58,Right,0,66,80,21.0,0.979167,Eighth,F#4_C#5_C#4
60,Left,1,45,80,21.0,0.979167,Eighth,A2_A1
65,Left,1,44,80,22.0,0.979167,Eighth,G#2_G#1
63,Right,0,65,80,22.0,0.979167,Eighth,F5_F4_C#5_B4
69,Right,0,73,80,23.0,0.979167,Eighth,F#5_F#4_C#5_A4
72,Left,1,42,80,23.0,0.979167,Eighth,F#2_F#1
77,Right,0,80,80,24.0,2.979167,DottedQuarter,G#5_G#4_C#5
75,Left,1,41,80,24.0,2.979167,DottedQuarter,F2_F1
82,Right,0,74,80,27.0,2.979167,DottedQuarter,G#4_D5_B4
80,Left,1,56,80,27.0,2.979167,DottedQuarter,G#3_F3_D4_B3
87,Left,1,40,80,30.0,2.979167,DottedQuarter,E2_E1
89,Right,0,74,80,30.0,2.979167,DottedQuarter,G#4_D5_B4
92,Right,0,62,80,32.0,0.979167,Eighth,D4
93,Right,0,73,80,33.0,1.979167,Quarter,C#5_C#4_A4
94,Left,1,42,80,33.0,1.979167,Quarter,F#2_F#1
98,Right,0,65,80,35.0,0.979167,Eighth,F4_D4_B4_B3
99,Left,1,32,80,35.0,0.979167,Eighth,G#2_G#1
104,Left,1,44,80,36.0,2.979167,DottedQuarter,G#2_G#1
106,Right,0,59,80,36.0,2.979167,DottedQuarter,F4_D4_B4_B3
112,Right,0,59,80,39.0,0.979167,Eighth,F4_D4_B4_B3
110,Left,1,44,80,39.0,0.979167,Eighth,G#2_G#1
120,Left,1,45,80,40.0,0.979167,Eighth,A2_A1
116,Right,0,69,80,40.0,0.979167,Eighth,F#4_C#4_A4_A3
122,Right,0,56,80,41.0,0.979167,Eighth,G#4_G#3_F#4_D4
125,Left,1,35,80,41.0,0.979167,Eighth,B2_B1
128,Right,0,66,80,42.0,1.979167,Quarter,G#4_G#3_F#4_D#4
132,Left,1,48,80,42.0,1.979167,Quarter,C3_C2
137,Left,1,48,80,44.0,0.979167,Eighth,C3_C2
134,Right,0,63,80,44.0,0.979167,Eighth,G#4_G#3_F#4_D#4
140,Left,1,48,80,45.0,0.979167,Eighth,C3_C2
142,Right,0,68,80,45.0,0.979167,Eighth,G#4_G#3_F#4_D#4
146,Left,1,48,80,46.0,0.979167,Eighth,C3_C2
147,Right,0,63,80,46.0,0.979167,Eighth,F#4_D#4_A4_A3
154,Left,1,48,80,47.0,0.979167,Eighth,C3_C2
152,Right,0,57,80,47.0,0.979167,Eighth,F#4_F#3_D#4_A3
161,Left,1,49,80,48.0,2.979167,DottedQuarter,C#3_C#2
158,Right,0,54,80,48.0,2.979167,DottedQuarter,F#4_F#3_D#4_A3
164,Right,0,60,80,49.0,0.979167,Eighth,C4
165,Right,0,61,81,50.0,0.979167,Eighth,C#4
166,Right,0,65,82,51.0,0.979167,Eighth,G#3_F4_F3_C#4
170,Left,1,49,82,51.0,0.979167,Eighth,C#3_C#2
172,Left,1,53,83,52.0,0.979167,Eighth,G#3_F3_C#3
175,Right,0,68,83,52.0,0.979167,Eighth,G#4
176,Left,1,49,84,53.0,0.979167,Eighth,G#3_C#3_B3
179,Right,0,71,84,53.0,0.979167,Eighth,B4
180,Right,0,62,85,54.0,1.979167,Quarter,F4_D4_B4
182,Left,1,49,85,54.0,1.979167,Quarter,C#3_B3
185,Right,0,68,85,55.0,0.979167,Eighth,G#4
188,Right,0,66,86,56.0,0.979167,Eighth,F#4_C#4_A4
186,Left,1,57,86,56.0,0.979167,Eighth,C#3_A3
191,Right,0,61,87,57.0,0.979167,Eighth,F#4_C#4_A4
194,Left,1,57,87,57.0,0.979167,Eighth,C#3_A3
199,Left,1,56,88,58.0,0.979167,Eighth,G#3_C#3
196,Right,0,59,88,58.0,0.979167,Eighth,G#4_F4_D4_B3
202,Left,1,54,89,59.0,0.979167,Eighth,F#3_C#3
203,Right,0,57,89,59.0,0.979167,Eighth,F#4_D#4_A3
207,Right,0,60,89,59.5,0.479167,Sixteenth,C4
209,Right,0,57,90,60.0,1.979167,Quarter,F#4_D#4_C4_A3
208,Left,1,54,90,60.0,1.979167,Quarter,F#3_C#3
216,Right,0,65,91,62.0,0.979167,Eighth,G#3_F4_C#4
214,Left,1,53,91,62.0,0.979167,Eighth,F3_C#3
221,Right,0,65,92,63.0,0.979167,Eighth,F4
219,Left,1,53,92,63.0,1.979167,Eighth,F3_C#3
223,Left,1,56,93,64.0,0.979167,Eighth,G#3
222,Right,0,68,93,64.0,0.979167,Eighth,G#4
227,Left,1,49,94,65.0,0.979167,Eighth,G#3_C#3_B3
224,Right,0,71,94,65.0,1.979167,Quarter,G#4_F4_B4
231,Left,1,62,94,65.5,0.479167,Sixteenth,D4
230,Right,0,74,94,65.5,0.479167,Sixteenth,D5
233,Left,1,59,95,66.0,1.979167,Quarter,D4_C#3_B3
232,Right,0,71,95,66.0,1.979167,Quarter,D5_B4
237,Right,0,68,91,67.0,0.979167,Eighth,G#4_F4
240,Left,1,49,86,68.0,0.979167,Eighth,C#4_C#3_A3
239,Right,0,66,86,68.0,0.979167,Eighth,F#4_C#5_A4
245,Left,1,61,80,69.0,0.979167,Eighth,C#4_C#3_A3
246,Right,0,69,80,69.0,0.979167,Eighth,C#5_A4
250,Right,0,66,80,69.5,0.479167,Sixteenth,F#4
253,Left,1,59,80,70.0,0.979167,Eighth,G#3_C#3_B3
251,Right,0,65,80,70.0,0.979167,Eighth,G#4_F4_D4_B4
258,Left,1,57,80,71.0,0.979167,Eighth,F#3_C#3_A3
260,Right,0,60,80,71.0,0.979167,Eighth,F#4_D#4_C4_A4
265,Left,1,54,80,72.0,1.979167,Quarter,F#3_C#3_A3
266,Right,0,66,80,72.0,1.979167,Quarter,F#4_A4
270,Right,0,63,80,73.0,0.979167,Eighth,D#4_C4
274,Left,1,49,80,74.0,0.979167,Eighth,G#3_F3_C#3
272,Right,0,68,80,74.0,0.979167,Eighth,G#4_F4_C#4
278,Left,1,53,80,75.0,1.979167,Quarter,G#3_F3_C#3
281,Right,0,65,80,75.0,1.979167,Quarter,G#4_F4_C#4
284,Right,0,61,80,77.0,0.979167,Eighth,G4_E4_C#4
287,Left,1,55,80,77.0,0.979167,Eighth,G3_E3_C#3_A#3
291,Left,1,59,80,78.0,2.979167,DottedQuarter,G3_D3_B3
294,Right,0,67,80,78.0,0.479167,Sixteenth,G4
295,Right,0,83,80,78.5,1.479167,DottedEighth,B5
296,Right,0,71,80,79.0,0.979167,Eighth,B4
297,Right,0,81,80,80.0,0.979167,Eighth,A5_A4
299,Left,1,62,80,81.0,2.979167,DottedQuarter,G3_D4_B3
302,Right,0,67,80,81.0,2.979167,DottedQuarter,G5_G4
305,Left,1,62,90,83.0,0.979167,Eighth,D4
304,Right,0,78,90,83.0,0.979167,Eighth,F#5
308,Left,1,60,90,84.0,2.979167,DottedQuarter,E4_C4
306,Right,0,67,90,84.0,2.979167,DottedQuarter,G4_E5
310,Right,0,78,80,86.0,0.979167,Eighth,F#5
312,Left,1,59,80,87.0,1.979167,Quarter,D4_B3
