,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,48,80,0.0,0.739583,DottedEighth,C3
1,Right,0,52,80,0.75,0.239583,Sixteenth,E3
3,Right,0,53,80,1.0,1.989583,Half,F3_A2
2,Left,1,41,80,1.0,1.489583,DottedQuarter,F2_F1
7,Left,1,31,80,2.0,0.489583,Eighth,G1
6,Right,0,46,80,2.0,0.489583,Eighth,A#2
8,Right,0,60,80,3.0,0.739583,DottedEighth,C4
9,Right,0,64,80,3.75,0.239583,Sixteenth,E4
10,Right,0,65,80,4.0,1.989583,Half,F4_C4
12,Left,1,45,80,4.0,1.489583,Quarter,F3_A2
14,Right,0,62,80,5.0,0.489583,Eighth,D4
15,Left,1,46,80,5.0,0.489583,Eighth,A#2
16,Right,0,72,80,6.0,0.739583,DottedEighth,C5
17,Right,0,77,80,6.75,0.239583,Sixteenth,F5
18,Right,0,81,80,7.0,1.739583,DottedQuarter,A5
19,Left,1,65,80,7.0,1.989583,DottedEighth,F4_C4
21,Left,1,69,80,7.75,0.239583,Sixteenth,A4
22,Left,1,72,80,8.0,0.739583,DottedEighth,C5
23,Right,0,77,80,8.75,0.239583,Sixteenth,F5
24,Left,1,69,80,8.75,0.239583,Sixteenth,A4
26,Right,0,79,80,9.0,0.739583,DottedEighth,G5
25,Left,1,60,80,9.0,0.989583,Quarter,C4_A#4
29,Right,0,76,80,9.75,0.239583,Sixteenth,E5
28,Left,1,67,80,9.75,0.239583,Sixteenth,G4
30,Right,0,77,80,10.0,0.989583,Quarter,F5
31,Left,1,65,80,10.0,0.989583,Quarter,F4_A4
33,Right,0,48,80,12.0,0.739583,DottedEighth,C3
34,Right,0,52,80,12.75,0.239583,Sixteenth,E3
35,Right,0,53,80,13.0,1.989583,Half,F3_A2
36,Left,1,29,80,13.0,1.489583,Quarter,F2_F1
40,Left,1,31,80,14.0,0.489583,Eighth,G1
39,Right,0,46,80,14.0,0.489583,Eighth,A#2
41,Right,0,60,80,15.0,0.739583,DottedEighth,C4
42,Right,0,64,80,15.75,0.239583,Sixteenth,E4
45,Right,0,60,80,16.0,1.989583,Quarter,F4_C4
43,Left,1,53,80,16.0,1.489583,DottedQuarter,F3_A2
47,Left,1,46,80,17.0,0.489583,Eighth,A#2
48,Right,0,62,80,17.0,0.489583,Eighth,D4
49,Right,0,72,80,18.0,0.739583,DottedEighth,C5
50,Right,0,77,80,18.75,0.239583,Sixteenth,F5
53,Right,0,81,80,19.0,1.739583,DottedQuarter,A5
51,Left,1,60,80,19.0,1.989583,Half,F4_C4
54,Left,1,69,80,19.75,0.239583,Sixteenth,A4
55,Left,1,72,80,20.0,0.739583,DottedEighth,C5
57,Left,1,69,80,20.75,0.239583,Sixteenth,A4
56,Right,0,77,80,20.75,0.239583,Sixteenth,F5
58,Left,1,60,80,21.0,0.989583,Quarter,C4_A#4
60,Right,0,79,80,21.0,0.739583,DottedEighth,G5
61,Right,0,76,80,21.75,0.239583,Sixteenth,E5
62,Left,1,67,80,21.75,0.239583,Sixteenth,G4
63,Right,0,77,80,22.0,0.989583,Quarter,F5
64,Left,1,69,80,22.0,0.989583,Quarter,F4_A4
66,Right,0,53,80,24.0,0.739583,DottedEighth,F3
67,Right,0,57,80,24.75,0.239583,Sixteenth,A3
69,Left,1,41,80,25.0,2.989583,DottedHalf,F2
68,Right,0,61,80,25.0,0.989583,Quarter,C#4
70,Right,0,62,80,26.0,1.739583,DottedQuarter,D4
71,Left,1,46,80,26.0,0.989583,Quarter,A#2
72,Left,1,43,80,27.0,0.989583,Quarter,G2_E3
74,Right,0,59,80,27.75,0.239583,Sixteenth,B3
75,Right,0,60,80,28.0,0.739583,DottedEighth,C4
76,Left,1,41,80,28.0,1.489583,DottedQuarter,F2_A2
78,Right,0,57,80,28.75,0.239583,Sixteenth,A3
80,Right,0,53,80,29.0,0.489583,Eighth,F3
79,Left,1,48,80,29.0,0.489583,Eighth,C3
81,Right,0,65,80,30.0,0.739583,DottedEighth,F4
82,Right,0,69,80,30.75,0.239583,Sixteenth,A4
84,Left,1,53,80,31.0,2.989583,DottedHalf,F3
83,Right,0,73,80,31.0,0.989583,Quarter,C#5
86,Left,1,58,80,32.0,0.989583,Quarter,A#3
85,Right,0,74,80,32.0,1.739583,DottedQuarter,D5
87,Left,1,55,80,33.0,0.989583,Quarter,G3_E4
89,Right,0,71,80,33.75,0.239583,Sixteenth,B4
90,Right,0,72,80,34.0,0.739583,DottedEighth,C5
91,Left,1,57,80,34.0,1.489583,DottedQuarter,F3_A3
93,Right,0,69,80,34.75,0.239583,Sixteenth,A4
94,Left,1,60,80,35.0,0.489583,Eighth,C4
95,Right,0,65,80,35.0,0.489583,Eighth,F4
96,Right,0,77,80,36.0,0.739583,DottedEighth,F5
97,Right,0,81,80,36.75,0.239583,Sixteenth,A5
98,Right,0,85,80,37.0,0.989583,Quarter,C#6
101,Right,0,86,83,38.0,1.739583,DottedQuarter,D6_D5
99,Left,1,70,83,38.0,1.739583,DottedQuarter,F4_A#4
103,Left,1,67,86,39.0,0.739583,DottedEighth,G4
105,Right,0,83,89,39.75,0.239583,Sixteenth,D5_B5
104,Left,1,65,89,39.75,0.239583,Sixteenth,G4_F4
108,Right,0,84,90,40.0,0.739583,DottedEighth,C6_C5
110,Left,1,64,90,40.0,0.739583,DottedEighth,G4_E4
114,Right,0,81,93,40.75,0.239583,Sixteenth,C5_A5
112,Left,1,65,93,40.75,0.239583,Sixteenth,F4_A4
116,Right,0,70,93,41.0,1.739583,DottedQuarter,A#5_A#4
117,Left,1,62,93,41.0,0.989583,Quarter,F4_D4
120,Left,1,67,97,42.0,0.739583,DottedEighth,G4_E4
123,Right,0,79,99,42.75,0.239583,Sixteenth,G5_A#4
122,Left,1,62,99,42.75,0.239583,Sixteenth,F4_D4
128,Left,1,61,100,43.0,0.739583,DottedEighth,E4_C#4
126,Right,0,69,100,43.0,0.739583,DottedEighth,A5_A4
132,Left,1,62,100,43.75,0.239583,Sixteenth,F4_D4
130,Right,0,77,100,43.75,0.239583,Sixteenth,F5_A4
134,Left,1,58,100,44.0,1.989583,Half,D4_A#3
135,Right,0,79,100,44.0,1.739583,DottedQuarter,G5_G4
138,Right,0,70,100,45.0,0.989583,Quarter,A#4
139,Left,1,67,100,45.75,0.239583,Sixteenth,G4
140,Right,0,74,100,45.75,0.239583,Sixteenth,D5
141,Left,1,67,90,46.0,0.989583,DottedEighth,G4_C4
143,Right,0,70,90,46.0,0.989583,Quarter,F5_A#4
145,Right,0,76,89,46.125,0.114583,ThirtySecond,E5
146,Right,0,74,88,46.25,0.114583,ThirtySecond,D5
147,Right,0,76,87,46.375,0.364583,DottedSixteenth,E5
148,Left,1,64,83,46.75,0.239583,Sixteenth,E4
149,Right,0,79,83,46.75,0.239583,Sixteenth,G5
150,Left,1,53,81,47.0,0.489583,Eighth,F4_F3
151,Right,0,69,81,47.0,0.489583,Eighth,F5_A4
154,Right,0,53,80,48.0,0.739583,DottedEighth,F3
155,Right,0,57,80,48.75,0.239583,Sixteenth,A3
157,Right,0,61,80,49.0,0.989583,Quarter,C#4
156,Left,1,41,80,49.0,2.989583,DottedHalf,F2
159,Right,0,62,80,50.0,1.739583,DottedQuarter,D4
158,Left,1,46,80,50.0,0.989583,Quarter,A#2
160,Left,1,43,80,51.0,0.989583,Quarter,G2_E3
162,Right,0,59,80,51.75,0.239583,Sixteenth,B3
163,Left,1,45,80,52.0,1.489583,DottedQuarter,F2_A2
165,Right,0,60,80,52.0,0.739583,DottedEighth,C4
166,Right,0,57,80,52.75,0.239583,Sixteenth,A3
168,Right,0,53,80,53.0,0.489583,Eighth,F3
167,Left,1,48,80,53.0,0.489583,Eighth,C3
