,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,36,80,0.0,2.958333,DottedEighth,G2_C2
0,Right,0,72,80,0.0,2.958333,Eighth,E4_C5
4,Right,0,67,80,2.0,0.958333,Sixteenth,G4
5,Left,1,36,80,3.0,2.9375,DottedEighth,G2_C2
7,Right,0,64,80,3.0,5.9375,DottedEighth,G4_E4
10,Left,1,43,80,6.0,2.9375,DottedEighth,G2_D2
9,Right,0,65,80,6.0,2.9375,DottedEighth,F4
14,Left,1,43,80,9.0,2.9375,DottedEighth,G2_C2
12,Right,0,74,80,9.0,2.9375,Eighth,D5_D4
16,Right,0,67,80,11.0,0.9375,Sixteenth,G4
17,Left,1,35,80,12.0,2.958333,DottedEighth,G2_B1
19,Right,0,67,80,12.0,5.958333,DottedQuarter,G4_D4
21,Left,1,36,80,15.0,2.958333,DottedEighth,G2_C2
23,Right,0,64,80,15.0,2.958333,DottedEighth,E4
26,Right,0,67,80,18.0,2.958333,DottedEighth,G4_F4
24,Left,1,38,80,18.0,2.958333,DottedEighth,G2_D2
28,Left,1,43,80,21.0,2.958333,DottedEighth,G2_E2
29,Right,0,67,80,21.0,2.9375,DottedEighth,G4
32,Left,1,36,80,24.0,2.958333,DottedEighth,G2_C2
31,Right,0,64,80,24.0,2.958333,DottedEighth,E5_E4
37,Right,0,67,80,27.0,2.958333,DottedEighth,G4_C5
35,Left,1,43,80,27.0,2.958333,DottedEighth,G2_E2
41,Left,1,31,80,30.0,7.958333,Half,G1
39,Right,0,64,80,30.0,2.958333,DottedEighth,E4_C5
44,Left,1,43,80,33.0,2.958333,DottedEighth,G2
42,Right,0,62,80,33.0,2.958333,DottedEighth,D4_B4
48,Left,1,43,80,36.0,1.958333,Eighth,G2
45,Right,0,67,80,36.0,2.958333,DottedEighth,G4_D4_B4
49,Left,1,29,80,38.0,0.958333,Sixteenth,F2_F1
53,Left,1,40,80,39.0,5.958333,DottedQuarter,E2_E1
51,Right,0,67,80,39.0,5.958333,DottedQuarter,G4_C5
55,Right,0,76,90,42.0,2.958333,DottedEighth,E5
58,Right,0,67,100,45.0,2.958333,DottedEighth,G5_G4
56,Left,1,40,100,45.0,2.958333,DottedEighth,E2_E1
60,Left,1,38,100,48.0,5.958333,DottedQuarter,D2_D1
61,Right,0,69,100,48.0,5.958333,DottedQuarter,G5_A4
64,Right,0,77,93,51.0,2.958333,DottedEighth,F5
65,Left,1,41,85,54.0,1.958333,Eighth,F2_F1
67,Right,0,69,85,54.0,1.958333,Eighth,D5_A4
70,Right,0,62,80,56.0,0.958333,Sixteenth,D4_C5_A4
69,Left,1,30,80,56.0,0.958333,Sixteenth,F#2_F#1
74,Left,1,43,80,57.0,5.958333,DottedEighth,G2_G1
76,Right,0,62,80,57.0,2.958333,DottedEighth,G4_D4_B4
82,Left,1,45,80,60.0,2.958333,DottedEighth,A2
79,Right,0,67,80,60.0,2.958333,DottedEighth,G4_C5_C4
84,Left,1,47,80,63.0,1.958333,Eighth,B2
83,Right,0,62,80,63.0,1.958333,Eighth,G4_D5_D4
88,Right,0,67,80,65.0,2.958333,Sixteenth,G4_D4
87,Left,1,47,80,65.0,2.958333,DottedEighth,B2
90,Right,0,67,80,66.0,5.958333,DottedQuarter,G4
91,Right,0,62,90,68.0,0.958333,Sixteenth,D4
92,Left,1,47,90,68.0,0.958333,Sixteenth,B2
93,Right,0,60,90,69.0,1.958333,Eighth,E4_C4
94,Left,1,48,90,69.0,1.958333,Eighth,C3
98,Left,1,50,80,71.0,0.958333,Sixteenth,D3
96,Right,0,65,80,71.0,0.958333,Sixteenth,F4_B3
99,Left,1,43,80,72.0,2.958333,DottedEighth,G2_C2
100,Right,0,72,80,72.0,2.958333,Eighth,E4_C5
103,Right,0,67,80,74.0,0.958333,Sixteenth,G4
104,Left,1,43,80,75.0,2.9375,DottedEighth,G2_C2
105,Right,0,67,80,75.0,5.9375,DottedQuarter,G4_E4
108,Right,0,65,80,78.0,2.9375,DottedEighth,F4
109,Left,1,43,80,78.0,2.9375,DottedEighth,G2_D2
112,Right,0,74,80,81.0,2.9375,Eighth,D5_D4
111,Left,1,43,80,81.0,2.9375,DottedEighth,G2_C2
115,Right,0,67,80,83.0,0.9375,Sixteenth,G4
117,Right,0,67,80,84.0,5.958333,DottedQuarter,G4_D4
116,Left,1,43,80,84.0,2.958333,DottedEighth,G2_B1
122,Right,0,64,80,87.0,2.958333,DottedEighth,E4
120,Left,1,43,80,87.0,2.958333,DottedEighth,G2_C2
123,Left,1,43,80,90.0,2.958333,DottedEighth,G2_D2
125,Right,0,67,80,90.0,2.958333,DottedEighth,G4_F4
127,Left,1,40,80,93.0,2.958333,DottedEighth,G2_E2
128,Right,0,67,80,93.0,2.9375,DottedEighth,G4
130,Right,0,64,80,96.0,2.958333,DottedEighth,E5_E4
131,Left,1,36,80,96.0,2.958333,DottedEighth,G2_C2
134,Right,0,72,80,99.0,2.958333,DottedEighth,G4_C5
135,Left,1,40,80,99.0,2.958333,DottedEighth,G2_E2
138,Left,1,31,80,102.0,7.958333,Half,G1
139,Right,0,72,80,102.0,2.958333,DottedEighth,E4_C5
142,Right,0,62,80,105.0,2.958333,DottedEighth,D4_B4
141,Left,1,43,80,105.0,2.958333,DottedEighth,G2
144,Right,0,62,80,108.0,2.958333,DottedEighth,G4_D4_B4
147,Left,1,43,80,108.0,1.958333,Eighth,G2
148,Left,1,41,80,110.0,0.958333,Sixteenth,F2_F1
150,Right,0,67,80,111.0,5.958333,DottedQuarter,G4_C5
151,Left,1,40,80,111.0,5.958333,DottedQuarter,E2_E1
154,Right,0,76,90,114.0,2.958333,DottedEighth,E5
155,Right,0,79,100,117.0,2.958333,DottedEighth,G5_G4
157,Left,1,40,100,117.0,2.958333,DottedEighth,E2_E1
159,Left,1,38,100,120.0,5.958333,DottedQuarter,D2_D1
161,Right,0,79,100,120.0,5.958333,DottedEighth,G5_A4
163,Right,0,77,93,123.0,2.958333,DottedEighth,F5
165,Right,0,74,85,126.0,1.958333,Eighth,D5_A4
164,Left,1,29,85,126.0,1.958333,Eighth,F2_F1
169,Right,0,62,80,128.0,0.958333,Sixteenth,D4_C5_A4
168,Left,1,42,80,128.0,0.958333,Sixteenth,F#2_F#1
173,Right,0,62,80,129.0,2.958333,DottedEighth,G4_D4_B4
176,Left,1,31,80,129.0,5.958333,DottedQuarter,G2_G1
179,Right,0,60,80,132.0,2.958333,DottedEighth,G4_C5_C4
178,Left,1,45,80,132.0,2.958333,DottedEighth,A2
183,Left,1,47,80,135.0,1.958333,Eighth,B2
182,Right,0,62,80,135.0,1.958333,Eighth,G4_D5_D4
187,Left,1,47,80,137.0,2.958333,DottedEighth,B2
186,Right,0,62,80,137.0,2.958333,DottedEighth,G4_D4
189,Right,0,67,80,138.0,5.958333,DottedQuarter,G4
192,Left,1,48,90,140.0,0.958333,Sixteenth,C3
190,Right,0,64,90,140.0,0.958333,Sixteenth,E4_C4
193,Right,0,65,90,141.0,1.958333,Eighth,F4_B3
194,Left,1,50,90,141.0,1.958333,Eighth,D3
197,Left,1,48,80,143.0,0.958333,Sixteenth,C3
196,Right,0,64,80,143.0,0.958333,Sixteenth,E4_C4
199,Right,0,64,80,144.0,2.958333,DottedEighth,E4
200,Left,1,52,80,144.0,2.958333,DottedEighth,E3
202,Left,1,45,80,147.0,5.958333,DottedQuarter,A2
201,Right,0,64,80,147.0,5.958333,DottedQuarter,E4_C5
204,Left,1,52,80,150.0,2.958333,DottedEighth,E3
207,Left,1,45,80,153.0,2.958333,DottedEighth,E3_A2
205,Right,0,64,80,153.0,2.958333,DottedEighth,E4_C5
209,Right,0,71,80,155.0,0.958333,Sixteenth,B4
210,Right,0,71,80,156.0,5.958333,DottedQuarter,E4_B4
211,Left,1,44,80,156.0,5.958333,DottedQuarter,G#2
213,Left,1,52,80,159.0,2.958333,DottedEighth,E3
215,Left,1,52,80,162.0,2.958333,DottedEighth,G#2_E3
214,Right,0,71,80,162.0,2.958333,DottedEighth,B4
217,Right,0,76,80,164.0,0.958333,Sixteenth,E5
218,Left,1,44,80,165.0,2.958333,DottedEighth,G#2_E3
