,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,44,80,0.0,2.989583,DottedHalf,G#3_G#2_F3_D#3
0,Right,0,72,80,0.0,1.989583,Half,D#4_C5_C4
7,Right,0,65,80,0.75,0.239583,Sixteenth,F4
8,Right,0,65,80,1.0,0.989583,Quarter,F4
13,Right,0,72,80,3.0,1.989583,Half,D#4_C5_C4
9,Left,1,56,80,3.0,2.989583,DottedHalf,G#3_G#2_F3_D#3
16,Right,0,65,80,3.75,0.239583,Sixteenth,F4
17,Right,0,65,80,4.0,0.989583,Quarter,F4
18,Right,0,60,80,6.0,0.989583,Quarter,F4_D#4_C4
21,Left,1,39,80,6.0,0.989583,Quarter,G#1_D#2
26,Left,1,32,83,7.0,0.989583,Quarter,G#1_D#2
23,Right,0,65,83,7.0,0.989583,Quarter,F4_D#4_C4
28,Left,1,39,86,8.0,0.989583,Quarter,G#1_D#2
30,Right,0,60,86,8.0,0.989583,Quarter,F4_D#4_C4
33,Left,1,39,89,9.0,2.989583,DottedHalf,D#2_A1
35,Right,0,66,89,9.0,2.989583,DottedHalf,F#4_D#4_C4
38,Left,1,51,99,12.0,0.989583,Quarter,F#3_D#3_A2
40,Right,0,63,99,12.0,0.989583,Quarter,F#4_D#4_C4
46,Left,1,51,103,13.0,0.989583,Quarter,F#3_D#3_A2
44,Right,0,60,103,13.0,0.989583,Quarter,F#4_D#4_C4
50,Left,1,45,106,14.0,0.989583,Quarter,F#3_D#3_A2
53,Right,0,60,106,14.0,0.989583,Quarter,F#4_D#4_C4
56,Left,1,51,109,15.0,2.989583,DottedHalf,G3_D#3_A#2
57,Right,0,58,109,15.0,2.989583,DottedHalf,G4_D#4_A#3
62,Left,1,34,80,18.0,0.989583,Quarter,A#2_A#1
64,Right,0,62,80,18.0,0.989583,Quarter,G4_G#3_D4
67,Right,0,65,80,18.5,0.489583,Eighth,F4
70,Left,1,34,80,19.0,0.989583,Quarter,A#2_A#1
68,Right,0,62,80,19.0,0.989583,Quarter,G#3_F4_D4
73,Right,0,67,80,19.25,0.239583,Sixteenth,G4
74,Right,0,65,80,19.5,0.239583,Sixteenth,F4
75,Right,0,64,80,19.75,0.239583,Sixteenth,E4
78,Right,0,56,80,20.0,0.989583,Quarter,G#3_F4_D4
76,Left,1,34,80,20.0,0.989583,Quarter,A#2_A#1
81,Right,0,67,80,20.5,0.489583,Eighth,G4
83,Right,0,55,80,21.0,0.239583,Sixteenth,G3_D#4
82,Left,1,39,80,21.0,0.989583,Quarter,D#3_D#2
86,Right,0,65,80,21.25,0.239583,Sixteenth,F4
87,Right,0,63,80,21.5,0.239583,Sixteenth,D#4
88,Right,0,62,80,21.75,0.239583,Sixteenth,D4
89,Right,0,63,80,22.0,0.322917,Triplet,D#4
90,Right,0,65,80,22.333333,0.322917,Triplet,F4
91,Right,0,67,80,22.666667,0.322917,Triplet,G4
92,Right,0,68,80,23.0,0.322917,Triplet,G#4
93,Right,0,70,80,23.333333,0.322917,Triplet,A#4
94,Right,0,72,80,23.666667,0.322917,Triplet,C5
95,Right,0,74,80,24.0,0.322917,Triplet,D5
96,Right,0,75,80,24.333333,0.322917,Triplet,D#5
97,Right,0,77,80,24.666667,0.322917,Triplet,F5
98,Right,0,78,80,25.0,0.322917,Triplet,F#5
99,Right,0,79,80,25.333333,0.322917,Triplet,G5
100,Right,0,80,80,25.666667,0.322917,Triplet,G#5
101,Right,0,81,80,26.0,0.322917,Triplet,A5
102,Right,0,82,80,26.333333,0.322917,Triplet,A#5
103,Right,0,83,80,26.666667,0.322917,Triplet,B5
104,Left,1,72,80,27.0,2.989583,DottedHalf,G#4_D#5_C5
107,Right,0,84,80,27.0,0.739583,DottedEighth,C6
108,Right,0,77,80,27.75,0.239583,Sixteenth,F5
109,Right,0,77,80,28.0,1.989583,Half,F5
113,Right,0,71,80,30.0,0.114583,ThirtySecond,B4
110,Left,1,60,80,30.0,2.989583,DottedHalf,G#3_D#4_C4
114,Right,0,72,80,30.114583,0.614583,Eighth,C5
115,Right,0,65,80,30.75,0.239583,Sixteenth,F4
116,Right,0,65,80,31.0,1.989583,Half,F4
120,Left,1,44,80,33.0,0.989583,Quarter,G#2_G#1
117,Right,0,51,80,33.0,0.989583,Quarter,F3_D#3_C3
123,Right,0,48,83,34.0,0.989583,Quarter,F3_D#3_C3
122,Left,1,44,83,34.0,0.989583,Quarter,G#2_G#1
127,Right,0,48,86,35.0,0.989583,Quarter,F3_D#3_C3
130,Left,1,32,86,35.0,0.989583,Quarter,G#2_G#1
132,Right,0,48,90,36.0,2.989583,DottedHalf,F#3_D#3_C3
