,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Left,1,58,70,0.0,0.979167,Eighth,G3_D#3_A#3
3,Left,1,58,70,1.0,0.979167,Eighth,G3_D#3_A#3
6,Left,1,58,70,2.0,0.979167,Eighth,G3_D#3_A#3
9,Left,1,55,70,3.0,0.979167,Eighth,G3_D#3_A#3
12,Left,1,55,70,4.0,0.979167,Eighth,G3_D#3_A#3
15,Left,1,58,70,5.0,0.979167,Eighth,G3_D#3_A#3
21,Right,0,67,80,6.0,0.979167,Eighth,G4
18,Left,1,55,70,6.0,0.979167,Eighth,G3_D#3_A#3
23,Left,1,51,70,7.0,0.979167,Eighth,G3_D#3_A#3
22,Right,0,68,80,7.0,0.104167,SixtyFourth,G#4
26,Right,0,67,80,7.114583,0.375,TripletSixteenth,G4
27,Right,0,65,80,7.5,0.479167,Sixteenth,F4
31,Right,0,67,80,8.0,0.479167,Sixteenth,G4
28,Left,1,51,70,8.0,0.979167,Eighth,G3_D#3_A#3
32,Right,0,68,80,8.5,0.479167,Sixteenth,G#4
33,Right,0,69,80,9.0,2.979167,DottedQuarter,A4
34,Left,1,55,70,9.0,0.979167,Eighth,G3_D#3_A#3
37,Left,1,58,70,10.0,0.979167,Eighth,G3_D#3_A#3
40,Left,1,58,70,11.0,0.979167,Eighth,G3_D#3_A#3
43,Left,1,58,70,12.0,0.979167,Eighth,G3_D#3_A#3
44,Right,0,70,80,12.0,3.979167,Half,A#4
47,Left,1,51,70,13.0,0.979167,Eighth,G3_D#3_A#3
50,Left,1,55,70,14.0,0.979167,Eighth,G3_D#3_A#3
53,Left,1,58,70,15.0,0.979167,Eighth,G3_D#3_A#3
56,Left,1,51,70,16.0,0.979167,Eighth,G3_D#3_A#3
59,Right,0,72,80,16.0,0.104167,SixtyFourth,C5
60,Right,0,70,80,16.114583,0.375,TripletSixteenth,A#4
61,Right,0,69,80,16.5,0.479167,Sixteenth,A4
62,Left,1,55,70,17.0,0.979167,Eighth,G3_D#3_A#3
64,Right,0,70,80,17.0,0.479167,Sixteenth,A#4
66,Right,0,71,80,17.5,0.479167,Sixteenth,B4
70,Right,0,71,80,18.0,0.979167,Eighth,B4
67,Left,1,58,70,18.0,0.979167,Eighth,G#3_D3_A#3
71,Left,1,58,70,19.0,0.979167,Eighth,G#3_D3_A#3
74,Right,0,72,80,19.0,0.479167,Sixteenth,C5
75,Right,0,71,80,19.25,0.479167,Sixteenth,B4
76,Right,0,69,80,19.5,0.479167,Sixteenth,A4
77,Right,0,71,80,19.75,0.479167,Sixteenth,B4
78,Right,0,74,80,20.0,0.729167,DottedSixteenth,D5
79,Left,1,50,70,20.0,0.979167,Eighth,G#3_D3_A#3
82,Right,0,72,80,20.75,0.229167,ThirtySecond,C5
84,Left,1,58,70,21.0,0.979167,Eighth,G#3_D3_A#3
83,Right,0,65,80,21.0,3.979167,Half,F4
87,Left,1,58,70,22.0,0.979167,Eighth,G#3_D3_A#3
90,Left,1,58,70,23.0,0.979167,Eighth,G#3_D3_A#3
93,Left,1,58,70,24.0,0.979167,Eighth,G#3_D3_A#3
96,Right,0,67,80,25.0,0.104167,SixtyFourth,G4
97,Left,1,50,70,25.0,0.979167,Eighth,G#3_D3_A#3
100,Right,0,65,80,25.114583,0.364583,TripletSixteenth,F4
101,Right,0,64,80,25.5,0.479167,Sixteenth,E4
105,Right,0,65,80,26.0,0.479167,Sixteenth,F4
102,Left,1,50,70,26.0,0.979167,Eighth,G#3_D3_A#3
106,Right,0,67,80,26.5,0.479167,Sixteenth,G4
111,Right,0,68,80,27.0,3.479167,DottedQuarter,G#4
107,Left,1,58,70,27.0,0.979167,Eighth,G#3_F3_D3_A#3
112,Left,1,50,70,28.0,0.979167,Eighth,G#3_F3_D3_A#3
116,Left,1,58,70,29.0,0.979167,Eighth,G#3_F3_D3_A#3
120,Left,1,53,70,30.0,0.979167,Eighth,G#3_F3_D3_A#3
124,Right,0,67,80,30.5,0.479167,Sixteenth,G4
125,Left,1,58,70,31.0,0.979167,Eighth,G#3_F3_D3_A#3
129,Right,0,65,80,31.0,0.479167,Sixteenth,F4
130,Right,0,64,80,31.5,0.479167,Sixteenth,E4
132,Right,0,65,80,32.0,0.479167,Sixteenth,F4
131,Left,1,58,70,32.0,0.979167,Eighth,G#3_F3_D3_A#3
136,Right,0,67,80,32.5,0.479167,Sixteenth,G4
137,Left,1,56,70,33.0,0.979167,Eighth,G#3_F3_D3_A#3
140,Right,0,68,80,33.0,0.479167,Sixteenth,G#4
142,Right,0,70,80,33.5,0.479167,Sixteenth,A#4
143,Left,1,53,70,34.0,0.979167,Eighth,G#3_F3_D3_A#3
146,Right,0,72,80,34.0,0.479167,Sixteenth,C5
148,Right,0,71,80,34.5,0.479167,Sixteenth,B4
149,Right,0,72,80,35.0,0.479167,Sixteenth,C5
150,Left,1,50,70,35.0,0.979167,Eighth,G#3_F3_D3_A#3
154,Right,0,68,80,35.5,0.479167,Sixteenth,G#4
156,Left,1,51,70,36.0,0.979167,Eighth,G#3_D#3_A#3
155,Right,0,66,80,36.0,2.979167,DottedQuarter,F#4
159,Left,1,51,70,37.0,0.979167,Eighth,G#3_D#3_A#3
162,Left,1,56,70,38.0,0.979167,Eighth,G#3_D#3_A#3
165,Left,1,51,70,39.0,0.979167,Eighth,G3_D#3_A#3
168,Right,0,67,80,39.0,3.479167,DottedQuarter,G4
169,Left,1,51,70,40.0,0.979167,Eighth,G3_D#3_A#3
172,Left,1,51,70,41.0,0.979167,Eighth,G3_D#3_A#3
175,Left,1,51,70,42.0,0.979167,Eighth,D#3
176,Right,0,63,80,42.5,0.479167,Sixteenth,D#4
177,Left,1,46,70,43.0,0.979167,Eighth,A#2
178,Right,0,67,83,43.0,0.479167,Sixteenth,G4
179,Right,0,70,87,43.5,0.479167,Sixteenth,A#4
180,Left,1,44,70,44.0,0.979167,Eighth,G#2
181,Right,0,75,91,44.0,0.479167,Sixteenth,D#5
182,Right,0,79,95,44.5,0.479167,Sixteenth,G5
183,Left,1,43,80,45.0,0.979167,Eighth,G2
184,Right,0,82,99,45.0,3.979167,Half,A#5
185,Left,1,43,80,46.0,0.979167,Eighth,G2_D#3_A#2
188,Left,1,43,80,47.0,0.979167,Eighth,G2_D#3_A#2
191,Left,1,51,80,48.0,0.979167,Eighth,G2_D#3_A#2
194,Right,0,79,90,49.0,0.979167,Eighth,G5
195,Left,1,43,80,49.0,0.979167,Eighth,G2_D#3_A#2
198,Right,0,75,90,50.0,0.979167,Eighth,D#5
199,Left,1,43,80,50.0,0.979167,Eighth,G2_D#3_A#2
203,Right,0,70,90,51.0,0.979167,Eighth,A#4
202,Left,1,43,80,51.0,0.979167,Eighth,G2_D#3_A#2
207,Left,1,51,80,52.0,0.979167,Eighth,G2_D#3_A#2
206,Right,0,67,90,52.0,0.979167,Eighth,G4
210,Right,0,63,90,53.0,0.979167,Eighth,D#4
211,Left,1,51,80,53.0,0.979167,Eighth,G2_D#3_A#2
215,Right,0,60,90,54.0,2.979167,DottedQuarter,C4
214,Left,1,51,80,54.0,0.979167,Eighth,G#2_D#3_C3
218,Left,1,51,80,55.0,0.979167,Eighth,G#2_D#3_C3
221,Left,1,44,80,56.0,0.979167,Eighth,G#2_D#3_C3
224,Left,1,48,80,57.0,0.979167,Eighth,G#2_E3_C3
226,Right,0,84,106,57.0,3.979167,Half,C6
228,Left,1,44,80,58.0,0.979167,Eighth,G#2_E3_C3
231,Left,1,48,80,59.0,0.979167,Eighth,G#2_E3_C3
234,Left,1,53,80,60.0,0.979167,Eighth,G#2_F3_C3
237,Left,1,53,80,61.0,0.979167,Eighth,G#2_F3_C3
240,Right,0,82,90,61.0,0.479167,Sixteenth,A#5
241,Right,0,80,90,61.5,0.479167,Sixteenth,G#5
242,Left,1,53,80,62.0,0.979167,Eighth,G#2_F3_C3
245,Right,0,79,90,62.0,0.479167,Sixteenth,G5
246,Right,0,77,90,62.5,0.479167,Sixteenth,F5
247,Left,1,46,80,63.0,0.979167,Eighth,G3_D#3_A#2
249,Right,0,77,90,63.0,0.979167,Eighth,F5
251,Left,1,51,80,64.0,0.979167,Eighth,G3_D#3_A#2
254,Right,0,75,90,64.0,2.979167,DottedQuarter,D#5
255,Left,1,46,80,65.0,0.979167,Eighth,G3_D#3_A#2
258,Left,1,46,80,66.0,0.979167,Eighth,G3_D#3_A#2
264,Right,0,75,90,67.0,0.979167,Eighth,D#5
261,Left,1,46,80,67.0,0.979167,Eighth,G3_D#3_A#2
266,Left,1,55,80,68.0,0.979167,Eighth,G3_D#3_A#2
