,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,58,80,0.0,0.739583,DottedEighth,A#3
1,Right,0,63,80,0.75,0.239583,Sixteenth,D#4
2,Right,0,63,80,1.0,1.989583,Half,D#4
3,Left,1,55,80,1.0,2.989583,Eighth,G3_D#3
5,Left,1,58,80,1.5,0.489583,Eighth,A#3
6,Left,1,55,80,2.0,0.489583,Eighth,G3
7,Left,1,58,80,2.5,0.489583,Eighth,A#3
8,Left,1,55,80,3.0,0.489583,Eighth,G3
9,Right,0,67,80,3.0,0.739583,DottedEighth,G4
10,Left,1,58,80,3.5,0.489583,Eighth,A#3
11,Right,0,63,80,3.75,0.239583,Sixteenth,D#4
12,Right,0,63,80,4.0,0.989583,Quarter,D#4
13,Left,1,53,80,4.0,2.489583,Half,G#3_F3
15,Left,1,58,80,4.5,0.489583,Eighth,A#3
16,Right,0,62,80,5.0,1.489583,DottedQuarter,D4
17,Left,1,56,80,5.0,0.489583,Eighth,G#3
18,Left,1,58,80,5.5,0.489583,Eighth,A#3
19,Left,1,56,80,6.0,0.489583,Eighth,G#3
20,Left,1,55,80,6.5,0.489583,Eighth,G3_D#3
22,Right,0,63,80,6.5,0.489583,Eighth,D#4
24,Left,1,50,80,7.0,1.489583,DottedQuarter,F3_D3
23,Right,0,65,80,7.0,1.489583,DottedQuarter,F4_A#3
27,Right,0,58,80,7.5,0.489583,Eighth,A#3
28,Right,0,58,80,8.0,0.489583,Eighth,A#3
29,Right,0,58,80,8.5,0.489583,Eighth,G4_A#3
30,Left,1,48,80,8.5,0.489583,Eighth,D#3_C3
33,Right,0,68,80,9.0,0.489583,Eighth,G#4_F4_A#3
35,Left,1,46,80,9.0,0.489583,Eighth,D3_A#2
38,Right,0,65,80,9.5,0.489583,Eighth,F4_A#4_A#3
39,Left,1,50,80,9.5,0.489583,Eighth,F3_D3
44,Right,0,68,80,10.0,0.989583,Quarter,G#4_F4_A#3
43,Left,1,51,80,10.0,0.989583,Quarter,D#3
47,Right,0,58,80,10.5,0.489583,Eighth,A#3
48,Right,0,63,80,11.0,0.989583,Quarter,G4_D#4_A#3
51,Left,1,39,80,11.0,0.989583,Quarter,D#2
52,Right,0,58,80,11.5,0.489583,Eighth,A#3
53,Left,1,51,80,12.0,0.739583,DottedEighth,D#3
54,Right,0,67,80,12.0,0.739583,DottedEighth,G4_D#4
56,Right,0,63,80,12.5,0.489583,Eighth,D#4
58,Left,1,53,80,12.75,0.239583,Sixteenth,F3
57,Right,0,68,80,12.75,0.239583,Sixteenth,G#4
59,Right,0,70,80,13.0,1.489583,DottedQuarter,D#4_A#4
60,Left,1,55,80,13.0,1.489583,DottedQuarter,G3
62,Right,0,63,80,13.5,0.489583,Eighth,D#4
63,Right,0,63,80,14.0,0.489583,Eighth,D#4
64,Right,0,67,80,14.5,0.489583,Eighth,G4_D#4
66,Left,1,51,80,14.5,0.489583,Eighth,D#3
68,Right,0,72,80,15.0,0.489583,Eighth,D#4_C5
67,Left,1,56,80,15.0,0.489583,Eighth,G#3
71,Left,1,53,80,15.5,0.489583,Eighth,F3
70,Right,0,63,80,15.5,0.489583,Eighth,G#4_D#4
73,Left,1,55,80,16.0,1.989583,Half,G3
74,Right,0,70,80,16.0,1.489583,DottedQuarter,D#4_A#4
76,Right,0,63,80,16.5,0.489583,Eighth,D#4
