,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,70,70,0.0,0.989583,Quarter,G4_A#4_A#3
3,Right,0,70,70,1.0,0.989583,Quarter,G4_A#4_A#3
6,Right,0,63,70,2.0,1.989583,Half,G4_D#4_A#3
9,Left,1,46,70,2.25,0.239583,Sixteenth,A#2
10,Left,1,48,70,2.5,0.239583,Sixteenth,C3
11,Left,1,50,70,2.75,0.239583,Sixteenth,D3
12,Left,1,51,70,3.0,0.239583,Sixteenth,D#3
13,Left,1,53,70,3.25,0.239583,Sixteenth,F3
14,Left,1,55,70,3.5,0.239583,Sixteenth,G3
15,Left,1,51,70,3.75,0.239583,Sixteenth,D#3
17,Left,1,56,70,4.0,0.489583,Eighth,G#3
16,Right,0,65,70,4.0,0.989583,Quarter,F4_D4_A#3
20,Right,0,58,70,5.0,0.989583,Quarter,F4_D4_A#3
23,Right,0,58,70,6.0,1.989583,Half,G#4_F4_A#4_A#3
25,Left,1,56,70,6.0,0.239583,Sixteenth,G#3
28,Left,1,55,70,6.25,0.239583,Sixteenth,G3
29,Left,1,53,70,6.5,0.239583,Sixteenth,F3
30,Left,1,51,70,6.75,0.239583,Sixteenth,D#3
31,Left,1,50,70,7.0,0.239583,Sixteenth,D3
32,Left,1,48,70,7.25,0.239583,Sixteenth,C3
33,Left,1,46,70,7.5,0.239583,Sixteenth,A#2
34,Left,1,50,70,7.75,0.239583,Sixteenth,D3
38,Left,1,51,70,8.0,0.489583,Eighth,D#3
35,Right,0,70,70,8.0,0.989583,Quarter,G4_A#4_A#3
39,Right,0,58,70,9.0,0.989583,Quarter,G4_A#4_A#3
42,Right,0,58,70,10.0,1.989583,Half,G4_D#4_A#3
45,Left,1,46,70,10.25,0.239583,Sixteenth,A#2
46,Left,1,48,70,10.5,0.239583,Sixteenth,C3
47,Left,1,50,70,10.75,0.239583,Sixteenth,D3
48,Left,1,51,70,11.0,0.239583,Sixteenth,D#3
49,Left,1,53,70,11.25,0.239583,Sixteenth,F3
50,Left,1,55,70,11.5,0.239583,Sixteenth,G3
51,Left,1,51,70,11.75,0.239583,Sixteenth,D#3
52,Left,1,56,70,12.0,0.239583,Sixteenth,G#3
53,Right,0,58,70,12.0,0.489583,Eighth,F4_D4_A#3
56,Left,1,53,70,12.25,0.239583,Sixteenth,F3
58,Right,0,70,70,12.5,0.989583,Quarter,A#4
57,Left,1,50,70,12.5,0.239583,Sixteenth,D3
59,Left,1,46,70,12.75,0.239583,Sixteenth,A#2
60,Left,1,44,70,13.0,0.239583,Sixteenth,G#2
61,Left,1,41,70,13.25,0.239583,Sixteenth,F2
64,Left,1,38,70,13.5,0.239583,Sixteenth,D2
62,Right,0,58,70,13.5,0.489583,Eighth,A#4_A#3
65,Left,1,34,70,13.75,0.239583,Sixteenth,A#1
67,Left,1,39,70,14.0,0.989583,Quarter,D#2
66,Right,0,63,70,14.0,0.989583,Quarter,G3_D#4
69,Left,1,51,70,15.0,0.489583,Eighth,D#3
70,Right,0,70,70,16.0,0.989583,Quarter,G4_A#4_A#3
73,Right,0,70,70,17.0,0.989583,Quarter,G4_A#4_A#3
76,Right,0,63,70,18.0,1.989583,Half,G4_D#4_A#3
79,Left,1,46,70,18.25,0.239583,Sixteenth,A#2
80,Left,1,48,70,18.5,0.239583,Sixteenth,C3
81,Left,1,50,70,18.75,0.239583,Sixteenth,D3
82,Left,1,51,70,19.0,0.239583,Sixteenth,D#3
83,Left,1,53,70,19.25,0.239583,Sixteenth,F3
84,Left,1,55,70,19.5,0.239583,Sixteenth,G3
85,Left,1,51,70,19.75,0.239583,Sixteenth,D#3
89,Left,1,56,70,20.0,0.489583,Eighth,G#3
