,hand,channel,note,velocity,start_beat,duration,note_value,chord
1,Left,1,50,80,0.0,0.989583,Quarter,D3_D2
0,Right,0,66,80,0.0,0.989583,Quarter,F#4_A3
4,Left,1,40,80,0.5,0.239583,Sixteenth,E2
6,Left,1,42,80,1.0,0.989583,Sixteenth,F#2_D3
5,Right,0,57,80,1.0,0.989583,Quarter,F#4_A3
9,Left,1,40,80,1.5,0.239583,Sixteenth,E2
12,Left,1,50,80,2.0,0.989583,Quarter,F#2_D3
10,Right,0,66,80,2.0,0.989583,Quarter,F#4_A3
14,Left,1,38,80,2.5,0.239583,Sixteenth,D2
15,Left,1,43,80,3.0,0.989583,Sixteenth,G2_C#3
16,Right,0,57,80,3.0,0.989583,Quarter,E4_A3
19,Left,1,45,80,3.5,0.239583,Sixteenth,A2
22,Right,0,57,80,4.0,1.989583,Half,F#4_A3
20,Left,1,42,80,4.0,1.989583,Sixteenth,F#2_D3
24,Left,1,40,80,4.5,0.239583,Sixteenth,E2
25,Left,1,42,80,5.0,0.239583,Sixteenth,F#2
26,Left,1,38,80,5.5,0.239583,Sixteenth,D2
28,Right,0,67,80,6.0,1.989583,Half,G4_A3
27,Left,1,37,80,6.0,1.989583,Sixteenth,E3_C#2
31,Left,1,45,80,6.5,0.239583,Sixteenth,A2
32,Left,1,47,80,7.0,0.239583,Sixteenth,B2
33,Left,1,49,80,7.5,0.239583,Sixteenth,C#3
36,Left,1,50,80,8.0,0.989583,Quarter,D3
34,Right,0,57,80,8.0,0.989583,Quarter,F#4_A3
37,Left,1,44,80,8.5,0.239583,Sixteenth,G#2
39,Right,0,57,80,9.0,0.489583,Eighth,E4_A3
38,Left,1,45,80,9.0,0.489583,Eighth,C#3_A2
42,Left,1,45,80,9.5,2.489583,Half,A2
43,Left,1,44,80,10.0,0.489583,Eighth,G#2
44,Left,1,43,80,10.5,0.489583,Eighth,G2
45,Left,1,42,80,11.0,0.489583,Eighth,F#2
46,Left,1,40,80,11.5,0.489583,Eighth,E2
48,Left,1,50,80,12.0,0.989583,Quarter,D3_D2
47,Right,0,66,80,12.0,0.989583,Quarter,F#4_A3
51,Left,1,40,80,12.5,0.239583,Sixteenth,E2
54,Left,1,50,80,13.0,0.989583,Quarter,F#2_D3
52,Right,0,57,80,13.0,0.989583,Quarter,F#4_A3
56,Left,1,40,80,13.5,0.239583,Sixteenth,E2
57,Left,1,50,80,14.0,0.739583,DottedEighth,F#2_D3
58,Right,0,66,80,14.0,0.739583,DottedEighth,F#4_A3
61,Left,1,38,80,14.5,0.239583,Sixteenth,D2
63,Right,0,71,80,14.75,0.239583,Sixteenth,B4
62,Left,1,55,80,14.75,0.239583,Sixteenth,G3
66,Left,1,55,80,15.0,1.989583,Half,G3_G2
64,Right,0,59,80,15.0,1.989583,Eighth,B4_B3
68,Right,0,61,80,15.5,0.489583,Eighth,C#4
69,Left,1,45,80,15.5,0.489583,Eighth,A2
70,Right,0,62,80,16.0,0.489583,Eighth,D4
71,Left,1,47,80,16.0,0.489583,Eighth,B2
73,Left,1,49,80,16.5,0.489583,Eighth,C#3
72,Right,0,64,80,16.5,0.489583,Eighth,E4
75,Right,0,66,80,17.0,0.489583,Eighth,F#4_A4
74,Left,1,54,80,17.0,0.489583,Eighth,F#3_D3
78,Left,1,52,80,17.5,0.489583,Eighth,G3_E3
80,Right,0,67,80,17.5,0.489583,Eighth,G4_C#4
82,Left,1,54,80,18.0,0.489583,Eighth,F#3_A3
83,Right,0,66,80,18.0,0.489583,Eighth,F#4_D4
87,Right,0,59,80,18.5,0.489583,Eighth,E4_B3
86,Left,1,55,80,18.5,0.489583,Eighth,G3_G2
90,Right,0,62,80,19.0,0.989583,Quarter,D4
91,Left,1,54,80,19.0,0.989583,Eighth,F#3_A2
93,Left,1,57,80,19.5,0.489583,Eighth,A3
94,Left,1,55,80,20.0,1.489583,Eighth,G3_A2
97,Left,1,57,80,20.5,0.489583,Eighth,A3
96,Right,0,62,80,20.5,0.239583,Sixteenth,D4
98,Right,0,61,80,20.625,0.239583,Sixteenth,C#4
99,Right,0,59,80,20.75,0.239583,Sixteenth,B3
100,Right,0,61,80,20.875,0.114583,ThirtySecond,C#4
101,Right,0,64,80,21.0,1.489583,Quarter,G3_E4_A3
104,Left,1,38,80,21.0,1.489583,DottedQuarter,D2
105,Left,1,47,80,21.5,0.239583,Sixteenth,B2
106,Left,1,49,80,21.75,0.239583,Sixteenth,C#3
109,Left,1,50,80,22.0,0.489583,Eighth,D3
107,Right,0,54,80,22.0,0.489583,Eighth,F#3_D4
110,Right,0,64,80,22.5,0.489583,Eighth,E4
111,Right,0,66,80,23.0,0.489583,Eighth,F#4
112,Right,0,68,80,23.5,0.489583,Eighth,G#4
113,Right,0,69,80,24.0,1.989583,Half,A4
114,Left,1,64,80,24.5,0.489583,Eighth,E4
115,Left,1,57,80,25.0,0.989583,Quarter,C#4_A3
117,Left,1,64,80,25.5,0.489583,Eighth,E4
119,Left,1,62,80,26.0,0.989583,Eighth,D4_B3
118,Right,0,68,80,26.0,0.114583,ThirtySecond,G#4
121,Right,0,69,80,26.0625,0.114583,ThirtySecond,A4
122,Right,0,68,80,26.125,0.114583,ThirtySecond,G#4
123,Right,0,69,80,26.1875,0.114583,ThirtySecond,A4
124,Right,0,68,80,26.25,0.114583,ThirtySecond,G#4
125,Right,0,69,80,26.3125,0.114583,ThirtySecond,A4
126,Right,0,68,80,26.375,0.114583,ThirtySecond,G#4
127,Right,0,69,80,26.4375,0.114583,ThirtySecond,A4
128,Left,1,64,80,26.5,0.489583,Eighth,E4
129,Right,0,68,80,26.5,0.114583,ThirtySecond,G#4
130,Right,0,69,80,26.5625,0.114583,ThirtySecond,A4
131,Right,0,68,80,26.625,0.114583,ThirtySecond,G#4
132,Right,0,69,80,26.6875,0.114583,ThirtySecond,A4
133,Right,0,68,80,26.75,0.114583,ThirtySecond,G#4
134,Right,0,69,80,26.8125,0.114583,ThirtySecond,A4
135,Right,0,66,80,26.875,0.114583,ThirtySecond,F#4
136,Right,0,68,80,26.9375,0.052083,SixtyFourth,G#4
137,Left,1,57,80,27.0,1.989583,Half,A3
138,Right,0,69,80,27.0,0.489583,Eighth,C#4_A4
140,Right,0,64,80,27.5,0.489583,Eighth,E4
141,Right,0,61,80,28.0,0.489583,Eighth,C#4
142,Right,0,64,80,28.5,0.489583,Eighth,E4
143,Left,1,54,80,28.75,0.239583,Sixteenth,F#3
144,Left,1,56,80,28.875,0.114583,ThirtySecond,G#3
146,Left,1,56,80,29.0,0.114583,ThirtySecond,G#3
145,Right,0,59,80,29.0,0.489583,Eighth,D4_B3
148,Left,1,57,80,29.0625,0.114583,ThirtySecond,A3
149,Left,1,56,80,29.125,0.114583,ThirtySecond,G#3
150,Left,1,57,80,29.1875,0.114583,ThirtySecond,A3
151,Left,1,56,80,29.25,0.114583,ThirtySecond,G#3
152,Left,1,57,80,29.3125,0.114583,ThirtySecond,A3
153,Left,1,56,80,29.375,0.114583,ThirtySecond,G#3
154,Left,1,57,80,29.4375,0.114583,ThirtySecond,A3
156,Right,0,64,80,29.5,0.489583,Eighth,E4
155,Left,1,56,80,29.5,0.114583,ThirtySecond,G#3
157,Left,1,57,80,29.5625,0.114583,ThirtySecond,A3
158,Left,1,56,80,29.625,0.114583,ThirtySecond,G#3
159,Left,1,57,80,29.6875,0.114583,ThirtySecond,A3
160,Left,1,56,80,29.75,0.114583,ThirtySecond,G#3
161,Left,1,57,80,29.8125,0.114583,ThirtySecond,A3
162,Left,1,54,80,29.875,0.114583,ThirtySecond,F#3
163,Left,1,56,80,29.9375,0.052083,SixtyFourth,G#3
165,Right,0,61,80,30.0,1.989583,Eighth,C#4_A4
164,Left,1,57,80,30.0,0.489583,Eighth,A3
168,Right,0,64,80,30.5,0.489583,Eighth,E4
167,Left,1,52,80,30.5,0.489583,Eighth,E3
170,Right,0,57,80,31.0,0.489583,Eighth,A3
169,Left,1,49,80,31.0,0.489583,Eighth,C#3
172,Right,0,64,80,31.5,0.489583,Eighth,E4
171,Left,1,52,80,31.5,0.489583,Eighth,E3
174,Left,1,50,80,32.0,0.489583,Eighth,D3
173,Right,0,68,80,32.0,0.489583,ThirtySecond,G#4_B3
176,Right,0,69,80,32.0625,0.114583,ThirtySecond,A4
177,Right,0,68,80,32.125,0.114583,ThirtySecond,G#4
178,Right,0,69,80,32.1875,0.114583,ThirtySecond,A4
179,Right,0,68,80,32.25,0.114583,ThirtySecond,G#4
180,Right,0,69,80,32.3125,0.114583,ThirtySecond,A4
181,Right,0,68,80,32.375,0.114583,ThirtySecond,G#4
182,Right,0,69,80,32.4375,0.114583,ThirtySecond,A4
183,Right,0,68,80,32.5,0.489583,ThirtySecond,G#4_E4
185,Left,1,52,80,32.5,0.489583,Eighth,E3
186,Right,0,69,80,32.5625,0.114583,ThirtySecond,A4
187,Right,0,68,80,32.625,0.114583,ThirtySecond,G#4
188,Right,0,69,80,32.6875,0.114583,ThirtySecond,A4
189,Right,0,68,80,32.75,0.114583,ThirtySecond,G#4
190,Right,0,69,80,32.8125,0.114583,ThirtySecond,A4
191,Right,0,66,80,32.875,0.114583,ThirtySecond,F#4
192,Right,0,68,80,32.9375,0.052083,SixtyFourth,G#4
193,Right,0,57,80,33.0,0.989583,Eighth,A4_A3
194,Left,1,49,80,33.0,0.489583,Eighth,C#3
197,Right,0,61,80,33.5,0.489583,Eighth,C#4
196,Left,1,45,80,33.5,0.489583,Eighth,A2
198,Right,0,68,80,34.0,0.989583,Quarter,G#4_D4
200,Left,1,47,80,34.0,0.989583,Quarter,B2
201,Right,0,57,80,34.5,0.489583,Eighth,A3
202,Right,0,64,80,35.0,0.989583,Eighth,G4_E4
204,Left,1,49,80,35.0,0.989583,Quarter,C#3
205,Right,0,57,80,35.5,0.489583,Eighth,A3
206,Right,0,66,80,36.0,0.989583,Quarter,F#4_A3
208,Left,1,50,80,36.0,0.989583,Quarter,D3_D2
210,Left,1,40,80,36.5,0.239583,Sixteenth,E2
211,Left,1,42,81,37.0,0.989583,Sixteenth,F#2_D3
213,Right,0,57,81,37.0,0.989583,Quarter,F#4_A3
215,Left,1,40,82,37.5,0.239583,Sixteenth,E2
218,Right,0,57,83,38.0,0.989583,Quarter,F#4_A3
216,Left,1,50,83,38.0,0.989583,Quarter,F#2_D3
220,Left,1,38,84,38.5,0.239583,Sixteenth,D2
221,Right,0,57,84,39.0,0.989583,Quarter,E4_A3
222,Left,1,49,84,39.0,0.989583,Quarter,G2_C#3
225,Left,1,45,85,39.5,0.239583,Sixteenth,A2
226,Right,0,57,86,40.0,1.989583,Half,F#4_A3
228,Left,1,42,86,40.0,1.989583,Sixteenth,F#2_D3
230,Left,1,40,87,40.5,0.239583,Sixteenth,E2
231,Left,1,42,88,41.0,0.239583,Sixteenth,F#2
232,Left,1,38,89,41.5,0.239583,Sixteenth,D2
235,Left,1,51,89,42.0,0.989583,Quarter,D#3_A2
233,Right,0,59,89,42.0,0.989583,Quarter,F#4_B3
237,Left,1,47,90,42.5,0.239583,Sixteenth,B2
238,Left,1,43,91,43.0,1.989583,Sixteenth,G2_E3
240,Right,0,59,91,43.0,1.989583,Half,G4_B3
242,Left,1,42,92,43.5,0.239583,Sixteenth,F#2
243,Left,1,43,93,44.0,0.239583,Sixteenth,G2
244,Left,1,40,94,44.5,0.239583,Sixteenth,E2
245,Left,1,48,94,45.0,0.989583,Sixteenth,F#3_C3
246,Right,0,62,94,45.0,0.989583,Quarter,F#4_D4_A4_A3
251,Left,1,50,95,45.5,0.239583,Sixteenth,D3
255,Left,1,47,96,46.0,1.489583,Sixteenth,G3_B2
252,Right,0,71,96,46.0,2.989583,DottedHalf,D4_B4_B3
257,Left,1,47,97,46.5,0.239583,Sixteenth,B2
258,Left,1,43,98,47.0,0.239583,Sixteenth,G2
259,Right,0,67,98,47.0,1.989583,Half,G4
260,Left,1,42,99,47.5,0.489583,Sixteenth,F#3_F#2
262,Left,1,40,100,48.0,0.489583,Eighth,E3_E2
264,Right,0,64,100,48.0,0.989583,Quarter,E4
265,Left,1,38,103,48.5,0.489583,Eighth,D3_D2
269,Left,1,37,107,49.0,0.489583,Eighth,C#3_C#2
267,Right,0,67,107,49.0,0.489583,Eighth,G4_E4_C#5_C#4
273,Right,0,74,111,49.5,0.489583,Eighth,G4_D5_D4
276,Left,1,47,111,49.5,0.489583,Eighth,B2_B1
278,Left,1,45,115,50.0,0.489583,Eighth,A2_A1
279,Right,0,67,115,50.0,0.989583,Quarter,G4_E5_E4_C#5
285,Left,1,31,119,50.5,0.489583,Eighth,G2_G1
284,Right,0,69,119,50.5,0.489583,Eighth,A4
290,Left,1,42,120,51.0,0.489583,Eighth,F#2_F#1
287,Right,0,78,120,51.0,0.489583,Eighth,F#5_D5_A4
293,Left,1,43,101,51.5,0.489583,Eighth,G2_G1
292,Right,0,76,101,51.5,0.489583,Eighth,G4_E5_B4
298,Right,0,66,80,52.0,0.989583,Eighth,F#4_D5
297,Left,1,33,80,52.0,0.989583,Quarter,A2_A1
301,Right,0,69,80,52.5,0.489583,Eighth,A4
302,Left,1,45,80,53.0,1.489583,DottedQuarter,A2_A1
304,Right,0,64,80,53.0,0.489583,Eighth,E4
305,Right,0,67,80,53.5,0.239583,Sixteenth,G4
306,Right,0,74,80,53.75,0.114583,ThirtySecond,D5
307,Right,0,73,80,53.8125,0.114583,ThirtySecond,C#5
308,Right,0,71,80,53.875,0.114583,ThirtySecond,B4
