,hand,channel,note,velocity,start_beat,duration,note_value,chord
0,Right,0,78,80,0.0,5.989583,Unknown,F#5
1,Right,0,66,80,3.0,2.989583,DottedHalf,F#4
2,Left,1,54,80,6.0,5.989583,Unknown,F#3
3,Left,1,42,80,9.0,2.989583,DottedHalf,F#2
4,Right,0,69,80,12.0,0.489583,Eighth,A4
5,Left,1,50,80,12.0,0.989583,Quarter,F#3_D3
7,Right,0,66,80,12.5,0.489583,Eighth,F#4
8,Right,0,62,80,13.0,0.989583,Quarter,D4
9,Left,1,50,80,13.0,0.989583,Quarter,F#3_D3
11,Left,1,47,80,15.0,0.989583,Quarter,G2_E3_B2
14,Right,0,71,80,15.0,0.489583,Eighth,B4
15,Right,0,67,80,15.5,0.489583,Eighth,G4
17,Left,1,43,80,16.0,0.989583,Quarter,G2_E3_B2
16,Right,0,64,80,16.0,0.989583,Quarter,E4
23,Right,0,67,80,18.0,0.489583,Eighth,G4
20,Left,1,45,80,18.0,0.989583,Quarter,G3_E3_A2
24,Right,0,64,80,18.5,0.489583,Eighth,E4
27,Right,0,61,80,19.0,0.989583,Quarter,C#4
25,Left,1,45,80,19.0,0.989583,Quarter,G3_E3_A2
30,Left,1,54,80,21.0,0.989583,Quarter,F#3_D3
29,Right,0,62,80,21.0,0.989583,Quarter,D4
33,Left,1,54,80,22.0,0.989583,Quarter,F#3_D3
32,Right,0,62,80,22.0,0.989583,Quarter,D4
35,Right,0,81,80,24.0,5.989583,Unknown,A5
36,Right,0,69,80,27.0,2.989583,DottedHalf,A4
37,Left,1,57,80,30.0,5.989583,Unknown,A3
38,Left,1,45,80,33.0,2.989583,DottedHalf,A2
39,Left,1,57,80,36.0,0.989583,Quarter,E3_C#3_A3
42,Right,0,76,80,36.0,0.489583,Eighth,E5
43,Right,0,73,80,36.5,0.489583,Eighth,C#5
44,Left,1,52,80,37.0,0.989583,Quarter,E3_C#3_A3
45,Right,0,69,80,37.0,0.989583,Quarter,A4
48,Left,1,59,80,39.0,0.989583,Quarter,F#3_D3_B3
51,Right,0,78,80,39.0,0.489583,Eighth,F#5
52,Right,0,74,80,39.5,0.489583,Eighth,D5
56,Right,0,71,80,40.0,0.989583,Quarter,B4
53,Left,1,59,80,40.0,0.989583,Quarter,F#3_D3_B3
