start(sec),chord
1.018,G4
1.099,C3
1.182,C4_C5_E3_G3
1.531,D5
1.777,E5
2.029,F5
2.289,E4_G5
2.82,C4_G5
3.246,G5
3.32,D4_F5
3.589,E5
3.828,B3_F5
4.076,G5
4.333,C4_E5
4.845,E4
5.061,G4_G5
5.316,A4_D4_F5
5.818,B4_D5_G3
6.323,C4_C5_E5
6.827,A2_A3
7.062,C5_E4
7.306,D5_F2_F3_F4
7.806,B4_D4_G2_G3
8.316,C2_C3_C5_E4
9.048,G4
9.116,C3_E3
9.251,G3
9.316,C4_C5
9.57,D5
9.803,E5
10.048,F5
10.318,E4_G5
10.84,C4_G5
11.163,G5
11.245,F5_G5
11.337,D4_F5
11.607,E5
11.866,B3_F5
12.105,G5
12.371,C4_E5
12.885,E4
13.138,G4_G5
13.404,A4_D4_F5
13.911,B4_D5_G3
14.444,C4_C5_E5
14.964,A2_A3
15.197,C5_E4
15.477,D5_F2_F3_F4
15.975,B4_D4_G2_G3
16.556,C2_C3_C5_E4
17.471,G2
17.522,B2_B3_D3_D4_G3_G4
18.141,G3_G4
18.379,G4
18.525,G2
18.595,A4_C3_C4_D3_D4_F#4_G3
19.164,A4_G3
19.422,A4
19.518,G2
19.578,B2_B4_D3_D4_F4_G3_G4
20.171,B4_G3
20.404,B4
20.499,G2
20.592,C3_C5_E3_E4_G3_G4
21.146,C5_G3
21.38,C5
21.457,G2
21.52,B2
21.585,B4_D3_D5_F4_G3_G4
22.128,D5_G3
22.367,D5
22.445,G2
22.536,C3_C5_E3_E4_E5_G3_G4
23.148,E5_G3
23.401,E5
23.461,G2
23.551,A4_C3_C5_D3_D5_F#5_G3
24.276,F#5_G3
24.69,F#5
24.829,G2
24.953,B2
25.02,D3
25.086,G3_G4
25.188,B4
25.284,D5
25.497,G5
27.458,G5
27.775,E4_G4_G5
28.303,C4_E4_E5
28.839,E5
29.335,C4_E4
29.586,G5
29.832,D4_F4_G5
30.07,F5
30.34,B3_D4_D5
30.846,D5
31.333,G3
31.59,F5
31.841,C4_F5
32.074,E5
32.225,D5_E5
32.348,D5
32.582,C5
32.822,C4_C5_E3_G3
33.056,B4
33.212,A4_B4
33.332,A4
33.56,G4
33.81,B3_D5_F5_G4
34.273,C4_C5_E5_G4
34.807,C5_E5_G3_G4
35.309,B4_D5
35.561,G5
35.872,E4_E5_G4_G5
36.426,C4_C5_E4_E5
36.938,C5_E5
37.477,C4_E4
37.667,E5_G5
37.887,G5
37.94,D4_D5_E5_F4_F5
38.5,B4_D4_D5_G3
39.014,B4_D5
39.493,G3
39.757,F5
40.012,A3_C4_F5
40.241,E5
40.418,D5
40.475,E5
40.535,D5
40.776,C5
41.003,C4_C5_E3_G3
41.243,B4
41.44,A4
41.503,B4
41.572,A4
41.806,G4
42.056,A3_A4_C5_F3_F5
42.652,B3_B4_D5_F4_G3_G4
43.158,C3
43.24,E3
43.306,G3
43.38,C4
43.517,E4
43.599,G4
43.754,C5
45.201,G4
45.544,C3_C4_C5
45.656,E5
45.788,D5
45.892,F5
46.023,E5
46.134,G5
46.254,F5
46.363,A5
46.499,G5
46.772,C4_G5
47.049,E4
47.303,C4_E5
47.565,D4_G5
47.688,F5
47.79,E5
47.908,F5
48.029,B3_G5
48.142,F5
48.259,A5
48.372,F5
48.531,D#5
48.768,C4_E5
49.04,E4
49.279,C#4_E5
49.548,D4_G5
49.654,F5
49.773,E5
49.878,F5
49.997,A5
50.115,F5
50.242,B3_C#5
50.357,D5
50.488,C4_F5
50.603,E5
50.728,D#5
50.829,E5
50.945,G5
51.056,E5
51.174,A3_B4
51.29,C5
51.405,E5_F3
51.529,D5
51.65,C#5
51.751,D5
51.866,F5_G3
51.978,D5
52.091,A4
52.19,B4
52.314,C4_C5
52.59,G3
52.819,E3
53.06,G3_G4
53.169,C3
53.272,C4_C5_E3_G3
53.461,E5
53.583,D5
53.686,F5
53.806,E5
53.909,G5
54.02,F5
54.133,A5
54.246,G5
54.523,C4_G5
54.807,E4
55.048,C4_E5
55.318,D4_G5
55.456,F5
55.557,E5
55.676,F5
55.792,B3_G5
55.908,F5
56.025,A5
56.132,F5
56.264,D#5
56.544,C4_E5
56.844,E4
57.09,C#4_E5
57.382,D4_G5
57.513,F5
57.643,E5
57.751,F5
57.859,A5
57.996,F5
58.105,B3_C#5
58.224,D5
58.337,C4_F5
58.469,E5
58.591,D#5
58.698,E5
58.814,G5
58.93,E5
59.022,A3_B4
59.167,C5
59.263,E5_F3
59.389,D5
59.516,C#5
59.63,D5
59.743,F5_G3
59.845,D5
59.982,A4
60.081,B4
60.193,C4_C5
60.464,G3
60.714,C3
60.962,G4
61.214,A4_G2
61.342,G4
