start(sec),chord
1.033,C2_C3_C4
1.71,D#2_D#3_D#4
2.017,G2_G3_G4
2.336,C3_C4_C5
2.694,D#3_D#4_D#5
3.13,D#5
3.256,D#5
3.329,F5
3.398,D#5
3.464,D5
3.545,D#5
3.61,G5
3.953,C5_D#4_G4
4.258,C5_D#4_G4
4.58,C5_D#4_G4
4.922,G#5
5.235,B4_D4_F4_G#4
5.589,B4_D4_F4_G#4
6.318,G1_G2_G3
6.99,B1_B2_B3
7.318,D2_D3_D4
7.642,G2_G3_G4
7.98,B2_B3_B4
8.479,D5
8.615,D5
8.678,D#5
8.74,D5
8.807,C5
8.974,F5
9.289,B4_D4_F4_G#4
9.595,B4_D4_F4_G#4
9.895,B4_D4_F4_G#4
10.236,G5
10.543,C5_D#4_G4
10.904,C5_D#4_G4
11.573,G2_G4
11.717,G3
11.883,G2
12.029,G3
12.185,G2
12.333,G3
12.476,D#5_G2_G4
12.65,G3
12.788,F#4_G2
12.933,G3
13.078,D5_F4_G2
13.209,G3
13.364,E4_G2
13.508,G3
13.658,C5_D#4_G2
13.784,G3
13.98,D4_G2
14.118,G3
14.286,B4_G2
14.439,G3
14.577,G2
14.711,G3
14.862,D#5_G2_G5
15.006,G3
15.162,F#5_G2
15.28,G3
15.436,D5_F5_G2
15.558,G3
15.721,E5_G2
15.847,G3
16.009,C5_D#5_G2
16.138,G3
16.293,D5_G2
16.416,G3
16.581,B4_G3
16.702,G3
16.844,F2
16.982,F3
17.128,B4_D5_F3_G#5
17.302,F3
17.439,D#2
17.558,D#3
17.707,C5_D#3_D#5_G5
17.836,D#3
17.977,B1
18.101,B2
18.173,G4
18.228,B2_D5
18.373,B2_F5
18.509,C2_D#5_F5
18.62,C3_D5
18.686,D#5_F5
18.792,C3_G5
18.921,C3
19.071,F2
19.204,F3
19.347,B4_D5_F3_G#5
19.506,F3
19.646,D#2
19.756,D#3
19.919,C5_D#3_D#5_G5
20.059,D#3
20.179,D2
20.298,D3
20.354,F5
20.411,B5_D3
20.619,D3_F6
20.762,C3_D#6
20.909,G5
21.048,C6
21.184,D#5
21.341,F3
21.462,F5
21.627,G#5
21.753,D5
21.921,G3
22.06,D#5
22.21,G5
22.349,C5
22.504,G2
22.67,D5
22.823,F5
22.946,B4
23.109,C4_C5
23.754,D#4_D#5
24.062,G4_G5
24.367,C5_C6
24.697,D#5_D#6
25.144,D#5
25.264,D#5
25.318,F5
25.379,D#5
25.45,D5
25.539,D#5
25.62,A#1_A#2_G#5
25.724,A#5
25.82,C6
25.914,A#5
26.006,G#5
26.1,G5
26.211,D2_D3_F5
26.297,G5
26.407,G#5
26.499,F2_F3_G5
26.589,F5
26.686,D#5
26.797,A#2_A#3_D5
26.892,D#5
26.986,F5
27.097,D#5_D3_D4
27.183,D5
27.283,C5
27.389,A#4
27.48,C5
27.597,A#4
27.685,G#4
27.798,A#4
27.909,G#4
28.043,D#3_G4
28.215,A#3
28.36,G#4_G3_G4
28.49,A#3_F4
28.56,G4
28.672,F3_G#4
28.856,A#3
28.976,D4_G#3
29.115,A#3
29.29,D#4_G3
29.443,A#3_G4
29.608,A#4_D#3
29.751,A#3
29.9,D3
30.044,A#3_A4
30.206,A#2_G#4
30.334,A#3_F#4
30.518,D#3_G4
30.685,A#3
30.794,G#4
30.855,G3_G4
30.956,A#3_F4_G4
31.152,F3_G#4
31.31,A#3
31.447,D4_G#3
31.586,A#3
31.715,D#4_G3
31.859,A#3_D#5
32.031,D#3_D5
32.169,A#3_C5
32.338,A#4_D3
32.47,A#3_A4
32.628,A#2_G#4
32.753,A#3_F#4
32.933,D#3_G4
33.083,A#3
33.259,A#4_G3
33.416,A#3
33.54,D3
33.698,A#3_A#4
33.839,A#4_F3
33.981,A#3_A#4
34.128,C3_F5
34.283,A#3_D#5
34.443,D#5_G3
34.606,A#3
34.762,C3
34.914,A#3_D#5
35.047,D#5_G3
35.18,A#3_D#5
35.349,A3_C3_D#5_F3
35.502,F5
35.574,G5
35.664,F5
35.815,D#5
35.954,D5
36.107,C5
36.252,A#4
36.374,A4
36.571,C5
36.873,A#3_A#4_D4
37.205,B3_D#4
37.516,D#5
37.641,D#5
37.808,A#5
38.125,A#3_D4
38.43,B3_D#4
38.743,D#5
38.872,D#5
39.035,A#5
39.357,A#3_D4
39.643,B3_D#4
39.945,D#5
40.083,D#5
40.242,A#3_A#5_D4
40.54,B3_D#4_D#5
40.66,D#5
40.819,A#3_A#5_D4
41.097,B3_D#4_D#5
41.228,D#5
41.383,A#3_A#5_D4
41.677,A#5
41.972,A#5
42.279,A#5
42.555,A#5
42.714,A5
42.875,G#5
42.994,F5
43.139,A#5
43.29,A5
43.445,G#5
43.589,F5
43.733,D#5_G4
43.901,A#4
44.049,G4
44.186,A#4_F5
44.269,D#5
44.35,D5_F4
44.502,A#4
44.654,D#5_G4
44.822,A#4
45.005,E5_G4
45.169,A#4
45.332,G4
45.482,A#4
45.638,F5_G#4
45.818,A#4
45.955,G#4
46.111,A#4
46.257,F4_G#3
46.394,A#4
46.566,F4
46.693,A#4_G#3_G3
46.847,A#3_F4
46.993,A#4_G#3
47.129,G3_G4
47.266,A#4_F3
47.442,D#3_G#4
47.595,A#4
47.762,F4
47.899,A#4
48.057,D3_G#4
48.208,A#4
48.368,F4
48.497,A#4
48.65,D4_F5
48.802,A#4
48.932,D4
49.064,A#4_G5
49.147,F5
49.218,C4_D#5
49.368,A#4
49.501,D4_F5
49.649,A#4
49.843,D4_F#5
49.956,A#4
50.1,D4
50.25,A#4
50.428,D#4_G5
50.554,A#4
50.711,D#4
50.862,A#4
50.996,A#3_G4
51.167,A#4
51.286,D#4
51.383,A#3_A#4_A3
51.548,C4_G4
51.705,A#3_A#4
51.819,D#4_G#3
51.965,A#4_G3
52.119,F3_G#4
52.271,A#4
52.4,G#4
52.558,A#4
52.698,D#3_G4
52.873,A#4
53.04,G4
53.158,A#4
53.31,A#4_A#5_D#4
53.455,G4
53.62,D#4
53.721,G4
53.883,B4_B5_C#4
54.03,F4
54.17,C#4
54.293,F4
54.443,C4_C5_C6
54.559,E4
54.736,A#3_C#5_C#6_E4
55.806,F4
55.856,C4_G#3
55.986,C6
56.134,A#5
56.291,G#5
56.431,G5
56.579,F5
56.718,G5
56.838,G#5
57.026,D#5
57.309,A#3_G4
57.605,G#4
57.894,B3_D5_G5
58.032,F5
58.229,C4_D#5_G4
58.722,D#5
58.884,D5
59.012,C#5
59.153,C5
59.291,B4
59.439,A#4_D#3
59.599,G3
59.717,D#3
59.86,G3
59.994,B3_B4_C#3
60.143,F3
60.283,C#3
60.395,F3
60.544,C3_C4_C5
60.642,E3
60.828,A#2_C#4_C#5_E3
61.808,C3_C5_F3_G#2
61.914,F5
62.011,G4
62.116,G#4
62.209,C5
62.297,E4
62.381,F4
62.471,G#4
62.57,B3
62.656,C4
62.761,F4
62.86,G3
62.952,F1_F2_G#3
63.05,C4
63.143,E3
63.23,F3
63.334,G#3
63.429,B2
63.518,C3
63.625,F3
63.725,G2
63.82,G#2
63.902,C3
63.999,E2
64.107,F2
64.614,C2
64.794,G#2
64.952,F2
65.106,C3
65.247,G#2
65.417,F3
65.551,C3
