start(sec),chord
0.923,C4
0.988,A4_F4
1.087,C5_F2_F3
1.497,A4_C3_C5
1.935,A2_A4_C5
2.376,A4_C5_F2
2.828,F1
3.013,D5
3.103,C5
3.181,A#4
3.237,C5
3.307,A#4
3.357,A4_G4
3.496,F4
3.581,A3_F3_F5
3.784,A3_F3
3.979,A#3_E5_G3
4.195,A#3_F3_G3
4.384,A3_C4_D#5_F3
4.577,A3_C4_F3
4.775,A#3_D4_D5_F3
4.988,A#3_D4_F3
5.185,A#3_D4_F3
5.387,A#3_D4_F3
5.57,A#3_D4_F3
5.753,A#3_D4_F3
5.957,C5_E4_F3_G3
6.16,A#4_E4_F3_G3
6.37,A#4_E4_F3_G3
6.565,E4_F3_G3
6.762,E4_F3_G3
6.97,E4_F3_G3
7.165,A3_D5_F3_F4
7.371,A3_C5_F3_F4
7.568,A3_C5_F3_F4
7.776,A3_F3_F4
7.97,A3_F3_F4
8.15,A3_F3_F4
8.367,A#5_C4_E3_G3
8.48,A5
8.576,G5
8.665,A5
8.755,G5
8.853,F5
8.936,E5
9.03,F5
9.129,E5
9.212,D5
9.303,C5
9.402,A#4
9.488,A4_F3
9.598,C4
9.691,A3_F5
9.797,C4
9.913,G3
10.007,C4
10.076,A#3_E5
10.208,C4
10.301,A3
10.404,C4
10.504,A3_F5
10.605,C4
10.704,A#3
10.971,D5_F4
11.171,A#2
11.376,A#3_G4
11.607,C3
11.796,E4_G3
12.01,E3_G3
12.078,A#5_C4
12.214,A5
12.306,G5
12.383,A5
12.47,G5
12.556,F5
12.639,E5
12.734,F5
12.828,E5
12.919,D5
13.021,C5
13.104,A#4
13.193,A4_F3
13.29,C4
13.4,A3_A5
13.504,C4
13.591,G3
13.698,E4
13.794,A#3_G5
13.909,E4
14.007,A3
14.141,F4
14.253,C4_F5
14.392,F4
14.454,A#3
14.658,D5_F4
14.892,A#2
15.108,A#3_G4
15.319,C3
15.535,E4_G3
15.746,A3_F2_F3
15.954,F4
16.108,C4
16.23,A4
16.38,F4
16.493,C4
16.645,A#3_C2_C3
16.803,G4
16.961,E4
17.074,F1_F2_F4
17.258,A3
17.421,C4
17.535,G4
17.698,C4
17.82,E4
17.958,A4
18.125,C4
18.276,F4
18.378,C2_C3_C4
18.559,G4
18.698,E4
18.81,A#4
18.97,G4
19.098,E4
19.238,C4_F2_F3
19.383,A4
19.534,F4
19.682,C3_C4_G4
19.866,C4
20.0,E4
20.134,A4
20.277,C4
20.414,F4
20.547,A#4
20.708,C4
20.853,G4
20.98,A4_F2_F3_G4
21.146,C5
21.286,F5
21.415,A5
21.543,F5
21.674,D5
21.802,C5
21.949,F5
22.079,A5
22.219,F3_F4_G#5
22.401,D5
22.52,B4
22.645,C5_E3_E4
22.788,E5
22.939,G5
23.079,D#5
23.217,C5
23.35,A#4
23.473,A4_D#3_D#4
23.621,C5
23.76,F#5
23.896,D3_D4_F5
24.069,D5
24.201,A#4
24.333,A4
24.487,D5
24.622,F5
24.802,D3_D4_F5
24.996,B4
25.139,G#4
25.267,A4_C#3_C#4
25.405,C#5
25.552,E5
25.691,C5
25.819,A4
25.966,G4
26.105,C3_C4_F#4
26.26,A4
26.415,D#5
26.522,B2_B3_D5
26.702,B4
26.85,G4
26.987,F4
27.12,A#4
27.257,D5
27.4,A#2_A#3_C#5
27.552,G4
27.698,E4
27.829,A2_A3_F4
27.973,A4
28.116,C5
28.251,F5
28.398,C5
28.544,A4
28.669,A#2_A#3_G4
28.809,A#4
28.961,A4
29.098,A#4
29.217,D5
29.35,C#5
29.491,D5
29.624,G5
29.757,F#5
29.902,G5
30.036,A#5
30.177,A5
30.314,A#5
30.46,D6
30.6,C#6
30.749,D6
30.898,A#5
31.033,A5
31.161,A#5
31.281,G5
31.413,F#5
31.559,G5
31.693,D5
31.823,C#5
31.982,A#2_A#3_D5
32.124,A#4
32.28,G4
32.483,A3_C3_F4
32.977,E4_G3
33.896,C2_C3
34.345,E2_E3
34.793,G2_G3
35.253,G5
35.348,A5
35.434,G5
35.529,E5
35.632,G5
35.721,A5
35.824,G5
35.924,E5
36.034,F5
36.125,G5
36.233,F5
36.323,D5
36.424,E5_G4
36.527,A4_F5
36.612,E5_G4
36.711,C5_E4
36.805,E5
36.858,G4
36.922,A4_F5
37.014,E5_G4
37.108,C5_E4
37.22,D5_F4
37.307,E5_G4
37.391,D5_F4
37.475,B4_D4
37.616,C5_E4
37.861,G3
38.079,C4
38.284,G3
38.348,D5
38.427,E5
38.517,B3_D5
38.996,G1_G2
39.461,B1_B2
39.923,D2_D3
40.4,F5
40.5,G5
40.596,F5
40.685,D5
40.788,F5
40.9,G5
41.007,F5
41.082,D5
41.193,E5
41.285,F5
41.376,E5
41.473,C5
41.583,D5_F4
41.681,E5_G4
41.767,D5_F4
41.862,B4_D4
41.979,D5_F4
42.066,E5_G4
42.165,D5_F4
42.262,B4_D4
42.362,C5_E4
42.474,B4_F4
42.551,C5_E4
42.642,C4_E5
42.779,D5_F4
43.008,D4
43.243,B3
43.466,E5_G3
43.585,F5
43.708,C4_E5
44.143,E2_E3
44.319,G5
44.457,F5
44.592,E5
44.719,G5
44.867,D5
45.004,C5
45.138,G5
45.293,A#4
45.461,F2_F3
45.591,A#4
45.715,G#4
45.865,A4
46.018,D5
46.15,C#5
46.293,E5
46.435,D5
46.581,F5
46.73,F#2_F#3
46.895,A5
47.03,G5
47.176,F#5
47.312,A5
47.457,E5
47.599,D5
47.738,A5
47.889,C5
48.073,G2_G3
48.227,C5
48.346,A#4
48.505,B4
48.658,E5
48.781,D#5
48.949,F#5
49.102,E5
49.247,G5
49.384,G#2_G#3
49.538,B5
49.672,A5
49.814,G#5
49.895,G5
49.977,A5_B5
50.107,F5
50.246,E5
50.383,B5
50.536,D5
50.684,A2_A3
50.828,B4
50.966,C5
51.109,F5
51.25,G#4
51.395,A4
51.522,E5
51.669,F#4
51.812,G4
51.958,F4
52.104,C#5
52.225,D5
52.38,A5
52.488,E4
52.656,F4
52.805,G5
52.962,D#4
53.102,E4
53.318,D4_F3
53.405,G5
53.513,F5
53.598,E5
53.701,D5
53.819,C5_E4_G3
54.326,B4_F4
54.393,C5
54.471,B4_C5
54.587,B4
54.663,A4
54.727,B4
54.805,C3_C5
54.949,E3
55.047,G3
55.138,C4
55.26,E4
55.365,B4
55.461,C5
55.582,D5
55.69,F5
55.792,E5
55.9,D5
55.982,C5
56.105,B4_D3
56.273,F3
56.346,B3
56.452,D4
56.556,F4
56.658,C#5
56.762,D5
56.871,E5
56.99,G5
57.111,F5
57.214,E5
57.318,D5
57.438,C5_E3
57.596,G3
57.682,C4
57.779,E4
57.885,G4
58.007,D#5
58.109,E5
58.214,F5
58.327,A5
58.439,G5
58.559,F5
58.658,E5
58.732,A4_C#5_F4
58.878,D5
58.996,F5
59.095,E5
59.202,A4_C#5_F4
59.323,D5
59.423,F5
59.534,E5
59.617,A4_F4_G5
59.758,F5
59.871,E5
59.979,D5
60.082,A4_C5_F4
60.216,A5
60.393,F5
