start(sec),chord
0.988,A2_A3
1.188,D3_D4
1.362,A2_A3
1.543,D3_D4
1.72,F#3_F#4
1.914,D3_D4
2.102,F#3_F#4
2.327,A3_A4
2.732,A3_A4
2.947,A3_A4
3.461,A4_C#5_G4
3.546,D5
3.615,B4_C#5
3.723,C#5_D5_F#4
4.201,A4_C#4_E5
4.275,F#5
4.329,E5
4.396,D5
4.453,D4_E5_F#5
4.957,A5_E4_G3
5.043,G5
5.185,A3_D4_F#5
5.948,C#4_E5
6.499,B2_B3
6.707,E3_E4
6.889,B2_B3
7.092,E3_E4
7.275,G3_G4
7.469,E3_E4
7.66,G3_G4
7.865,B3_B4
8.279,B3_B4
8.512,B3_B4
9.01,A4_D#5_F#4
9.283,B4_F#5_G4
9.395,E5
9.488,G5
9.592,F#5
9.667,A5
9.767,G5
9.871,B5
10.327,A3_C#5_E4
10.568,D4_E5_G4
11.387,D5_F#4
11.915,A2
12.138,D3
12.332,A2_D5
12.522,D3_F#5
12.711,A5_F#3
12.905,D3_F#5
13.12,D6_F#3
13.332,A3
13.456,C#6
13.553,E6
13.661,D6
13.734,A3_C#6
13.863,B5
13.962,A3_A5
14.077,B5
14.19,A5
14.292,G5
14.379,C#4_F#5
14.495,E5
14.587,D4_F#5
14.699,A5
14.788,F#5
14.888,D5
14.97,C#5_E4
15.095,A4
15.173,D5_F#4
15.279,C#5
15.376,D5
15.466,F#5
15.572,E5_G4
15.652,G5
15.785,A3_D5_F#4
16.523,C#5_E4
16.993,B2
17.217,E3
17.41,B2_E5
17.604,E3_G5
17.796,B5_G3
17.984,E3_G5
18.191,E6_G3
18.397,B3
18.521,D#6
18.624,C6
18.715,B5
18.809,A5_B3
18.901,G5
19.01,B3_F#5
19.125,E5
19.217,D#5
19.32,C5
19.414,B4_D#4
19.52,A4
19.624,E4_G4
19.721,B4
19.818,E5
19.915,B4
20.005,G5
20.108,E5
20.208,B5
20.428,B4
20.596,A3_C#5
20.846,D4_D5
21.1,F#4
21.327,A4
21.557,D4
21.77,D6_F#4
21.865,C#6
21.967,A4_B5
22.077,A5
22.174,C#4_G#5
22.279,A5
22.378,E4_G#5
22.49,A5
22.576,A4_B5
22.678,A5
22.818,E4
23.031,A5_G4
23.132,G5
23.237,A4_F#5
23.345,E5
23.434,C#5_D4
23.544,D5
23.632,C#5_F#4
23.743,D5
23.827,A4_E5
23.927,D5
24.048,D4
24.312,D6_F#4
24.401,C#6
24.507,A4_B5
24.621,A5
24.704,C#4_G#5
24.812,A5
24.893,E4_G#5
25.001,A5
25.116,A4_B5
25.227,A5
25.329,E4
25.546,A5_G4
25.645,G5
25.745,A4_F#5
25.844,E5
25.948,A4_C#5_F#4
26.06,D5
26.158,C#5
26.276,D5
26.359,G5
26.453,F#5
26.555,A4_C#4_D#5
26.664,E5
26.759,D#5
26.875,E5
26.973,A5
27.072,G5
27.18,A4_D4_F5
27.297,F#5
27.387,F5
27.49,F#5
27.586,B5
27.68,A5
27.793,A4_A5_E4_G5
27.897,G5
27.987,F#4_F#5
28.107,E5
28.202,D5_G4
28.289,C#5
28.409,A4_C#5_F#4
28.512,D5
28.607,C#5
28.719,D5
28.811,G5
28.897,F#5
28.995,A4_C#4_D#5
29.115,E5
29.207,D#5
29.319,E5
29.418,A5
29.507,G5
29.607,A4_D4_F5
29.728,F#5
29.812,F5
29.902,F#5
30.005,B5
30.112,A5
30.214,A4_A5_E4
30.322,G5
30.408,F#4_F#5
30.508,E5
30.615,D5_G4
30.71,C#5
30.861,A4_F#4
30.987,D5
31.096,F#5
31.169,A5
31.283,D6_E4_G4
