start(sec),chord
0.773,A5
0.849,D4_F#4
1.215,A4
1.509,F#4
1.74,A4
1.99,D6_F#4
2.199,A4_A5
2.457,D4_F#4_F#5
2.714,A4
2.975,F#4
3.145,A4
3.392,A5_F#4
3.615,A4_F#5
3.949,A3_D5_F#4
4.236,A4
4.451,D5_F#4
4.652,A4
4.914,C#4_E5_F#5_G4
5.039,E5
5.103,A4_F#5
5.185,D5_E5
5.316,E5
5.479,D4_F#4_F#5
5.969,D5
6.464,A4
6.952,A5
7.017,D4_F#4
7.234,A4
7.467,F#4
7.678,A4
7.915,D6_F#4
8.142,A4
8.255,A5
8.393,D4_F#4_F#5
8.633,A4
8.853,F#4
9.056,A4
9.26,A5_F#4
9.504,A4
9.626,F#5
9.755,A3_D5_F#4
10.005,A4
10.212,D5_F#4
10.443,A4
10.589,F#5
10.669,C#4_E5_F#5_G4
10.768,E5
10.928,A4
11.056,F#5
11.18,D4_D5_F#4
11.691,A3
12.276,D3
12.997,D4_F#4
13.087,A5
13.401,A4
13.664,F#4
13.875,A4
14.111,D6_F#4
14.329,A4_A5
14.559,D4_F#4_F#5
14.802,A4
15.034,F#4
15.221,A4
15.454,A5_F#4
15.665,A4_F#5
15.91,A3_D5_F#4
16.167,A4
16.387,D5_F#4
16.602,A4
16.793,C#4_E5_F#5_G4
16.908,E5
16.962,A4_D5_E5_F#5
17.146,E5
17.276,D4_F#4_F#5
17.743,D5
18.224,A4
18.699,A5
18.777,D4_F#4
18.978,A4
19.202,F#4
19.408,A4
19.639,D6_F#4
19.87,A4
19.957,A5
20.081,D4_F#4_F#5
20.326,A4
20.539,F#4
20.737,A4
20.948,A5_F#4
21.158,A4
21.283,F#5
21.439,A3_D5_F#4
21.749,A4
21.915,D5_F#4
22.116,A4
22.195,F#5
22.266,E5
22.323,F#5
22.374,C#4_E5_G4
22.573,A4
22.737,F#5
22.837,D4_D5_F#4
23.357,A3
23.954,D3
24.742,A2_A3_A4_C#5_E5
25.297,A4_C#5_E5
25.771,A4_C#5_E5
26.271,A4_C#5_E5
26.512,A2
26.725,C#3
26.943,E3
27.167,A3
27.398,A2
27.669,A4_D3_D5_F#5
28.13,A4_D5_F#5
28.589,A4_D5_F#5
29.081,A4_D5_F#5
29.322,D3
29.548,F#3
29.741,A3
29.965,D4
30.178,D3
30.527,A5
30.594,D4_F#4
30.868,A4
30.948,A5
