start(sec),chord
1.134,A2_A3
1.346,D3_D4
1.556,A2_A3
1.757,D3_D4
1.957,F#3_F#4
2.174,D3_D4
2.374,F#3_F#4
2.613,A3_A4
3.079,A3_A4
3.333,A3_A4
3.81,A4_B4_C#5_G4
3.954,C#5
4.049,D5_F#4
4.513,A4_C#4_E5_F#5
4.595,D5_E5
4.742,A4_D4_F#5
5.249,A5_E4_G3
5.367,G5
5.501,A3_D4_F#5
6.306,C#4_E5
6.802,B2_B3
7.014,E3_E4
7.23,B2_B3
7.447,E3_E4
7.655,G3_G4
7.879,E3_E4
8.098,G3_G4
8.335,B3_B4
8.799,B3_B4
9.051,B3_B4
9.526,A4_D#5_F#4
9.766,B4_F#5_G4
9.883,E5
9.98,G5
10.098,F#5
10.204,A5
10.31,G5
10.427,B5
10.914,A3_C#5_E4
11.198,D4_E5_G4
11.926,D5_F#4
12.411,A2
12.62,D3
12.842,A2_D5
13.061,D3_F#5
13.271,A5_F#3
13.491,D3_F#5
13.568,A5
13.711,D6_F#3
13.931,A3
14.051,C#6
14.173,E6
14.27,D6
14.357,A3_C#6
14.484,B5
14.587,A3_A5
14.707,B5
14.807,A5
14.918,G5
15.033,C#4_F#5
15.152,E5
15.267,D4_F#5
15.376,A5
15.492,F#5
15.594,D5
15.697,C#5_E4
15.832,A4
15.93,D5_F#4
16.062,C#5
16.173,D5
16.272,F#5
16.387,E5_G4
16.513,G5
16.633,A3_D5_F#4
17.397,C#5_E4
17.875,B2
18.108,E3
18.322,B2_E5
18.534,E3_G5
18.74,B5_G3
18.966,E3_G5
19.199,E6_G3
19.427,B3
19.546,D#6
19.654,C6
19.776,B5
19.849,A5_B3
19.98,G5
20.091,B3_F#5
20.212,E5
20.315,D#5
20.415,C5
20.531,B4_D#4
20.637,A4
20.741,E4_G4
20.858,B4
20.951,E5
21.087,B4
21.173,G5
21.276,E5
21.405,B5
21.661,B4
21.893,A3_C#5_G4
22.18,D4_D5
22.431,F#4
22.651,A4
22.871,D4
23.125,D6_F#4
23.23,C#6
23.329,A4_B5
23.449,A5
23.552,C#4_G#5
23.671,A5
23.762,E4_G#5
23.891,A5
23.992,A4_B5
24.118,A5
24.241,E4
24.471,A5_G4
24.572,G5
24.673,A4_F#5
24.786,E5
24.897,C#5_D4
25.022,D5
25.121,C#5_F#4
25.246,D5
25.355,A4_E5
25.474,D5
25.596,D4
25.85,D6_F#4
25.956,C#6
26.066,A4_B5
26.18,A5
26.286,C#4_G#5
26.41,A5
26.523,E4_G#5
26.637,A5
26.729,A4_B5
26.848,A5
26.952,E4
27.199,A5_G4
27.303,G5
27.405,A4_F#5
27.523,E5
27.642,A4_C#5_F#4
27.76,D5
27.893,C#5
27.997,D5
28.102,G5
28.223,F#5
28.322,A4_C#4_D#5
28.445,E5
28.572,D#5
