start(sec),chord
1.067,C5
1.449,A#4
1.625,A4
1.781,G4
1.933,F4
2.092,A4
2.241,G4
2.408,A#4
2.559,E4
2.725,F4
3.112,C4
3.665,C5
4.634,A#4
4.81,A4
4.974,G4
5.129,F4
5.29,A4
5.452,G4
5.615,A#4
5.777,E4
5.939,A3_F3_F4
6.141,C4
6.289,A3
6.477,C4
6.624,A3
6.804,C4
6.961,A3
7.129,C4
7.259,F3
7.314,A#3_F#4
7.476,C4_G4
7.629,A#3_A4
7.781,A#4_C4
7.94,A#3_C5
8.081,C#5_C4
8.241,A#3_D5
8.415,C4_E5
8.584,A3_F3_G5
8.75,C4_F5
8.911,A3_E5
9.068,C4_D5
9.22,A3_D5
9.397,C4_C5
9.541,A#4_A3
9.676,A4_C4
9.852,A#3_E4_F3_G4
10.046,C4
10.167,A#3_A4_G4
10.354,C4_F#4
10.533,A#3_G4
10.701,C4
10.851,A#3_C5
11.018,C4
11.231,A3_F3_F4
12.504,C4
12.871,A#3
13.026,A3
13.186,G3
13.356,F3
13.524,A3
13.675,G3
13.849,A#3
14.0,E3
14.173,F3
14.558,C3
15.081,C4
16.019,A#3
16.178,A3
16.353,G3
16.491,F3
16.662,A3
16.815,G3
17.009,A#3
17.166,E3
17.346,C5_F3
17.508,C6
17.674,A5
17.85,C6
17.995,C5
18.158,C6
18.322,A5
18.492,C6
18.639,C5_F#3
18.789,C6_G3
18.956,A#5_A3
19.11,A#3_C6
19.268,C4_C5
19.44,C#4_C6
19.596,A#5_D4
19.752,C6_E4
19.929,C5_G4
20.09,C6_F4
20.24,A5_E4
20.403,C6_D4
20.566,C5_D4
20.715,C4_C6
20.859,A#3_A5
21.021,A3_C6
21.185,A#3_F#5
21.354,E4_G5
21.509,A5_C4
21.656,A#5_E4
21.811,A#3_C6
21.966,C#6_G4
22.123,C4_D6
22.267,E6_G4
22.446,A3_F6
22.62,F5
22.773,A4_B4_C5_F6
22.926,A#4_E6_G4
23.082,A4_D6_F4
23.256,D5
23.429,A4_D6_F4
23.579,C6_E4_G4
23.728,A#5_D4
23.89,A#4
24.045,A#5_D4_F4
24.198,A5_C4_E4
24.368,A#3_D4_G5
24.532,G4
24.683,A#3_D4_G5
24.841,A3_C4_F5
25.097,A#3_F5_G3
25.909,E5
26.888,A#3_E3
27.259,A5
27.431,G5
27.584,F5
27.733,E5
27.879,D5
28.043,C5
28.198,A3_C5_F3
28.369,F5
28.531,E5
28.67,D#5
28.83,A#2_C#5_G3
28.985,D5
29.142,A#4
29.316,G4
29.477,F4
29.819,A3_C3
30.144,A#3_G4
30.212,F4
30.272,E4
30.375,F4
30.505,A4
30.666,G4
30.811,B3_D3_F3_F4
30.998,A5
31.158,G5
31.319,F5
31.475,E5
31.634,D5
31.795,C5
31.956,B4
32.108,A#4_F#3
32.255,E5_G3
32.432,A3_C5
32.575,A#3_E5
32.733,A#4_C4
32.889,C#4_G5
33.047,C5_D4
33.205,E4_G5
33.38,A4_F4
33.541,F3
33.696,A4_C5_F4
33.853,E4
34.023,D4
34.159,D3
34.336,A4_D4_F5
34.491,C4
34.654,A#3
34.807,A#2
34.972,A#3_D5_F5
35.128,A3
35.316,G3
35.45,G2
35.629,A#5_D5_G3
35.816,F3
36.055,A#5_C#5_F3
36.851,C5_E3
37.835,A#4_E5
38.203,A4
38.377,G4
38.529,F4
38.683,E4
38.851,D4
38.992,C4
39.171,A4_C4_F5
39.544,A#4_A5
39.711,G5
39.864,F5
40.005,E5
40.162,D4_D5
40.327,C5_E4
40.483,A4_C5_F4
40.666,F#4
40.819,A#4_A4
40.989,G4
41.158,F4
41.317,E4
41.466,D4_D5
41.623,C4_E5
41.799,A4_C4_F5
41.957,F#5
42.129,A#4_A5
42.286,G5
42.467,F5
42.617,E5
42.767,D4_D5
42.927,C5_E4
43.093,A4_C5_F4
43.256,F5
43.446,A4
43.593,C5
43.752,F4
43.901,A4
44.073,C4
44.223,E4
44.411,F3_F4
44.578,A3
44.735,D3
44.911,F3
45.061,C#3
45.218,E3
45.41,A2_A5
45.568,C#3
45.761,D3_G5
45.925,F5
46.081,E5
46.221,D5
46.398,F5
46.548,E5
46.714,A4_G5
46.866,C#5
47.028,D5_G4
47.183,F4
47.357,A4_E4
47.523,D4
47.681,E4_G5
47.859,D4
48.025,F4
48.182,B3
48.379,C4_F5
48.535,E5
48.704,D5_G3
48.875,C5
49.042,E5_G4
49.204,D5
49.388,F5
49.539,B4
49.703,C5_F4
49.87,D#4
50.03,D4_G4
50.199,C4
50.389,D#4_G5
50.55,D4
50.718,F4
50.889,B3
51.082,C4_F5
51.264,D#5
51.43,D#4_D5_G4
51.625,C5
51.793,A#3_F5
51.957,D#5
52.115,C4_D#4_D5
52.272,C5
52.453,F5_G#3
52.609,D#5
52.777,C4_D#4_D5
52.938,C5
53.096,F5_G3
53.248,D#5
53.425,C4_D#4_D5
53.585,C5
53.777,C4_C6_D#4_F#3
54.542,F5
54.686,D#5
54.841,C4_D#4_D5_G3
54.99,C5
55.188,C4_D#4_D#6_G#3
55.977,C5_F#5_G#2_G#3
56.779,B4_G2_G3_G5
58.104,G5
59.43,A5
59.575,G5
59.694,F5
59.791,G5
59.89,F5
59.985,E5
60.093,F5
60.193,E5
60.284,D5
60.405,E5
60.509,D5
60.604,C5_E4
60.784,G4
60.945,B4_C5_F4
61.095,A4_B4_G4
61.193,B4
61.254,C5_E4
61.477,G4
61.612,B3_D5_E5
61.759,C5_D5_G4
61.881,D5
61.936,C4_E5
62.147,G4
62.308,F5
62.36,A3_G5
62.465,C4_E5_F5
62.569,F5
62.653,E3_G5
62.853,C4
63.01,A5_F3
63.206,F4
63.418,C5_E4_G3
63.799,B4_D4
64.197,A5
64.56,A3_C4
64.919,B3_D4
65.052,A#5
65.176,A5
65.255,C#4_E4_G5
65.402,A5
65.505,G5
65.6,D4_F4_F5
65.712,G5
65.82,F5
65.931,E4_E5_G4
66.044,F5
66.164,E5
66.278,A4_D5_F4
66.675,D6
67.036,A5
67.416,B5_F3_G3
67.486,C6
67.564,B5
67.621,A5
67.69,B5
67.759,C6_E3
68.133,A3_C5_F#3
68.205,D5
68.272,C5
68.344,B4
68.416,C5
68.504,C4_E5_G3
68.886,B3_D5
69.26,C4_C5
69.675,C3
70.073,G3
70.46,G4
70.817,G5
70.933,A3
71.049,G3
71.149,F3
71.252,G3
71.381,F3
71.494,E3
71.616,A5_F3
71.715,E3_G5
71.811,D3_F5
71.91,E3_G5
72.033,D3_F5
72.114,C3_E5
72.255,F5
72.381,E5
72.467,D3_D5_E3_F3
72.569,C5
72.656,B4_C3
72.757,C5_F3
72.879,D5
73.003,C5
73.104,A#4_E2
73.244,A4
73.362,G#4
73.472,A4_F2
73.598,D5
73.716,C#5
73.814,D5
73.919,F5
74.029,E5
74.138,F5
74.247,A5
74.362,G#5
74.467,A5_F3
74.589,F5
74.71,D5
74.827,C5_G3
