start(sec),chord
0.965,G5
1.049,F5
1.164,D#5
1.258,D5
1.401,C5
1.626,A#3_A#4
1.874,A#4_D4
2.118,F4
2.324,D4
2.542,A#3_D5
2.777,D4_G5
3.012,D5_G4
3.255,F5
3.475,C4
3.724,D#4_D#5
3.953,G4
4.176,D#4
4.396,C4_F5
4.499,G5
4.599,D#4_F5
4.691,D#5
4.799,D5_G4
4.901,C5
5.026,A#4
5.247,F3
5.477,A4_C4
5.71,D#4
5.924,C4
6.151,A4_F3
6.391,A#4_C4
6.626,C5_D#4
6.902,A4_C5
7.147,A#3
7.371,A#4_D4_D5
7.449,A#4
7.591,F4
7.794,D4
8.027,A#3_F5
8.118,E5
8.221,D4_G5
8.326,F5
8.418,D#5_F4
8.522,D5
8.637,D#4_D5
8.852,C5_G4
9.073,D4
9.26,A#4_F4
9.48,D#4_D5
9.702,C5_G4
9.91,C4
10.111,A4_D#4
10.322,A#4_D4_F4
10.421,C5
10.521,A#4
10.617,A4
10.727,A#4
10.833,C5
10.934,D5
11.048,D#5
11.15,E5
11.237,F5
11.341,E5
11.424,F5
11.521,G5
11.612,F5
11.704,D#5
11.788,D5
11.905,D#4_D5
12.137,C5_G4
12.345,C5_D4
12.553,A#4_F4
12.755,D#4_D5
12.961,C5_G4
13.176,C4_C5
13.393,A4_D#4
13.612,A#4_D4_F4
13.824,C5
13.921,D5
14.026,D#5
14.132,F5
14.221,G5
14.318,A5
14.414,A#5
14.508,C6
14.598,D6
14.685,D#6
14.799,F6
15.023,F6
15.264,A3_F5_F6
15.496,D#6
15.708,A#3
15.935,D6
16.155,D#3_D6
16.376,C6_D#5
16.591,A#5_D5_F3
16.812,A5_C5
17.065,A#5_D5
17.296,A#2
17.521,A#4_D3
17.754,F3
18.036,A#3
18.565,G4
18.68,F4
18.79,D#4
18.876,D4
19.025,C4
19.246,A#2_A#3
19.477,A#3_D3
19.712,F3
19.931,D3
20.152,A#2_A#4
20.389,A4_D3
20.63,G3_G4
20.885,F4
21.13,C3
21.342,E4_G3
21.569,A#3
21.78,G3
21.901,G4
22.013,C3_F4
22.099,A4
22.204,G3_G4
22.297,A#4
22.4,A#3_A4
22.509,C5
22.612,A#4
22.711,G4
22.82,E3_E5
22.921,C5
23.035,G3_G5
23.125,E5
23.224,A#5_C4
23.324,A5
23.438,A#5_G3
23.548,A5
23.648,E3_G5
23.75,F5
23.852,E5_G3
23.957,D5
24.066,C4_C5
24.151,A#4
24.276,A#4
24.385,A4
24.48,D5_F3
24.591,C5
24.73,A3_C5
24.827,C5
24.99,C4
25.181,A3
25.384,F3
25.607,A3_D6
25.704,C6
25.814,A#5_C4
25.917,A5
26.115,A#3_G5
26.379,C4
26.589,A#3
26.757,C4_E5
27.007,A3_F5
27.104,C6
27.202,B5_C4
27.305,C6
27.376,A3_D6
27.496,C6
27.566,A#5_C4
27.681,A5
27.781,A#3_G5
28.098,C4_G5
28.322,A#3
28.507,C4_E5
28.729,A3_F5
28.81,C6
28.914,B5_C4
29.026,C6
29.124,A3_D6
29.228,C6
29.324,A#5_C4
29.424,A5
29.548,A#3_A5
29.772,D4_G5
29.992,A#3
30.215,D4_G5
30.439,B3_G5
30.66,D4_F5
30.879,B3
31.09,D4_F5
31.31,C4_E5
31.414,F5
31.523,E5
31.629,C5
31.716,D4_F5
31.822,G5
31.927,F5
32.036,C5
32.134,E4_G5
32.237,A5
32.349,G5
32.458,C5
32.556,A5_F4
32.659,A#5
32.759,A5
32.863,C5
32.99,A#5_G4
33.201,A#5_C5
33.421,E4
33.634,C5_G5
33.866,A#5_F4
34.089,A5_C5
34.323,D4_G5
34.543,C5_F5
34.749,C4_E5
34.863,C5
34.957,B5
35.074,C6
35.184,D4_F5
35.284,C5
35.391,B5
35.492,C6
35.608,E4_G5
35.725,C5
35.823,B5
35.936,C6
36.051,A5_F4
36.155,C5
36.262,B5
36.37,C6
36.448,A5_G4
36.561,C5
36.665,A#5_B4
36.79,C5
36.879,E4
36.973,C5
37.057,A5_B4_F5_G5
37.197,C5_G5
37.275,A#5_F4
37.397,C5
37.496,A5_B4
37.608,C5
37.707,D4_G5
37.814,B4
37.919,A4_F5
38.034,B4
38.152,C4_E5
38.266,C6
38.363,G5
38.467,E5
38.573,C5
38.674,G4
38.779,E4
38.872,C4
39.008,C2_C3
40.208,A4_C4_C5_F2_F3_F4
40.897,D5
41.018,C5
41.113,A#4
41.346,A4
41.57,G4
41.788,F4
42.039,F4
42.289,D5
42.68,A#2_A#3_D5_F4
43.333,C5
43.555,A3_E5
43.79,F5
44.04,B3_D4_F5
44.29,G4
44.533,C4
44.734,A4
44.992,B3_D4_F5
45.219,G4
45.452,C4
45.638,A4
45.909,C5_D4
46.332,A#4_C5_E4
46.48,A#4
46.551,C5
46.605,A#4
46.658,A4
46.732,A#4
46.807,A4_F4
47.043,A4
47.257,A#4
47.493,C5
47.715,C#5
47.943,A#2_D5
48.176,D3
48.409,C5_G3
48.512,A#4
48.612,A#3_A4
48.842,G4
49.098,A4
49.322,A#4
49.546,D5
49.775,A2_C5
50.021,C3
50.242,A#4_F3
50.332,A4
50.467,A3_G4
50.699,F4
50.922,G4
51.154,A4
51.363,C5_G3
51.585,A#4
51.797,E3
52.013,G4
52.236,A#4_F3
52.462,A4
52.685,D3
52.882,F4
53.1,C3_E4
53.184,F4
53.288,G4
53.387,A4
53.48,B4
53.579,C5
53.688,B4
53.776,C5
53.876,C3_C4
53.99,D3
54.09,A#2
54.186,C3
54.286,A2
54.385,A#2
54.482,G2
54.574,A2
54.708,A4_C5_F2
55.22,F3
55.439,D5
55.535,C5
55.651,A#4
55.88,A4
56.104,G4
56.339,F4
56.579,F4
56.823,D5
57.245,A#2_A#3_D5_F4
57.911,C5
58.161,A3_E5
58.395,F5
58.632,B3_D4
58.835,G4
59.062,A4_C4
59.318,F5
59.54,B3_D4
59.743,G4
59.964,A4_C4
60.199,F5
60.422,C5_D4_F4
60.878,B4_E4_G4
61.102,A#4
61.319,A4_F4
61.538,A4
61.745,A#4
61.967,C5
62.163,C#5
62.249,D5
62.374,D3
62.582,D4
62.78,C4_E5
62.893,F#5
63.012,A#3_G5
63.116,A5
63.225,A#2_A#5
63.335,A5
63.449,A#3_G5
63.543,A5
63.667,A3_F5
63.775,G5
63.884,E5_G3
63.99,F5
64.095,D5_F3
64.207,E5
64.324,C5_E3
64.422,D5
64.521,A#4_C3
64.632,C5
64.747,A4_F3
64.85,A#4
64.957,C5
65.068,D5
65.178,A2_E5
