start(sec),chord
1.009,G5
1.107,F5
1.204,D#5
1.306,D5
1.426,C5
1.645,A#3_A#4
1.895,A#4_D4
2.161,F4
2.401,D4
2.62,A#3_D5
2.857,D4_G5
3.081,D5
3.133,G4
3.329,F5
3.561,C4
3.793,D#4_D#5
4.048,G4
4.277,D#4
4.51,C4_F5
4.621,G5
4.719,D#4_F5
4.814,D#5
4.922,D5_G4
5.023,C5
5.158,A#4
5.389,F3
5.648,A4_C4
5.879,D#4
6.107,C4
6.326,A4_F3
6.568,A#4_C4
6.772,C5_D#4
7.018,A4_C5
7.242,A#3
7.488,A#4_D4_D5
7.708,F4
7.926,D4
8.139,A#3_F5
8.247,E5
8.344,D4_G5
8.449,F5
8.562,D#5_F4
8.66,D5
8.77,D#4_D5
8.996,C5_G4
9.223,D4
9.427,A#4_F4
9.672,D#4_D5
9.884,C5_G4
10.111,C4
10.303,A4_D#4
10.585,A#4_D4_F4
10.689,C5
10.799,A#4
10.893,A4
10.997,A#4
11.095,C5
11.197,D5
11.292,D#5
11.391,E5
11.5,F5
11.6,E5
11.703,F5
11.812,G5
11.902,F5
11.999,D#5
12.1,D5
12.207,D#4_D5
12.421,C5_G4
12.641,C5_D4
12.871,A#4_F4
13.099,D#4_D5
13.307,C5_G4
13.549,C4_C5
13.751,A4_D#4
13.99,A#4_D4_F4
14.245,C5
14.336,D5
14.427,D#5
14.536,F5
14.626,G5
14.719,A5
14.826,A#5
14.914,C6
15.008,D6
15.086,D#6
15.193,F6
15.418,F6
15.646,A3_F5_F6
15.892,D#6
16.112,A#3
16.332,D6
16.561,D#3_D6
16.783,C6_D#5
17.004,A#5_D5_F3
17.22,A5_C5
17.473,A#5_D5
17.685,A#2
17.914,A#4_D3
18.137,F3
18.438,A#3
19.073,G4
19.156,F4
19.26,D#4
19.366,D4
19.505,C4
19.72,A#2_A#3
19.971,A#3_D3
20.211,F3
20.482,D3
20.698,A#2_A#4
20.932,A4_D3
21.141,G3_G4
21.397,F4
21.635,C3
21.87,E4_G3
22.102,A#3
22.324,G3
22.414,G4
22.526,C3_F4
22.639,A4
22.75,G3_G4
22.839,A#4
22.941,A#3_A4
23.051,C5
23.158,A#4
23.257,G4
23.358,E3_E5
23.448,C5
23.566,G3_G5
23.661,E5
23.77,A#5_C4
23.871,A5
23.975,A#5_G3
24.087,A5
24.191,E3_G5
24.284,F5
24.391,E5_G3
24.512,D5
24.609,C4_C5
24.703,A#4
24.822,A#4
24.91,A4
25.029,D5_F3
25.122,C5
25.245,A3_C5
25.457,C4
25.701,A3
25.905,F3
26.145,A3_D6
26.251,C6
26.357,A#5_C4
26.445,A5
26.581,A#3_G5
26.839,C4
27.038,A#3
27.224,C4_E5
27.473,A3_F5
27.585,C6
27.678,B5_C4
27.793,C6
27.875,A3_D6
27.99,C6
28.091,A#5_C4
28.188,A5
28.288,A#3_G5
28.523,C4_G5
28.742,A#3
28.94,C4_E5
29.174,A3_F5
29.285,C6
29.383,B5_C4
29.492,C6
29.59,A3_D6
29.693,C6
29.796,A#5_C4
29.887,A5
29.992,A#3_A5
30.221,D4_G5
30.411,A#3
30.642,D4_G5
30.87,B3_G5
31.094,D4_F5
31.303,B3
31.517,D4_F5
31.757,C4_E5
31.88,F5
31.983,E5
32.079,C5
32.189,D4_F5
32.298,G5
32.401,F5
32.503,C5
32.604,E4_G5
32.719,A5
32.824,G5
32.914,C5
33.016,A5_F4
33.121,A#5
33.219,A5
33.314,C5
33.417,A#5_G4
33.651,A#5_C5
33.874,E4
34.077,C5_G5
34.297,A#5_F4
34.539,A5_C5
34.768,D4_G5
34.988,C5_F5
35.21,C4_E5
35.316,C5
35.427,B5
35.543,C6
35.629,D4_F5
35.742,C5
35.855,B5
