start(sec),chord
0.988,A2_A3
1.18,D3_D4
1.375,A2_A3
1.574,D3_D4
1.768,F#3_F#4
1.974,D3_D4
2.173,F#3_F#4
2.391,A3_A4
2.805,A3_A4
3.064,A3_A4
3.462,A4_C#5_D5_G4
3.599,B4_C#5
3.701,D5_F#4
4.116,A4_C#4_E5_F#5
4.24,A4_D5_E5
4.353,D4_F#5
4.77,A5_E4_G3
4.871,G5
5.055,A3_D4_F#5
5.738,C#4_E5
6.229,B2_B3
6.428,E3_E4
6.62,B2_B3
6.824,E3_E4
7.026,G3_G4
7.236,E3_E4
7.431,G3_G4
7.654,B3_B4
8.082,B3_B4
8.32,B3_B4
8.742,A4_D#5_F#4
9.003,B4_F#5_G4
9.113,E5
9.207,G5
9.293,F#5
9.402,A5
9.504,G5
9.609,B5
10.059,A3_C#5_E4
10.35,D4_E5_G4
11.025,D5_F#4
11.444,A2
11.656,D3
11.849,A2_D5
12.053,D3_F#5
12.254,A5_F#3
12.461,D3_F#5_F5
12.65,D6_F#3
12.77,F#3
12.885,A3
13.0,C#6
13.095,E6
13.182,D6
13.286,A3_C#6
13.391,B5
13.51,A3_A5
13.617,B5
13.711,A5
13.805,G5
13.913,C#4_F#5
14.025,E5
14.124,D4_F#5
14.225,A5
14.333,F#5
14.422,D5
14.53,C#5_E4
14.632,A4
14.736,D5_F#4
14.84,C#5
14.951,D5
15.047,F#5
15.141,E5_G4
15.25,G5
15.389,A3_D5_F#4
16.086,C#5_E4
16.507,B2
16.711,E3
16.918,B2_E5
17.12,E3_G5
17.316,B5_G3
17.522,E3_G5
17.712,E6_G3
17.829,G3
17.954,B3
18.068,D#6
18.165,C6
18.255,B5
18.354,A5_B3
18.458,G5
18.569,B3_F#5
18.737,D5
18.789,D#5
18.897,C5
18.983,B4_D#4
19.102,A4
19.214,E4_G4
19.324,B4
19.43,E5
19.523,B4
19.622,G5
19.72,E5
19.833,B5
20.064,B4
20.268,A3_C#5_G4
20.538,D4_D5
20.775,F#4
21.023,A4
21.234,D4
21.426,D6_F#4
21.553,C#6
21.638,A4_B5
21.74,A5
21.849,C#4_G#5
21.971,A5
22.083,E4_G#5
22.172,A5
22.285,A4_B5
22.406,A5
22.495,E4
22.724,A5_G4
22.82,G5
22.927,A4_F#5
23.035,E5
23.094,A4
23.147,C#5_D4
23.25,D5
23.332,C#5_F#4
23.441,D5
23.549,A4_E5
23.661,D5
23.777,D4
23.99,D6_F#4
24.107,C#6
24.198,A4_B5
24.307,A5
24.392,C#4_G#5
24.52,A5
24.595,E4_G#5
24.708,A5
24.815,A4_B5
24.936,A5
25.057,E4
25.276,A5_G4
25.368,G5
25.464,A4_F#5
25.582,E5
25.694,A4_C#5_F#4
25.802,D5
25.918,C#5
26.016,D5
26.122,G5
26.227,F#5
26.339,A4_C#4_D#5
26.445,E5
26.549,D#5
26.642,E5
26.745,A5
26.849,G5
26.979,A4_D4_F5
27.095,F#5
27.202,F5
27.29,F#5
27.392,B5
27.492,A5
27.592,A4_A5_E4
27.72,G5
27.82,F#4_F#5
27.934,E5
28.031,D5_G4
28.125,C#5
28.26,A4_C#5_F#4
28.393,D5
28.496,C#5
28.604,D5
28.71,G5
28.811,F#5
28.91,A4_C#4_D#5
29.035,E5
29.139,D#5
29.224,E5
29.329,A5
29.427,G5
29.522,A4_D4_F5
29.646,F#5
29.738,F5
29.832,F#5
29.944,B5
30.057,A5
30.164,A4_A5_E4
30.286,G5
30.382,F#4_F#5
30.487,E5
30.578,D5_G4
30.698,C#5
30.809,A4_F#4
30.93,D5
31.02,F#5
31.115,A5
31.232,D6_E4_G4
31.345,C#6
31.474,D4_F#4
31.592,B4
31.689,D5
31.788,F#5
31.893,B5_C#4_E4
32.016,A5
32.145,B3_D4
32.267,G4
32.349,B4
32.449,D5
32.556,A3_C#4_G5
32.672,F#5
32.801,B3_G3
32.918,E4
33.02,G4
33.115,B4
33.228,B3_E5_G#3
33.327,D5
33.445,A3_C#5
33.564,E4
33.663,A5_C#4
33.759,E4
33.872,D4_D5_F#5
33.975,F#4
34.094,A3_C#5_E5
34.225,E4
34.315,A5_C#4
34.435,E4
34.527,D4_D5_F#5
34.635,F#4
34.767,A3_C#5_E4_E5
34.908,E4
35.013,A5
35.253,A2_A3_A4
35.576,A2_A3_A4
36.086,E5
36.305,A5_E4
36.504,A4_E5
36.708,A5_E4
36.939,A4_C#6
37.152,A5_C#5
37.354,A4_C#6
37.56,C#5_E6
37.673,D6
37.768,C#6_E5
37.875,B5_D5
37.973,A#5_C#5
38.072,B4_G#5
38.173,A#4_F#5
38.273,E5_G#4
38.374,D5_F#4
38.479,C#5_E4
38.578,B4_D4
38.661,A#4_C#4
38.772,B3_B4
38.884,A#3
38.992,B3_F#4
39.186,B4_F#3
39.413,B3_D5
39.633,B4_D4
39.836,B3_D5
40.065,D4_F#5
40.178,E5
40.272,D5_F#4
40.363,C#5_E4
40.464,B4_D4
40.549,A#4_C#4
40.654,B3_D5
40.747,A3_C#5
40.849,B4_D4
40.961,A4_C#4
41.061,B3_G#4
41.146,A3_F#4
41.26,E4_G#3
41.357,F#3
41.471,B3_E3
41.691,B2_E4
41.918,E3_G#4
42.147,E4_G#3
42.359,E3_G#4
42.603,G#3
42.655,B4
42.747,C#5
42.845,B3_D5
42.956,C#4_C#5
43.051,B4_D4
43.133,A4_C#4
43.264,B3_G#4
43.359,A3_F#4
43.456,E4_G#3
43.562,F#3_F#4
43.66,D4_G#3
43.755,E3_E4
43.901,A3_C#4
44.021,E4
44.12,D#4
44.217,E4
44.328,F#4
44.435,E4
44.539,A3_A4_C#4
44.677,E4
44.763,D#4
44.888,E4
44.975,F#4
45.091,E4
45.202,B3_G#3
45.315,E4
45.418,D#4
45.521,E4
45.639,A3_C#4
45.747,E4
45.871,B3_D4
45.978,E4
46.086,A3_C#4
46.199,E4
46.299,B3_G#3
46.415,E4
46.538,A3_C#4
46.664,E4
46.758,D#4
46.871,E4
46.975,F#4
47.081,E4
47.191,A3_A4_C#4
47.335,E4
47.424,D#4
47.52,E4
47.621,F#4
47.732,E4
47.835,B3_G#3
47.988,E4
48.076,D#4
48.176,E4
48.279,A3_C#4
48.392,E4
48.504,B3_D4
48.624,E4
48.72,A3_C#4
48.849,E4
48.953,B3_G#3
49.094,E4
49.198,A3
49.328,C#4
49.438,E4
49.553,A4
49.629,C#5
49.746,E5
49.841,A3_A5_C#4
49.961,G#5
50.066,B3_D4_F#5
50.18,E5
50.286,C#4_D5_E4
50.391,C#5
50.514,D4_F#4
50.645,A#4
50.743,B4
50.848,C#5
50.964,D5
51.068,E5_F5
51.171,B3_D4_F#5
51.303,E5
51.396,C#4_D5_E4
51.51,C#5
51.62,B4_D4_F#4
51.729,A4
51.845,E3_E4
51.975,C#5
52.078,A3_A4_C#4
52.169,E5
52.284,A3_A5_C#4_C#5
52.518,C#5_E3
52.62,B4
52.673,C#5_G#3
52.734,B4_C#5_D4
52.882,B4
52.941,A4_D4_G#3
53.068,B4
53.201,A3_A4_C#4
53.443,A2_A3
53.661,A2_A3
53.975,A2_A3
55.048,C#5
55.375,D5
55.879,E5
56.133,F#5
56.385,E5
56.48,D5
56.576,C#5
56.682,B4
56.807,A4_B3_D4_E3
57.514,G#4
58.013,D3_F#4_G#3
58.299,A3_C#3_F#4
58.522,E4
58.724,E4
58.971,E4
59.184,A4_C#3
59.401,A2_A4_C#5
59.704,A4_C#5_E3
60.203,D5
60.491,B4_G#4
61.013,C#5
61.24,D5
61.477,D5
61.574,C#5
61.676,E5
61.777,D5
61.863,F#5
61.987,E5
62.094,D5
62.199,C#5
62.302,D5
62.41,B4
62.509,A4_B3_D4_E3
62.643,G#4
62.741,B4
62.846,A4
62.96,C#5
63.062,B4
63.171,D5
63.271,C#5
63.376,E5
63.478,D5
63.578,D4_F#5_G#4
63.677,E5
63.801,A4_C#4_E5
63.927,A5
64.031,G#5
64.122,G5
64.229,A4_D4_F#5
64.339,F5
64.449,A4_C#4_E5
64.566,A5
64.674,G#5
64.763,G5
64.885,A4_D4_F#5
64.986,F5
65.143,A4_C#4_E5
65.836,B4_F5_G#4
66.626,A4_D4_F#4_F#5
67.185,F#5
67.302,G#5
67.409,A5
67.512,F5
67.604,F#5
67.703,C#5
67.809,D5
67.932,B4
68.09,A4
68.51,C#4_E3
68.77,D4_F3
69.229,D#4_F#3
69.512,A4_C#5_E3_E4
69.699,A4
70.219,B4_C#5_D4_G#4
70.434,A4
70.643,B4
70.904,A3_A4
71.12,C#4
71.344,D#5_E4
71.447,E5
71.551,A3_F#5
71.66,E5
71.755,C#4_D5
71.853,C#5
71.97,B4_E4
72.083,A4
72.191,E3_G#4
72.309,A4
72.402,B4_G#3
72.517,C#5
72.621,B3_D5
72.72,E5
72.822,E3_F#5
72.943,G#5
73.055,A5_G#3
73.159,B5
73.254,B3_C#6
73.362,D6
73.49,A3_C#6
73.704,C#4
73.966,D#5_E4
74.062,E5
74.161,A3_F#5
74.277,E5
74.348,C#4_D5
74.475,C#5
74.576,B4_E4
74.676,A4
74.784,E3_G#4
74.902,F#4
74.999,B3_E4
75.102,F#4
75.211,D4_G#4
75.319,A4
75.423,B4_E3
75.531,C#5
75.643,B3_D5
75.747,E5
75.857,D4_F#5
75.967,G#5
76.105,A3_A5_C#4
76.354,E5
76.555,C#6_E4
76.771,A3_A5_C#4
77.029,E5
77.241,C#6_E4
77.557,A3_A5_C#4
79.007,A3_A5_C4
79.234,E5
79.444,C6_E4
79.667,A3_A5_C4
79.915,E5
80.142,C6_E4
80.423,A3_A5_C4
81.626,A5_C4_D#4_F3
81.852,D#5
82.06,C6_F#3
82.286,A5_C4_D#4_F3
82.51,D#5
82.727,C6_F#3
83.135,A5_C4_D#4_F3
84.439,F4
84.635,A#4
84.84,F4
85.046,A#4
85.25,D5
85.454,A#4
85.671,D5_F3
85.889,A#3_F5
86.099,F3
86.285,A#3_F5
86.504,D4_F5
86.701,A#3
86.91,A#5_D4
87.132,A5_F4
87.232,G5
87.327,F5
87.415,G5
87.53,A5_F4
87.63,A#5
87.736,C6_F4
87.853,A#5
87.936,A5
88.042,A#5
88.126,A#4_C6
88.223,D6
88.31,A4_D#6
88.431,G4
88.501,F4_F5
88.613,G4
88.702,A4_D#6
88.796,A#4
88.914,C5
89.001,A#4
89.085,A4_F5
89.184,A#4
89.285,C5_D#6
89.382,D5
89.484,D#5
89.6,F6
89.694,D#6
89.781,D6_F5
89.879,C6_D#5
89.971,A#5_D5
90.061,A5_C5
90.161,A#5_D5
90.262,A5_C5
90.353,A#4_G5
90.448,A4_F5
90.54,D#5_G4
90.655,D5_F#4
90.803,D#5
90.883,D5
90.997,C6
91.109,D#5_G4
91.201,C6
91.322,D5_F#4
91.427,D#5
91.526,D5
91.645,C6
91.741,D#5_G4
91.84,C6
91.979,D5_F#4
92.09,C6
92.198,A5
92.288,G5
92.387,F#5
92.482,D#5
92.583,D5
92.682,D#5
92.781,D5
92.876,C5
92.977,A#4_D3
93.069,A4
93.188,G3_G4
93.384,D3
93.586,D4_G3
93.801,A#3_G4
94.016,D4_G3
94.223,A#3_G4
94.438,A#4_D4
94.665,G4
94.872,A#4_D4
95.111,D4_D5
95.531,D5_G4
95.746,D5_F#4
95.858,E4
95.954,F#4
96.051,D4
96.145,A#4_G5
96.362,A4_F#5
96.478,E5
96.574,F#5
96.661,D5
