start(sec),chord
1.038,E5
1.695,A3_D#5
1.77,E5
1.857,F5
1.914,E5
2.284,C4_E4
2.507,D#5
2.707,C4_E4_E5
3.124,A3_A4
3.566,C4_E4
3.997,A4_C4_E4
4.43,A#4_A3
4.879,D4_F4
5.307,B4_D4_F4
5.763,A3_C5
6.228,E4_G4
6.674,C#5_E4_G4
7.129,A3_D5
7.596,A4_F4
8.044,A4_B3_D#5
8.516,A3_E5
8.964,A4_C4
9.466,A5_C4_E4
10.043,D3_G5
10.271,F5
10.48,B3_E5
10.672,D5
10.875,C5_D4
11.069,B4
11.293,A4_C4_E3
11.749,B3_G#4
12.254,E5
12.88,A3_D#5
12.978,E5
13.062,F5
13.124,E5
13.423,C4_E4
13.638,D#5
13.841,C4_E4_E5
14.281,A3_A4
14.728,C#4_E4
15.154,A4_C#4_E4
15.626,A3_C5
16.07,A#4_D4_F4
16.513,B4_D4_F4
16.954,A3_D5
17.404,C5_E4_G4
17.844,E4_G4
18.038,C#5
18.29,A3_E5
18.734,A4_D5_F4
19.207,B3_F5_G#4
19.695,A3_A4_C4_F5
19.839,E5
19.943,D#5
20.056,E5
20.232,A5
20.951,A4
21.207,A4_C5_E3_E4
21.888,D5
22.107,B4_D4_G#4
22.596,A3_A4_C4
23.561,C5
24.003,B4_C3
24.094,C5
24.168,D5
24.238,C5
24.51,E3_G3
24.698,B4
24.904,C5_E3_G3
25.355,C3_E5
25.797,E3_G3
26.264,D5_E3_G3
26.395,C5
26.492,B4
26.598,A4
26.721,B2_G4
27.169,D3_F3_G3
27.352,A4
27.411,F#4_G4
27.527,G4
27.604,B4_D3_F3_G3
27.845,A4
28.06,C3_G4
28.505,E3_G3
28.923,E3_E4_G3
28.983,F4
29.059,E4
29.121,F4
29.182,E4
29.266,D4
29.319,E4
29.409,C3_E3_G4
29.859,C5
30.316,E5
30.887,G5
31.707,F5
31.803,E5
31.901,D5
31.988,C5
32.109,B4
32.186,A4
32.305,B2_G2_G4
32.793,A2_C3_F#4
33.234,B2_D3_F4
33.741,C3_E4
34.788,E5
35.27,E5_F3
35.716,A3_C4_D5
36.173,A3_C4_D5
36.642,D5_F3
37.074,A3_C4
37.255,E5
37.32,D5
37.384,C#5
37.46,D5
37.516,A3_C4_E5
37.734,C5
37.986,A4_F#3
38.439,A3_C4_D4
38.908,A3_C4_D4
39.374,F#3
39.607,B4
39.682,A4_G#4
39.827,A3_A4_C4_D4
40.074,C5
40.165,B4
40.272,A3_C4_D4_D5
40.397,C5
40.501,B4
40.596,A4
40.717,G3_G4
41.185,C4_E4_G5
41.633,C4_E4_G5
42.096,G3_G5
42.568,B3_D4_G5
43.029,B3_D4_G5
43.595,B3_D4_F5_G#3
44.677,G5
44.78,F5
44.896,A3_C4_E5
45.979,E5
46.462,E5_F3
46.918,A3_C4_D5
47.391,A3_C4_D5
47.842,D5_F3
48.091,E5
48.165,C#5_D5
48.271,A3_C4_D5
48.521,D#5
48.734,A3_C4_E5
48.947,C5
49.212,A4_F#3
49.664,A3_C4_D4
50.102,A3_C4_D4
50.217,B4
50.346,A4
50.414,G#4
50.514,A4
50.565,F#3
50.638,B4
50.763,A4
50.842,G#4
50.951,A3_A4_C4_D4
51.053,B4
51.169,C5
51.267,B4
51.371,A3_C4_D4_D5
51.49,C5
51.589,B4
51.701,A4
51.809,G3_G4
52.268,C4_E4_G5
52.69,C4_E4_E5
53.116,C4_E4_G5
53.57,C4_C6_E4
54.012,C4_E4
54.228,C5
54.488,E5_G3
54.577,D5
54.673,E5
54.757,D5
54.836,E5
54.901,B3_D5_F4
54.975,E5
55.062,D5
55.142,E5
55.215,D5
55.294,E5
55.35,B3_D5_F4
55.465,E5
55.542,D5
55.632,E5
55.712,D5
55.807,E5_G3
55.878,D5
55.956,E5
56.031,D5
56.126,E5
56.208,B3_D5_E5_F4
56.371,D5
56.456,E5
56.527,D5
56.594,E5
56.671,B3_D5_F4
56.826,C5
56.947,D5
57.076,C4_C5
57.526,E4_G4
57.961,E4_G4
58.423,E4_G4
58.915,B4
59.405,C5
59.872,B3_C#5
59.951,D5
60.027,E5
60.095,D5
60.376,D4_E4_G#4
60.815,D4_E4_G#4
61.279,D4_E4_G#4
61.78,C#5
62.29,D5
62.854,A3_D#5
62.931,E5
63.014,F5
63.087,E5
63.368,C4_E4
63.585,D#5
63.794,C4_E4_E5
64.227,A3_A4
64.684,C4_E4
65.142,A4_C4_E4
65.596,A3_C5
66.04,A#4_D4_F4
66.505,B4_D4_F4
66.943,A3_D5
67.409,C5_E4_G4
67.865,E4_G4
68.065,C#5
68.314,A3_E5
68.773,A4_D5_F4
69.233,A4_B3_D#5
69.703,A3_F5
70.171,A4_C4_E5
70.643,C4_E4
70.913,A5
71.141,D3_G5
71.368,F5
71.557,B3_E5
71.784,D5
71.991,C5_D4
72.188,B4
72.443,A4_C4_E3
72.88,B3_G#4
73.37,E5
73.918,A3_D#5
74.146,E5
74.362,C4_E4_F5
74.565,E5
74.77,C4_D#5_E4
74.987,E5
75.208,A3_E5
75.659,A4_C#4_E4
76.087,C#4_E4
76.232,B4
76.288,A4
76.382,G#4
76.471,A4
76.549,A3_C5
76.977,A#4_D4_F4
77.436,D4_F4
77.521,C5
77.603,B4
77.682,A4
77.773,B4
77.865,A3_D5
78.312,C5_E4_G4
78.732,E4_G4
78.848,D5
78.927,C#5
