start(sec),chord
0.988,A#3_A#4_D4
1.188,C5
1.267,A#4
1.342,C5
1.41,A#4
1.473,A4
1.544,A#4
1.6,C5
1.695,D5
1.788,A#4_C4_D#4
1.962,A4
2.092,C5
2.203,A#4
2.349,A4
2.474,D#5
2.585,C5_D4_F4
2.757,A#4
2.876,D5
3.004,C5
3.138,A#4
3.272,F5
3.419,D5
4.181,A#4_D#3_D#4_D#5_G5
4.628,A#2_A#3_A#4_D5_F5
5.092,F5
5.178,A#5
5.266,A5
5.371,A#5
5.467,D6
5.565,A#5
5.656,A5
5.738,A#5
5.874,D5_F2_F3_F5
6.077,C5_D#5
6.322,A#2_A#3_A#4_D5
7.688,A#2_A#3_D3
7.895,C4
7.98,A#3
8.048,C4
8.1,A#3
8.173,A3
8.25,A#3_C4
8.401,D4
8.48,A#3_C3_D#3
8.65,A3
8.775,C4
8.895,A#3
9.031,A3
9.155,D#4
9.275,C4_D3_F3
9.44,A#3
9.581,D4
9.706,C4
9.831,A#3
9.982,F4
10.137,D4
10.866,D#3
10.969,C4_G3_G4
11.112,C5
11.233,D#5
11.365,C5
11.49,D#5
11.622,G5
11.749,D4_F3_G5
11.883,F5
11.977,D#5
12.068,D5
12.164,D#4_D5
12.272,C5
12.367,A#4
12.466,A4
12.576,A#3_A#4_D4
12.801,A#3_D4
12.983,A#3_D4
13.195,A#3_D4
13.388,A#3_D4
13.585,A#3_A#4_D4
13.775,A#3_A4
13.953,A#3_G#4
14.156,A#3_D#4_G4
14.361,A#3_A4_D#4
14.462,A#4
14.556,A#3_C5_D#4
14.651,D5
14.737,A#3_D#4_D#5
14.835,F5
14.928,A#3_D#4_G5
15.013,A5
15.113,A#3_A#5_D#4
15.216,A5
15.307,A#3_A#5_D#4
15.417,A5
15.514,A#3_A#5_D#4
15.602,G5
15.695,A#3_D4_F5
15.908,A#3_D4
16.109,A#3_D4
16.318,A#3_D4
16.526,A#3_D4
16.714,A#3_A#4_D4
16.91,A#3_A4_D4
17.1,A#3_D4_G#4
17.28,A#3_D#4_G4
17.497,A#3_A4_D#4
17.579,A#4
17.68,A#3_C5_D#4
17.77,D5
17.872,A#3_D#4_D#5
17.969,F5
18.064,A#3_D#4_G5
18.154,A5
18.259,A#3_A#5_D#4
18.366,A5
18.461,A#3_A#5_D#4
18.56,A5
18.642,A#3_A#5_D#4
18.751,G5
18.854,A#3_D4_F5
19.059,A#3
19.257,D4
19.361,A#5
19.44,C6_F4
19.56,A#5
19.634,A#3_D6
19.763,C6
19.855,A#5
19.949,A5
20.036,G5
20.141,F5
20.242,D#5
20.345,D5
20.453,D#5
20.665,F3
20.849,A3
20.982,A5
21.048,A#5_C4
21.178,A5
21.243,C6_F3
21.383,A#5
21.479,A5
21.578,G5
21.673,F5
21.768,D#5
21.865,D5
21.961,C5
22.073,D5
22.283,A#1_A#2
22.49,D2_D3
22.6,F5
22.694,F2_F3_G5
22.803,F5
22.887,A#5_D2_D3
23.003,A5
23.099,G5
23.197,F5
23.297,D#5
23.397,D5
