start(sec),chord
1.047,F3_F4
1.315,A3
1.503,C4
1.684,A3
1.839,A4
1.893,C4
2.038,A3
2.206,C5_F3
2.405,C4
2.599,D#4
2.762,C4
2.96,A4_D#4
3.149,C4
3.328,A#4_F3
3.526,A#3
3.735,D4
3.891,A#3
4.085,G5
4.139,D4
4.279,A#3
4.445,F3_F5
4.621,E5_G3
4.844,A#3_E5
5.006,G3
5.198,A#3
5.371,G3
5.581,A3_F3_F5
5.983,A4
6.376,D5
6.771,G4
7.182,C5
7.771,A4
7.986,F3_F4
8.382,A2
8.783,D3
9.178,G2_G4
9.557,C3_E4
9.64,F4
9.715,E4
9.814,D4
9.935,E4
10.125,A2
10.338,A4_F2_F4
10.743,A#4_D3
11.134,A#2_D5
11.555,A2_D5
11.755,C5
11.941,A#4
12.125,A4
12.309,D3_G4
12.488,F4
12.681,A#2_G4
13.07,A#4
13.458,A#3_C3_E4
13.899,A3_F2_F4
14.822,A4_C5_C6
15.094,A#4_A#5_G4
15.193,A4_A5_F4
15.593,A4_A5_F4
15.993,A4_A5_F4
16.272,C4_G4_G5
16.377,A3_F4_F5
16.781,A3_F4_F5
17.183,A3_F4_F5
17.59,C4_E5_G4_G5
17.995,C4_E5_G4_G5
18.386,C4_E5_G4_G5
18.816,C4_E5_G4_G5
19.24,A4_A5_F4_F5
19.659,A4_C5_C6_D6
19.849,A#4_A#5_C6_G4
20.011,A4_A5_F4
20.422,A4_A5_F4
20.822,A4_A5_F4
20.912,A#5
20.998,A5
21.098,C4_G4_G5
21.188,A3_F4_F5
21.6,A3_F4_F5
22.014,A3_F4_F5
22.445,C4_G4_G5
22.855,A#5
23.268,A#4_C4_E5_G4
23.691,A4_F4_F5
24.544,A#4_C4_C6_E4
24.982,A4_F4_F5
25.814,A#3_C3_C5_E3
26.249,A3_F3_F4
27.109,C#2_C#3_C#4
27.55,D2_D3_D4
27.81,F3
27.993,A3
28.21,F3_F4
28.29,A4
28.39,A3_D5
28.604,A4_F3
28.689,D5
28.78,D3_F5
28.996,D5_F3
29.07,F5
29.16,A3_A5
29.373,A5_F3
29.574,A3_F5
29.742,D5_F3
29.902,A#5_C#5_E2_E3_E5_G5
30.43,A#3_C#4_E3_G3
30.646,A5
30.746,G5
30.831,F5
30.929,E5
31.02,D5
31.122,C#5
31.214,A#5_E2_E3
31.661,A#3_C#4_E3_G3
31.899,A5
31.993,G5
32.074,F5
32.162,E5
32.259,D5
32.356,C#5
32.468,D5_F3
32.701,A3
32.909,D4
33.11,A3_F4
33.184,A4
33.288,D4_D5
33.499,A3_A4
33.595,D5
33.69,F3_F5
33.906,A3_D5
33.999,F5
34.09,A5_D4
34.3,A3_A5
34.519,D4_F5
34.698,A3_D5
34.928,B4_D2_D3_D5_F5_G#5
35.38,B3_D3_F3_G#3
35.603,G5
35.702,F5
35.783,D#5
35.89,D5
35.971,C5
36.076,B4
36.169,D2_D3_G#5
36.614,B3_D3_F3_G#3
36.864,G5
36.949,F5
37.042,D#5
37.139,D5
37.23,C5
37.329,B4
37.438,C5_D#3
37.704,G3
37.905,C4
37.992,G4
38.082,C5_G3
38.173,G4
38.269,C4_D#5
38.37,C5
38.456,D#5_G3
38.558,C5
38.654,D#3_G5
38.771,D#5
38.86,G3_G5
38.968,D#5
39.097,C4_C6
39.304,G3
39.533,C4
39.745,G3
39.944,C3_C5
40.192,D#3
40.396,G#3
40.499,G#4
40.595,C5_D#3
40.698,G#4
40.786,D#5_G#3
40.888,C5
40.986,D#3_D#5
41.085,C5
41.185,C3_G#5
41.281,D#5
41.392,D#3_G#5
41.495,D#5
41.62,C6_G#3
41.839,D#3
42.067,G#3
42.261,D#3
42.493,C5_G#2
42.716,C3
42.928,D#3
43.043,F#4
43.136,C3_C5
43.234,F#4
43.33,D#3_D#5
43.426,C5
43.525,C3_D#5
43.611,C5
43.717,F#5_G#2
43.82,D#5
43.922,C3_F#5
44.018,D#5
44.132,C6_D#3
44.346,C3
44.559,D#3_F#5
44.739,C3
44.79,G4
44.861,B4
44.924,D5
44.997,G2_G5
45.221,B2
45.432,D3
45.642,G3
45.844,C3_F5
45.945,D#5
46.041,D#3_D5
46.134,C5
46.236,G2_G5
46.461,B2
46.676,D3
46.876,G3
47.095,C3_F5
47.198,D#5
47.302,D#3_D5
47.402,C5
47.507,G2_G3_G5
48.142,G#3_G#5
48.244,G3_G5
48.327,F3_F5
48.428,D#3_D#5
48.526,D3_D5
48.632,C3_C5
48.731,G3_G5
49.201,G2_G4
50.526,C3
50.601,G3
50.653,C4_G4
50.73,E5
51.181,E5
51.611,E5
51.824,G3
51.901,D4
51.986,B4_F4
52.078,G5
52.785,F5
53.014,D5
53.456,C3_D5_E4
53.665,C5
53.88,C5_E3_G4
54.307,G3
54.505,B4_D5
54.718,B4_C4_D5
55.171,C3
55.608,C5_E5
56.094,A3_F5
56.533,C4_F4_G5
56.629,F5
56.722,E5
56.809,F5
56.915,G5
57.141,A5
57.362,A5_B3
57.565,G5
57.775,D4_F#5_G4
57.991,G5
58.201,F5
58.402,D5
58.608,C4_D#5
58.817,E5
59.032,A3_C4_F5
59.235,E5
59.467,D4_F3_G5
59.686,F5
59.886,B3_E5_G3
60.088,D5
60.295,C5
60.508,B4
60.729,A4
60.947,G4
61.18,C4_D#5
61.389,E4_E5
61.491,G4
61.58,C4_D#5
61.757,E4_E5
61.897,G4
