start(sec),chord
0.983,A2_A3
1.165,D3_D4
1.357,A2_A3
1.538,D3_D4
1.73,F#3_F#4
1.927,D3_D4
2.118,F#3_F#4
2.329,A3_A4
2.754,A3_A4
2.992,A3_A4
3.453,A4_C#5_D5_G4
3.589,B4
3.655,C#5_D5_F#4
4.211,A4_C#4_E5_F#5
4.341,D5
4.423,E5
4.49,D4_F#5
4.932,A5_E4_G3_G5
5.245,A3_D4_F#5
6.035,C#4_E5
6.52,B2_B3
6.715,E3_E4
6.924,B2_B3
7.113,E3_E4
7.307,G3_G4
7.507,E3_E4
7.693,G3_G4
7.911,B3_B4
8.316,B3_B4
8.536,B3_B4
8.962,A4_D#5_F#4
9.204,B4_F#5_G4
9.319,E5
9.415,G5
9.513,F#5
9.612,A5
9.719,G5
9.837,B5
10.322,A3_C#5_E4
10.592,D4_E5_G4
11.323,D5_F#4
11.792,A2
11.996,D3
12.215,A2_D5
12.404,D3_F#5
12.599,A5_F#3
12.796,D3_F#5
13.02,D6_F#3
13.237,A3
13.339,C#6
13.462,E6
13.552,D6
13.652,A3_C#6
13.755,B5
13.842,A3_A5
13.98,B5
14.073,A5
14.16,G5
14.254,C#4_F#5
14.368,E5
14.478,D4_F#5
14.581,A5
14.686,F#5
14.78,D5
14.891,C#5_E4
14.999,A4
15.092,D5_F#4
15.185,C#5
15.298,D5
15.393,F#5
15.504,E5_G4
15.611,G5
15.742,A3_D5_F#4
16.487,C#5_E4
16.958,B2
17.16,E3
17.376,B2_E5
17.565,E3_G5
17.766,B5_G3
17.973,E3_G5
18.182,E6_G3
18.409,B3
18.521,D#6
18.617,C6
18.719,B5
18.798,A5_B3
18.931,G5
19.026,B3_F#5
19.138,E5
19.224,D#5
19.331,C5
19.426,B4_D#4
19.544,A4
19.638,E4_G4
19.755,B4
19.858,E5
19.956,B4
20.06,G5
20.164,E5
20.281,B5
20.487,B4
20.69,A3_C#5_G4
20.96,D4_D5
21.202,F#4
21.401,A4
21.608,D4
21.849,D6_F#4
21.956,C#6
22.061,A4_B5
22.155,A5
22.26,C#4_G#5
22.374,A5
22.449,E4_G#5
22.573,A5
22.672,A4_B5
22.776,A5
22.921,E4
23.151,A5_G4
23.233,G5
23.349,A4_F#5
23.456,E5
23.553,C#5_D4
23.672,D5
23.767,C#5_F#4
23.875,D5
23.987,A4_E5
24.092,D5
24.203,D4
24.435,D6_F#4
24.52,C#6
24.632,A4_B5
24.728,A5
24.858,C#4_G#5
24.974,A5
25.079,E4_G#5
25.172,A5
25.273,A4_B5
25.395,A5
25.538,E4
25.746,A5_G4
25.828,G5
25.956,A4_F#5
26.06,E5
26.184,A4_C#5
26.283,D5
26.397,C#5
26.504,D5
26.613,G5
26.708,F#5
26.829,A4_C#4_D#5
26.94,E5
27.044,D#5
27.163,E5
27.255,A5
27.352,G5
27.462,A4_D4_F5
27.569,F#5
27.672,F5
27.779,F#5
27.887,B5
27.983,A5
28.096,A4_A5_E4
28.199,G5
28.301,F#4_F#5
28.405,E5
28.496,D5_G4
28.592,C#5
28.704,A4_C#5_F#4
28.823,D5
28.938,C#5
29.038,D5
29.13,G5
29.224,F#5
29.34,A4_C#4_D#5
29.43,E5
29.539,D#5
29.643,E5
29.741,A5
29.842,G5
29.958,A4_D4_F5
30.056,F#5
30.16,F5
30.273,F#5
30.371,B5
30.46,A5
30.59,A4_A5_E4
30.682,G5
30.792,F#4_F#5
30.895,E5
30.992,D5_G4
31.111,C#5
31.206,A4_F#4
31.335,D5
31.447,F#5
31.533,A5
31.609,D6_E4_G4
31.734,C#6
31.82,D4_F#4
31.969,B4
32.064,D5
32.151,F#5
32.228,B5_C#4_E4
32.352,A5
32.454,B3_D4
32.578,G4
32.672,B4
32.755,D5
32.855,A3_C#4_G5
32.977,F#5
33.086,B3_G3
33.206,E4
33.323,G4
33.408,B4
33.486,B3_E5_G#3
33.599,D5
33.701,A3_C#5
33.822,E4
33.924,A5_C#4
34.034,E4
34.116,D4_D5_F#5
34.232,F#4
34.328,A3_C#5_E5
34.451,E4
34.53,A5_C#4
34.648,E4
34.725,D4_D5_F#5
34.827,F#4
34.945,A3_C#5_E4_E5
35.161,A5
35.395,A2_A3_A4
35.661,A2_A3_A4
36.215,E5
36.414,A5_E4
36.622,A4_E5
36.839,A5_E4
37.062,A4_C#6
37.271,A5_C#5
37.483,A4_C#6
37.691,C#5_E6
37.798,D6
37.914,C#6_E5
38.01,B5_D5
38.116,A#5_C#5
38.216,B4_G#5
38.319,A#4_F#5
38.426,E5_G#4
38.52,D5_F#4
38.622,C#5_E4
38.724,B4_D4
38.819,A#4_C#4
38.936,B3_B4
39.044,A#3
39.156,B3_F#4
39.385,B4_F#3
39.599,B3_D5
39.818,B4_D4
40.039,B3_D5
40.262,D4_F#5
40.366,E5
40.47,D5_F#4
40.573,C#5_E4
40.677,B4_D4
40.77,A#4_C#4
40.885,B3_D5
40.984,A#3_C#5
41.087,B4_D4
41.19,A4_C#4
41.284,B3_G#4
41.383,A3_F#4
41.492,E4_G#3
41.578,F#3
41.702,B3_E3
41.93,B2_E4
42.171,E3_G#4
42.388,E4_G#3
42.608,E3_G#4
42.823,B4_G#3
42.939,C#5
43.035,B3_D5
43.133,C#4_C#5
43.255,B4_D4
43.352,A4_C#4
43.443,B3_G#4
43.553,A3_F#4
43.656,E4_G#3
43.737,F#3_F#4
43.867,D4_G#3
43.983,E3_E4
44.118,A3_C#4
44.232,E4
44.326,D#4
44.461,E4
44.556,F#4
44.663,E4
44.766,A3_A4_C#4
44.891,E4
44.979,D#4
45.089,E4
45.186,F#4
45.28,E4
45.431,B3_G#3
45.562,E4
45.651,D#4
45.77,E4
45.846,A3_C#4
45.974,E4
46.069,B3_D4
46.181,E4
46.283,A3_C#4
46.378,E4
46.478,B3_G#3
46.591,E4
46.702,A3_C#4
46.829,E4
46.94,D#4
47.049,E4
47.145,F#4
47.255,E4
47.346,A3_A4_C#4
47.471,E4
47.565,D#4
47.684,E4
47.775,F#4
47.876,E4
48.01,B3_G#3
48.141,E4
48.217,D#4
48.337,E4
48.415,A3_C#4
48.535,E4
48.628,B3_D4
48.746,E4
48.867,A3_C#4
48.958,E4
49.065,B3_G#3
49.16,E4
49.277,A3
49.385,C#4
49.484,E4
49.594,A4
49.704,C#5
49.797,E5
49.919,A3_A5_C#4_G5
50.023,G#5
50.122,B3_D4_F#5
50.234,E5
50.332,C#4_D5_E4
50.438,C#5
50.569,D4_F#4
50.673,A#4
50.775,B4
50.889,C#5
51.0,D5
51.108,E5
51.194,B3_D4_F#5
51.301,E5
51.401,C#4_D5_E4
51.496,C#5
51.605,B4_D4_F#4
51.717,A4
51.84,E3_E4
51.936,C#5
52.069,A3_A4_C#4
52.176,E5
52.276,A3_C#4_C#5
52.389,A5
52.497,C#5_E3
52.586,B4
52.654,C#5
52.74,B4_D4_G#3
52.792,C#5
52.888,B4
52.94,A4_D4_G#3
53.062,B4
53.181,A3_A4_C#4
53.443,A2_A3
53.691,A2_A3
53.986,A2_A3
54.85,C#5
55.201,D5
55.719,E5
56.009,F#5
56.275,E5
56.393,D5
56.501,C#5
56.611,B4
56.749,A4_B3_D4_E3
57.596,G#4
58.055,D3_F#4_G#3
58.324,A3_C#3_F#4
58.557,E4
58.78,E4
59.04,E4
59.247,A4_C#3
59.483,A2_A4_C#5
59.742,A4_C#5_E3
60.255,D5
60.555,B4_G#4
61.042,C#5
61.306,D5
61.531,D5
61.645,C#5
61.755,E5
61.853,D5
61.975,F#5
62.076,E5
62.174,D5
62.28,C#5
62.397,D5
62.491,B4
62.577,A4_B3_D4_E3
62.703,G#4
62.806,B4
62.919,A4
63.018,C#5
63.132,B4
63.233,D5
63.341,C#5
63.443,E5
63.556,D5
63.624,D4_F#5_G#4
63.757,E5
63.866,A4_C#4_E5
63.975,A5
64.085,G#5
64.198,G5
64.303,A4_D4_F#5
64.406,F5
64.516,A4_C#4_E5
64.62,A5
64.733,G#5
64.846,G5
64.974,A4_D4_F#5
65.086,F5
65.229,A4_C#4_E5
66.237,B4_F5_G#4
67.247,D4_F#4_F#5
67.951,F#5
68.066,G#5
68.168,A5
68.27,F5
68.375,F#5
68.486,C#5
68.591,D5
68.69,B4
68.865,A4
69.365,C#4_E3
69.65,D4_F3
70.189,D#4_F#3
70.49,A4_C#5_E3_E4
71.312,B4_C#5_D4_G#4
71.578,A4
71.807,B4
72.043,A3_A4
72.306,C#4
72.518,D#5_E4
72.641,E5
72.71,A3_F#5
72.844,E5
72.951,C#4_D5
73.048,C#5
73.134,B4_E4
73.237,A4
73.342,E3_G#4
73.448,A4
73.538,B4_G#3
73.656,C#5
73.743,B3_D5
73.876,E5
73.973,E3_F#5
74.077,G#5
74.184,A5_G#3
74.293,B5
74.392,B3_C#6
74.499,D6
74.626,A3_C#6
74.901,C#4
75.104,D#5_E4
75.242,E5
75.305,A3_F#5
75.454,E5
75.518,C#4_D5
75.648,C#5
75.711,B4_E4
75.844,A4
75.957,E3_G#4
76.042,F#4
76.146,B3_E4
76.253,F#4
76.348,D4_G#4
76.457,A4
76.561,B4_E3
76.66,C#5
76.77,B3_D5
76.884,E5
76.98,D4_F#5
77.082,G#5
77.216,A3_A5_C#4
77.467,E5
77.685,C#6_E4
77.94,A3_A5_C#4
78.198,E5
78.424,C#6_E4
78.695,A3_A5_C#4
80.204,A3_A5_C4
80.44,E5
80.691,C6_E4
80.962,A3_A5_C4
81.201,E5
81.431,C6_E4
81.704,A3_A5_C4
83.079,A5_C4_D#4_F3
83.309,D#5
83.538,C6_F#3
83.77,A5_C4_D#4_F3
83.995,D#5
84.224,C6_F#3
84.479,A5_C4_D#4_F3
85.607,F4
85.82,A#4
86.057,F4
86.27,A#4
86.48,D5
86.701,A#4
86.924,D5_F3
87.139,A#3_F5
87.379,F3
87.579,A#3_F5
87.788,D4_F5
88.01,A#3
88.217,A#5_D4
88.444,A5_F4
88.57,G5
88.658,F5
88.75,G5
88.871,A5_F4
88.975,A#5
89.083,C6_F4
89.202,A#5
89.302,A5
89.414,A#5
89.482,A#4_C6
89.6,D6
89.69,A4_D#6
89.802,G4
89.898,F4_F5
89.992,G4
90.094,A4_D#6
90.201,A#4
90.311,C5
90.393,A#4
90.497,A4_F5
90.616,A#4
90.695,C5_D#6
90.81,D5
90.917,D#5
91.038,F6
91.146,D#6
91.229,D6_F5
91.341,C6_D#5
91.432,A#5_D5
91.533,A5_C5
91.629,A#5_D5
91.728,A5_C5
91.824,A#4_G5
91.93,A4_F5
92.031,D#5_G4
92.152,D5_F#4
92.275,D#5
92.374,D5
92.478,C6
92.573,D#5_G4
92.694,C6
92.794,D5_F#4
92.911,D#5
93.025,D5
93.122,C6
93.21,D#5_G4
93.34,C6
