start(sec),chord
0.994,E4
1.047,G4
1.098,C3_C5
1.235,C4
1.342,B3
1.464,C4
1.604,C3
1.91,C5
2.026,B4
2.144,D5
2.262,C5
2.386,E5
2.499,D5
2.624,F5
2.74,E5
2.862,G5
2.957,F5
3.039,A4
3.108,A5_D5_F2_F3_F5
3.783,G5
3.906,F5
4.031,E5
4.134,D5
4.249,C5
4.31,D5
4.384,C5
4.449,B4
4.532,C5_E3
4.645,E5
4.785,D5_F3
4.903,F5
5.032,B4_G3
5.151,D5
5.332,C3_C5_E4_G4
5.53,C4
5.658,B3
5.776,C4
5.922,C3
6.231,C5
6.349,B4
6.471,D5
6.593,C5
6.707,E5
6.825,D5
6.942,F5
7.06,E5
7.171,G5
7.283,F5
7.355,A4
7.425,A5_D5_F2_F3_F5
8.076,G5
8.202,F5
8.324,E5
8.43,D5
8.538,C5
8.595,D5
8.678,C5
8.74,B4
8.795,C5_E3
8.944,E5
9.054,D5_F3
9.198,F5
9.316,B4_G3
9.444,D5
9.582,C4_C5
9.704,G4
9.838,D5_E4
9.91,B4_C5_G4
10.03,C4_C5
10.179,G4
10.294,E4_E5
10.427,G4
10.569,B3_C#5
10.691,G4
10.812,D4
10.933,G4
11.088,B3_D5
11.203,G4
11.34,D4
11.446,G4
11.601,B3
11.715,G4
11.825,D4_E5
11.899,C#5_D5_G4
12.031,B3_D5
12.169,G4
12.28,D4_F5
12.402,G4
12.559,C4_D#5
12.708,G4
12.84,E4
12.944,G4
13.098,C4_E5
13.212,G4
13.355,E4
13.455,G4
13.597,C4
13.71,G4
13.799,A5_E4_G5
13.912,F#5_G4
14.031,C4_C6
14.197,G4
14.296,A#5_E4
14.424,G4
14.594,C4_G#5
14.702,A4
14.835,F4
14.943,A4
15.073,A5_C4
15.215,A4
15.322,F4
15.439,A4
15.508,A5
15.57,B5
15.629,C4_C6
15.735,A4
15.87,F4
15.994,A4
16.117,B5_C4
16.234,A4_A5
16.358,F4_G5
16.471,A4_F5
16.623,C4_F#5
16.77,G4
16.909,E4
17.014,G4
17.162,C4_G5
17.266,G4
17.405,E4
17.521,G4
17.649,E3
17.781,G3
17.919,C4
18.055,E4
18.18,G4
18.314,C5
18.441,E5
18.566,G5
18.707,F3
18.832,A3
18.972,C4
19.1,F4
19.223,A4
19.356,C5
19.478,F5
19.61,A5
19.738,A5
19.864,G5
19.978,C4_F5_G3
20.094,E5
20.235,B3_E5_G3
20.354,D5
20.481,D4_E5_G3
20.618,F5
20.862,D4_F5_G#3
21.42,A3_C4_E5
22.007,E3
22.138,G3
22.282,C4
22.406,E4
22.523,G4
22.645,C5
22.77,E5
22.899,G5
23.03,F3
23.157,A3
23.292,C4
23.424,E4_F4
23.532,A4
23.656,C5
23.783,F5
23.895,A5
24.032,A5
24.157,G5
24.273,C4_F5_G3
24.391,E5
24.519,B3_E5_G3
24.643,D5
24.767,C5_F4_G3
24.878,B4
24.995,C4_C5_E4
25.147,C4
25.281,B3
25.4,C4
25.546,A#4_B2_E5_G4
25.688,C3
25.806,B2
25.95,C3
26.109,C2
26.364,A4_F5
26.627,A4_F4
26.891,C5_D4
26.966,B4
27.018,A4
27.075,B4
27.144,B3_C5_E4
27.299,C4
27.43,B3
27.533,C4
27.691,A#4_B2_E5_G4
27.84,C3
27.962,B2
28.095,C3
28.264,C2
28.542,A4_F5
28.806,A4_F4
29.039,B4_C5_D4
29.176,A4
29.254,B4
29.34,C5_E4
29.418,D5
29.475,C5
29.536,B4_C5_G3
29.725,E5
29.85,B3_D5
29.928,E5
29.993,D5
30.048,C5
30.129,D5_G3
30.244,F5
30.39,C4_E5
30.457,F5
30.519,E5
30.582,D5
30.667,E5_G3
30.762,G5
30.907,D4_F5
30.979,G5
31.061,F5
31.133,E5
31.208,F5_G3
31.32,A5
31.459,E4_G5
31.593,C6
31.733,E6
31.858,B5
31.99,C6
32.104,G5
32.21,A5_D4_F3
32.36,F5
32.511,C4_E5_F5_G3
32.648,E5
32.709,F5
32.8,E5
33.059,B3_D5
34.064,C#5
34.116,D5
34.625,C#5
34.701,D5
35.054,B4
35.13,D5
35.226,G#5
35.326,B5
35.445,E2
35.577,G#2
35.719,B2
35.848,E3
35.974,G#3
36.106,B3
36.233,E4
36.366,E3
36.496,A5
36.623,G#5
36.743,F5
36.872,E5
36.992,D5
37.102,C5_E3_G#3
37.24,B4
37.38,A2_A3_D5
37.51,C5
37.64,B4
37.757,C5
37.896,B4
38.026,C5
38.156,D5
38.286,C5
38.511,B4
38.592,C5
39.031,B4
39.125,C5
39.465,A4
39.558,C5
39.654,F#5
39.764,A5
39.882,D2
40.016,F#2
40.155,A2
40.3,D3
40.414,F#3
40.557,A3
40.672,D4
40.806,D3
40.926,G5
41.06,F#5
41.185,E5
41.322,D5
41.444,C5
41.572,B4_D3_F#3
41.689,A4
41.836,B4_G3
42.0,G4
42.104,F#4
42.229,G4
42.358,B3_D5
42.515,G4
42.64,D5_F#4
42.781,G4
42.938,C4_E5
43.081,G4
43.209,F#4
43.328,F#5_G4
43.485,A5_C4
43.62,G4_G5
43.751,F#4_F#5
43.875,E5_G4
44.012,B3_D5
44.142,G4
44.284,F#4
44.384,G4
44.548,D5_G3
44.677,B4_G4
44.811,D5_F#4
44.939,B4_G4
45.104,C4_E5
45.232,G4
45.378,F#4
45.499,F#5_G4
45.654,A5_C4
45.781,G4_G5
45.909,F#4_F#5
46.03,E5_G4
46.194,B3_D5
46.506,B5
46.622,A5
46.753,G5
46.867,F#5
46.975,E5_G#4
47.101,D5
47.212,A4_C5_D5
47.355,C5
47.473,A5
47.607,G5
47.746,F#5
47.869,E5
47.983,D5_F#4
48.12,C5
48.238,B4_G4
48.305,C5
48.392,B4
48.503,G5
48.635,F#5
48.777,E5
48.9,D5
49.0,C5_E4
49.139,B4
49.253,A4_C4
49.326,B4
49.406,A4
49.519,E5
49.647,D5
49.785,C5
49.909,B4
50.035,A4_C#4
50.168,G4
50.303,D4_F#4
50.43,D5
50.568,B5
50.707,A5
50.843,G5
50.965,F#5
51.071,E5_G#4
51.227,D5
51.365,A4_D5
51.498,C#5
51.652,A5
51.779,G5
51.914,F#5
52.045,E5
52.166,D5_F#4
52.293,C5
52.439,C5_G4
52.57,B4
52.711,G5
52.843,F#5
52.988,E5
53.12,D5
53.262,C5_E4
53.398,B4
53.558,C4
53.623,A4
53.768,G4
53.892,F#4
54.003,G4
54.167,C5_D4
54.248,B4_C5_G4
54.369,B4
54.439,C5_F#4
54.505,B4
54.579,A4_G4
54.684,B4
54.843,C5_E4
55.0,G4
55.151,F#4
55.251,G4
55.394,D4
55.499,G4
55.641,B4_F#4
55.749,G4
55.9,A4_C4
56.049,G4
56.122,A4_F#4_G#4
56.265,G4
56.42,B4_D4
56.583,G4
56.656,A#4_B4_F#4
56.853,G4
57.001,B4_E4
57.13,D5_G4
57.286,C5_F#4
57.425,G4
57.556,D4
57.675,G4
57.803,B4_F#4
57.922,G4
58.107,G#4
58.218,A4
58.397,C4_E4
58.678,B3_D#4
58.971,C4_E4
59.224,B4
59.314,C5
59.546,C4_E4
59.829,B3_D#4
60.112,C4_E4
60.395,D#5
60.473,E5
60.715,C4_E4
60.995,B3_D#4
61.288,C4_E4
61.597,A4_G#4
61.862,B4_C5
62.131,D#5_E5
62.396,A5_G#5
62.666,B5_C6
62.932,A5_G#5
63.189,D#5_E5
63.451,B4_C5
63.752,B4_C5_D3_D5
63.947,B3
64.072,G3
64.181,B3
64.318,C5_D3
64.449,B3_B4
64.575,A4_G3
64.683,B3_G4
64.844,B4_D3
64.91,A4_B4_C4
65.044,A4_F#3
65.108,A4_B4_C4
65.247,B4
65.31,A4_D3
65.377,A4_B4_C4_F#3
65.599,A4_G4
65.676,A4_C4
65.824,G3_G4
65.982,D4
66.116,B3_G5
66.228,D4_G5
66.375,G3_G5
66.504,D5
66.64,B4
66.772,G4
66.925,A4_F#3
67.057,D4
67.181,A3_A5
67.31,A5_D4
67.465,A5_F#3
67.581,F#5
67.717,D5
67.858,A4
68.005,B4_G3
68.126,D4
68.255,B3_B5
68.378,B5_D4
68.53,B5_G3
68.654,G5
68.786,D5
68.93,B4
69.038,A3_C3_D#5_E3
69.189,E5
69.377,C5_D5
69.462,A4
69.595,A3_B4_C4_D3
69.731,C5
69.875,A4
70.008,F#4
70.171,B3_G3_G4
70.283,F#5
70.423,G5
70.559,F#5
70.692,G2_G5
70.845,D5_G3
70.974,B4_F#3
71.1,G3_G4
71.25,A4_F#3
71.383,G#5
71.526,A5
71.666,G#5
71.796,A5_F#2
71.93,F#3_F#5
72.072,D5_E3
72.196,A4_F#3
72.356,B4_G3
72.496,A#5
72.63,B5
72.767,A#5
72.908,B5_G2
73.034,G3_G5
73.155,D5_F#3
73.261,B4_G3
73.356,C3_E3
73.429,A3_D#5
73.545,E5
73.703,C5
73.821,A4
73.904,D3
73.957,A3_B4_C4
74.107,C5
74.256,A4
74.385,F#4
74.521,B3_G3_G4
74.664,G5
74.801,B5
74.94,A5
75.074,G5
75.206,F#5
75.338,E5
75.465,D5
75.604,C5
75.736,B4
75.873,A4
76.008,G4
76.148,F#4
76.279,E4
76.414,D4
76.551,C#4
76.711,C4
77.276,A2_A3
77.832,F#2_F#3
77.97,D4
78.108,E4
78.239,D4
78.37,D2_D3_F#4
78.5,E4
78.627,D4
78.738,C4
78.909,A3_C4_G2
79.055,G3
79.181,F#3
79.303,G3
79.453,F#3
79.584,G3
79.714,F#3
79.829,G3
79.964,B3_G2
80.123,G4
80.25,F#4
80.369,G4
80.504,D4
80.646,D5
80.776,C#5
80.899,D5
81.02,G4
81.167,G5
81.302,F#5
81.43,G5
81.552,D5
81.69,B5
81.826,A5
81.94,B5
82.104,G5
83.11,A#3_D4_G2_G4
83.245,G3
83.369,F#3
83.496,G3
83.669,G2
83.943,G4
84.061,D4
84.18,A#4
84.303,G4
84.435,D5
84.559,A#4
84.696,G5
84.821,D5
84.946,A#4
85.053,G4
85.202,A4_C#5_E4_G2
85.351,G3
85.482,F#3
85.606,G3
85.779,G2
86.07,A4
86.18,E4
86.302,C#5
86.428,A4
86.554,E5
86.679,C#5
86.816,A5
86.946,E5
87.067,C#5
87.178,A4
87.346,A4_D5_F2_F4
87.477,F3
87.618,E3
87.743,F3
87.908,F2
88.195,A4
88.314,F4
88.434,D5
