start(sec),chord
0.988,A4_D2_D3_D5_F#4
1.935,D4_F#4_G5
2.04,F#5
2.135,E5
2.229,F#5
2.318,A5_E4_G4
2.419,G5
2.499,F#5
2.586,G5
2.693,A4_A5_F#4
3.639,A5
3.845,B5
4.022,C#6
4.206,D6
4.419,A5_F#3
4.63,D4
4.816,D3_F#5
5.017,D4
5.203,A5_E3
5.303,G5
5.389,D4_F#5
5.47,G5
5.561,A3_A5
5.77,C#4_G5
5.999,D3_D4_F5
6.134,F#5
6.965,D4_F#4_G5
7.073,F#5
7.165,E5
7.257,F#5
7.346,A5_E4_G4
7.449,G5
7.536,F#5
7.626,G5
7.732,A4_A5_F#4
8.707,A5
8.909,B5
9.092,C#6
9.276,D6
9.497,A5_F#3
9.708,D4
9.897,D3_F#5
10.102,D4
10.297,A5_E3
10.385,G5
10.478,D4_F#5
10.56,G5
10.661,A3_A5
10.751,G5
10.846,C#4_F#5
10.931,E5
11.023,D4_D5
11.233,F#4
11.445,A4_D4
11.652,F#4
11.832,D4_G5
11.919,F#5
11.995,G5
12.066,F#4_F#5
12.185,D4_G5
12.294,F#5
12.383,E5_F#4
12.469,D5
12.586,C#5_E4
12.814,G4
12.999,A4_E4
13.191,G4
13.396,E4_E5
13.512,F#4
13.621,G4
13.71,F#4
13.786,E4
13.892,D4
13.969,C#4
14.085,B3
14.138,A3_E5
14.398,C#4
14.553,A3_A4
14.777,C#4
14.961,A3_A5
15.059,G5
15.139,A5_C#4
15.228,G5
15.312,A5_G3
15.444,G5
15.503,C#4_F#5
15.599,E5
15.702,D5_F#3
15.908,D4
16.103,A4_F#3
16.314,D4
16.509,F#3_F#5
16.622,D3
16.721,E3
16.805,F#3
16.896,G3
16.983,A3
17.086,B3
17.188,C#4
17.309,D4_F#5
17.411,D5
17.501,E5
17.579,F#5
17.668,G5
17.759,A5
17.853,B5
17.93,C#6
18.029,D6
18.129,C#6
18.188,A3_B5_F#3
18.309,A5
18.388,A3_F#3_G5
18.488,F#5
18.562,A3_E5_F#3
18.661,D5
18.781,B3_E5_G3
18.87,F#5
18.983,E5
19.06,D#5
