start(sec),chord
0.924,C2_C3_C4
1.607,D#2_D#3_D#4
1.971,G2_G3_G4
2.328,C3_C4_C5
2.672,D#3_D#4_D#5
3.292,D#5
3.397,D#5_F5
3.495,D#5
3.568,D5
3.638,D#5
3.711,G5
4.081,C5_D#4_G4
4.444,C5_D#4_G4
4.812,C5_D#4_G4
5.174,G#5
5.518,B4_D4_F4_G#4
5.896,B4_D4_F4_G#4
6.654,G1_G2_G3
7.376,B1_B2_B3
7.734,D2_D3_D4
8.085,G2_G3_G4
8.431,B2_B3_B4
9.046,D5
9.151,D#5_D5
9.257,D5
9.32,C5
9.383,D5
9.462,F5
9.824,B4_D4_F4_G#4
10.165,B4_D4_F4_G#4
10.507,B4_D4_F4_G#4
10.863,G5
11.224,C5_D#4_G4
11.603,C5_D#4_G4
12.518,G4
12.569,G2
12.807,G3
12.941,G2
13.096,G3
13.279,G2
13.443,G3
13.618,D#5_G2_G4
13.829,G3
13.992,F#4_G2
14.158,G3
14.316,D5_F4_G2
14.483,G3
14.648,E4_G2
14.84,G3
15.004,C5_D#4_G2
15.18,G3
15.358,D4_G2
15.535,G3
15.734,B4_G2
15.923,G3
16.064,G2
16.243,G3
16.38,D#5_G2_G5
16.556,G3
16.738,F#5_G2
16.91,G3
17.081,D5_F5_G2
17.257,G3
17.421,E5_G2
17.587,G3
17.75,C5_D#5_G2
17.917,G3
18.096,D5_G2
18.254,G3
18.423,B4_G3
18.599,G3
18.77,F2
18.904,F3
19.06,B4_D5_F3_G#5
19.236,F3
19.406,D#2
19.557,D#3
19.706,C5_D#3_D#5_G5
19.861,D#3
20.06,B1
20.178,B2
20.272,B2_D5_G4
20.487,B2_F5
20.595,C2_D#5_F5
20.671,D#5
20.749,C3_D5
20.801,D#5_F5
20.905,C3_G5
21.078,C3
21.225,F2
21.378,F3
21.527,B4_D5_F3_G#5
21.684,F3
21.866,D#2
22.007,D#3
22.154,C5_D#3_D#5_G5
22.332,D#3
22.473,D2
22.595,D3
22.684,F5
22.738,B5_D3
22.921,D3_F6
23.077,C3_D#6
23.234,G5
23.431,B5_C6
23.546,D#5
23.717,F3
23.87,F5
24.04,G#5
24.203,D5
24.382,G3
24.516,D#5
24.69,G5
24.852,C5
25.029,G2
25.181,D5
25.346,F5
25.509,B4
25.714,C4_C5
26.409,D#4_D#5
26.766,G4_G5
27.113,C5_C6
27.462,D#5_D#6
27.99,D#5
28.124,D#5_F5
28.25,D5
28.319,D#5
28.383,A#1_A#2_G#5
28.486,A#5_C#2
28.602,C6
28.71,A#5
28.82,G#5
28.915,G5
29.017,D2_D3_F5
29.126,G5
29.243,G#5
29.346,F2_F3_G5
29.46,F5
29.577,D#5
29.673,A#2_A#3_D5
29.801,D#5
29.914,F5
30.023,D#5_D3_D4
30.145,D5
30.246,C5
30.361,A#4
30.474,C5
30.585,A#4
30.68,G#4
30.801,A#4
30.895,G#4
31.043,D#3_G4
31.26,A#3
31.396,G3
31.447,G#4
31.525,A#3_F4_G4
31.611,G4
31.721,F3_G#4
31.928,A#3
32.099,D4_G#3
32.258,A#3
32.458,D#4_G3
32.615,A#3_G4
32.809,A#4_D#3
32.977,A#3
33.147,D3
33.298,A#3_A4
33.469,A#2_G#4
33.612,A#3_F#4
33.809,D#3_G4
33.995,A#3
34.181,G#4_G3
34.246,A#3_F4_G4
34.493,F3_G#4
34.693,A#3
34.866,D4_G#3
35.038,A#3
35.212,D#4_G3
35.371,A#3_D#5
35.536,D#3_D5
35.697,A#3_C5
35.879,A#4_D3
36.021,A#3_A4
36.191,A#2_G#4
36.363,A#3_F#4
36.539,D#3_G4
36.69,A#3
36.9,A#4_G3
37.053,A#3
37.219,D3
37.366,A#3_A#4
37.549,A#4_F3
37.681,A#3_A#4
37.88,C3_F5
38.04,A#3_D#5
38.217,D#5_G3
38.371,A#3
38.534,C3
38.685,A#3_D#5
38.875,D#5_G3
39.023,A#3_D#5
39.188,A3_C3_D#5_F3
39.365,F5
39.423,G5
39.53,F5
39.689,D#5
39.855,D5
39.987,C5
40.155,A#4
40.312,A4
40.504,C5
40.876,A#3_A#4_D4
41.257,B3_D#4
41.611,D#5
41.77,D#5
41.958,A#5
42.339,A#3_D4
42.715,B3_D#4
43.113,D#5
43.255,D#5
43.444,A#5
43.841,A#3_D4
44.215,B3_D#4
44.576,D#5
44.706,D#5
44.918,A#3_A#5_D4
45.236,B3_D#4_D#5
45.411,D#5
45.586,A#3_A#5_D4
45.921,B3_D#4_D#5
46.089,D#5
46.28,A#3_A#5_D4
46.65,A#5
47.021,A#5
47.392,A#5
47.81,A#5
47.974,A5
48.135,G#5
48.264,F5
48.441,A#5
48.595,A5
48.78,G#5
48.913,F5
49.133,D#5_G4
49.389,A#4
49.534,G4
49.667,A#4_F5
49.737,D#5
49.803,D5_F4
50.027,A#4
50.176,D#5_G4
50.328,A#4
50.508,E5_G4
50.699,A#4
50.878,G4
51.016,A#4
51.194,F5_G#4
51.361,A#4
51.553,G#4
51.674,A#4
51.909,F4_G#3
52.102,A#4
52.267,F4
52.393,A#4_G3
52.486,G#3
52.543,A#3_F4
52.693,A#4_G#3
52.861,G3_G4
53.008,A#4_F3
53.18,D#3_G#4
53.365,A#4
53.522,F4
53.685,A#4
53.861,D3_G#4
54.018,A#4
54.181,F4
54.322,A#4
54.521,D4_F5
54.695,A#4
54.875,D4
55.017,A#4_G5
55.086,F5
55.147,C4_D#5
55.318,A#4
55.49,D4_F5
55.639,A#4
55.845,D4_F#5
56.005,A#4
56.193,D4
56.331,A#4
56.495,D#4_G5
56.676,A#4
56.855,D#4
56.978,A#4
57.194,A#3_G4
57.436,A#4
57.564,D#4
57.703,A#4_A3
57.767,A#3
57.845,C4_G4
57.991,A#3_A#4
58.156,D#4_G#3
58.288,A#4_G3
58.46,F3_G#4
58.634,A#4
58.815,F4
58.983,A#4
59.13,D#3_G4
59.305,A#4
59.488,D#4
59.587,A#4
59.818,A#4_A#5_D#4
60.014,G4
60.161,D#4
60.286,G4
60.452,B4_B5_C#4
60.624,F4
60.796,C#4
60.911,F4
61.04,C4
61.126,C5_C6
61.254,E4
61.444,A#3_C#5_C#6_E4
62.74,F4_G#3
62.922,C6
63.087,A#5
63.228,G#5
63.393,G5
63.536,F5
63.697,G5
63.85,G#5
64.06,D#5
64.418,A#3_G4
64.784,G#4
65.068,B3
65.133,D5_G5
65.279,F5
65.482,C4_D#5_G4
66.118,D#5
66.275,D5
66.43,C#5
66.583,C5
66.737,B4
66.921,A#4_D#3
67.102,G3
67.237,D#3
67.374,G3
67.583,B3_B4_C#3
67.779,F3
67.949,C#3
68.07,F3
68.207,C3
68.275,C4_C5
68.41,E3
68.585,A#2_C#4_C#5_E3
69.604,C3_C5_F3_G#2
69.736,F5
69.835,G4
69.943,G#4
70.034,C5
70.141,E4
70.233,F4
70.335,G#4
70.441,B3
70.539,C4
70.639,F4
70.736,G3
70.844,C2_F2_G#1_G#3
70.966,C4
71.074,E3
71.174,F3
71.273,G#3
71.385,B2
71.473,C3
71.581,F3
71.676,G2
71.78,G#2
71.885,C3
72.01,E2
72.125,F2
72.454,G#1
72.613,C2
72.786,G#2
72.931,F2
73.091,C3
73.243,G#2
73.41,F3
73.572,C3
73.732,G#3
73.879,F3
74.04,C4
74.199,G#3
74.358,F4
74.513,C4
74.684,G#4
74.844,F4
75.007,C5
75.146,G#4
75.301,F5
75.445,C5
75.611,G#5
75.758,F5
75.944,C6
76.273,C4_F4_G#3
76.579,D#6
76.961,A3_C4_F#4
77.335,A#3_D#4_G4
77.503,A#4
77.663,A#5
77.806,A5
77.992,G#5
78.146,G5
78.298,F#5
78.438,F5
78.612,F5
78.764,D#5
78.949,D#5
79.0,G4
79.068,A#3
79.318,G#4
79.68,D5_G5
79.85,F5
80.03,D#4_D#5
80.207,A#4
80.368,G4
80.51,A#4_D#5
80.697,D4_E5
80.865,A#4_F5
81.023,G#4
81.185,A#4_F5
81.341,D#4_F#5
81.503,A#4_G5
81.691,G4
81.839,A#4_G5
82.018,A#5_F3
82.19,D4_G#5
82.354,G#3
82.514,D4_G#5
82.685,A5_G3
82.858,A#5_D#4
83.018,A#3
83.18,A#5_D#4
83.341,B5_G#3
83.509,C6_D#4
83.661,C4
83.809,D#4_D#6
83.98,A#3_D#6
84.155,D#5_G4
84.331,D#4_D#5
84.486,G4
84.693,A#3
84.84,G#4
85.003,D4_G5
85.146,F5_G#4
85.337,D#3_D#5
85.496,A#3_D#5
85.663,D#5_F5_G3
85.773,A#3_D#5_D5
85.938,D#5_D3_F5
86.168,A#3_F5
86.312,F5_G#3_G5
86.422,F5
86.487,A#3_D#5
86.555,F5
86.638,D#3_G5
86.831,A#3_G5
86.978,G#5_G3_G5
87.076,G5
87.137,A#3_F5
87.223,G5
87.29,F3_G#5
87.471,D4_G#5
87.618,A#3_A#5_D4_G#5
87.831,G5
87.917,A#3_A#5_D#4_G#5_G3
88.081,C6_G3
88.223,D6
88.309,D#6
88.411,D6
88.508,C6
88.613,A#5
88.711,G#5
88.822,G5
88.913,F5
89.012,D#5
89.108,D5
89.22,C5
89.555,C6_D#5_G#3_G#5
89.936,A#3_A#5_D#5_G5
90.277,A#2_D5_F4_G#4
90.626,D#3_D#5_G4
91.007,A#5
91.118,G#5
91.232,G5
91.339,F5
91.443,D#5
91.538,D5
91.647,D#4_D#5_G4
91.763,C#5
91.874,B4
91.991,C5_D#4_G#4
92.357,C6
92.457,A#5
92.565,G#5
92.665,G5
92.77,F5
92.878,D#5
92.987,A#3_D5_F4_G#4
93.099,G#5
93.206,F5
93.318,D#4_D#5_G4
93.68,A#4
93.805,G#4
93.914,G4
94.014,F4
94.121,D#4
94.211,D4
94.314,D#3_D#4_G3
94.423,C#4
94.542,B3
94.643,C4_D#3_G#3
95.034,C5
95.141,A#4
95.25,G#4
95.344,G4
95.448,F4
95.552,D#4
95.651,A#2_D4_F3_G#3
95.775,G#4
95.872,F4
95.991,D#3_D#4_G3
96.698,G4
97.065,A#4
97.41,D#2_D#3_D#5
97.762,G5
98.092,G2_G3
98.194,G5
98.309,G5
98.363,A#2_A#3_G#5_G5
98.521,F5
98.605,G5
98.685,A#5_D#3_D#4
99.06,D#5_G3_G4
99.404,D#5
99.745,D#5
100.138,D4_F4_G#5_G3
100.503,B4
100.874,B4
101.799,C2_C3_C4
102.501,E2_E3_E4
102.876,G2_G3_G4
103.223,C3_C4_C5
103.585,E3_E4_E5
104.122,G5
104.214,G#5_G5
104.318,G5
104.389,A#1_A#2_A#5_C#2_F5_G5
104.608,C6
104.762,C#6
104.833,C6
104.948,A#5
105.053,G#5
105.138,E2_E3_G5
105.233,G#5
105.341,A#5
105.453,G#5_G2_G3
105.555,G5
105.663,F5
105.78,A#2_A#3_E5
105.891,G5
106.0,E5
106.102,C#3_C#4_C#5
106.21,E5
106.331,C#5
106.43,A#4
106.533,C#5
106.646,A#4
106.763,G4
106.883,A#4
107.005,G4
107.137,F3_G#4
107.339,C4
107.453,G#3
107.559,A#4
107.616,C4_G#4_G4
107.704,G#4
107.823,A#4_G3
108.004,C4
108.176,A#3_E4
108.387,C4
108.538,F4_G#3
108.689,C4_G#4
108.896,C5_F3
109.087,C4
109.262,E3
109.396,B4_C4
109.583,A#4_C3
109.74,C4_G4
109.943,F3_G#4
110.174,C4
110.298,G#3
110.368,A#4_C4_G#4_G4
110.523,G#4
110.637,A#4_G3
110.81,C4
110.999,A#3_E4
111.164,C4
111.371,F4_G#3
111.533,C4_F5
111.708,D#5_F3
111.876,C#5_C4
112.039,C5_E3
112.201,B4_C4
112.366,A#4_C3
112.517,C4_G4
112.704,F3_G#4
112.816,G#3
112.935,C4
113.022,A#3
113.141,G#3
113.267,G3
113.368,C5_F3
113.473,G#3
113.615,C4
113.702,A#3_F5
113.844,G#3
113.949,G3
114.018,F3_G#5
114.117,G#3
114.249,C4
114.326,A#3_C6
114.456,G#3
114.56,G3
114.667,F3
114.773,G3
114.874,F3
114.99,D#3
115.086,F#3_F3
115.181,D#3
115.314,C6_D2_D3
115.431,D6
115.548,D#6
115.656,D6
115.754,C6
115.857,A#5
115.952,A5_F#2_F#3
116.056,A#5
116.167,C6
116.285,A#5_A2_A3
116.395,A5
116.499,G5
116.598,D3_D4_F#5
116.712,A5
116.837,F#5
116.951,D#5_F#3_F#4
117.061,A5
117.155,D#5
117.271,D5
117.365,A5
117.471,D5
117.586,C5
117.678,A5
117.801,C5
117.919,A#4_G3
118.022,A#3
118.148,D4
118.258,C4
118.365,A#3
118.486,A3
118.579,D5_G3
118.695,A#3
118.818,D4
118.921,C4_G5
