start(sec),chord
0.988,C5
1.345,A#4
1.5,A4
1.665,G4
1.816,F4
1.977,A4
2.129,G4
2.283,A#4
2.426,E4
2.6,F4
2.931,C4
3.294,C5
4.103,A#4
4.259,A4
4.423,G4
4.607,F4
4.758,A4
4.921,G4
5.076,A#4
5.242,E4
5.405,A3_F3_F4
5.6,C4
5.773,A3
5.935,C4
6.099,A3
6.268,C4
6.435,A3
6.604,C4
6.753,A#3_F#4_F3
6.911,C4_G4
7.068,A#3_A4
7.219,A#4_C4
7.38,A#3_C5
7.548,C#5_C4
7.704,A#3_D5
7.852,C4_E5
8.013,A3_F3_G5
8.161,C4_F5
8.327,A3_E5
8.483,C4_D5
8.648,A3_D5
8.802,C4_C5
8.949,A#4_A3
9.1,A4_C4
9.26,A#3_E4_F3_G4
9.435,C4_E4
9.583,A#3_A4_G4
9.77,C4_F#4
9.93,A#3_G4
10.108,C4
10.24,A#3_C5
10.428,C4
10.655,A3_F4
11.695,C4
12.018,A#3
12.172,A3
12.322,G3
12.483,F3
12.661,A3
12.811,G3
12.977,A#3
13.115,E3
13.273,F3
13.6,C3
13.953,C4
14.658,A#3
14.806,A3
14.969,G3
15.126,F3
15.284,A3
15.427,G3
15.612,A#3
15.757,E3
15.932,C5_F3
16.109,C6
16.264,A5
16.419,C6
16.602,C5
16.742,C6
16.921,A5
17.066,C6
17.236,C5_F#3
17.367,C6
17.418,G3
17.551,A#5_A3
17.707,A#3_C6
17.872,C4_C5
18.021,C#4_C6
18.173,A#5_D4
18.327,C6_E4
18.492,C5_G4
18.642,C6_F4
18.788,A5_E4
18.943,C6_D4
19.094,C5_D4
19.255,C4_C6
19.392,A#3_A5
19.556,A3_C6
19.706,A#3_F#5
19.866,E4_G5
20.009,A5_C4
20.164,A#5_E4
20.311,A#3_C6
20.47,C#6_G4
20.621,C4_D6
20.754,E6_G4
20.915,A3_F6
21.076,F5
21.228,A4_C5_F6
21.379,A#4_E6_G4
21.523,A4_D6_F4
21.69,D5
21.828,A4_D6_F4
21.969,C6_E4_G4
22.116,A#5_D4_F4
22.283,A#4
22.424,A#5_D4_F4
22.579,A5_C4_E4
22.725,A#3_G5
22.896,G4
23.025,A#3_D4_G5
23.181,A3_C4_F5
23.383,A#3_G3
24.117,E5
24.798,A#3_E3
25.121,A5
25.268,G5
25.419,F5
25.587,E5
25.732,D5
25.876,C5
26.03,A3_C5_F3
26.194,F5
26.342,E5
26.473,D#5
26.616,A#2_C#5_G3
26.771,D5
26.935,A#4
27.074,G4
27.24,F4
27.565,A3_C3
27.884,A#3
27.941,G4
28.022,F4
28.091,E4
28.152,F4
28.216,A4_E4
28.372,G4
28.564,B3_D3_F3_F4
28.794,A5
28.958,G5
29.103,F5
29.26,E5
29.415,D5
29.578,C5
29.76,B4
29.91,A#4_F#3
30.06,E5_G3
30.217,A3_C5
30.379,A#3_E5
30.54,A#4_C4
30.685,C#4_G5
30.829,C5_D4
30.995,E4_G5
31.155,A4_F4
31.306,F3
31.466,A4_C5_F4
31.624,E4
31.78,D4
31.944,D3
32.105,A4_D4_F5
32.245,C4
32.418,A#3
32.552,A#2
32.714,A#3_D5_F5
32.865,A3
33.025,G3
33.164,G2
33.328,A#5_D5_G3
33.54,F3
33.678,C#5
34.401,C5_E3
35.125,A#4_E5
35.596,A4
35.681,G4
35.839,F4
35.98,E4
36.13,D4
36.271,C4
