start(sec),chord
1.018,A#3_C5_D4
1.13,A#4
1.216,C5
1.277,A#4
1.339,C5
1.413,A#4
1.475,A4
1.564,A#4
1.671,C5
1.78,D5
1.879,A#4_C4_D#4
2.043,A4
2.177,C5
2.314,A#4
2.438,A4
2.594,D#5
2.74,C5_D4_F4
2.866,A#4
3.023,D5
3.165,C5
3.302,A#4
3.479,F5
3.665,D5
4.354,A#4_D#3_D#4_D#5_G5
4.758,A#4
4.812,A#2_A#3_D5_F5
5.271,F5
5.359,A#5
5.456,A5
5.556,A#5
5.645,D6
5.745,A#5
5.836,A5
5.927,A#5
6.03,D5_F2_F3_F5
6.264,C5_D#5
6.525,A#2_A#3_A#4_D5
7.671,A#2_C4_D3
7.798,A#3_C4
7.934,A#3_C4
8.035,A#3
8.12,A3
8.199,A#3
8.288,C4
8.405,D4
8.523,A#3_C3_D#3
8.685,A3
8.823,C4
8.967,A#3
9.104,A3
9.24,D#4
9.37,C4_D3_F3
9.501,A#3
9.641,D4
9.77,C4
9.908,A#3
10.085,F4
10.267,D4
10.949,D#3
11.018,C4_G3_G4
11.167,C5
11.293,D#5
11.426,C5
11.544,D#5
11.674,G5
11.811,D4_F3_G5
11.938,F5
12.038,D#5
12.143,D5
12.234,D#4_D5
12.344,C5
12.438,A#4
12.536,A4
12.621,A#3_A#4_D4
12.842,A#3_D4
13.076,A#3_D4
13.292,A#3_D4
13.484,A#3_D4
13.685,A#3_A#4_D4
13.913,A#3_A4_D4
14.125,A#3_D4_G#4
14.349,A#3_D#4_G4
14.56,A#3_A4_D#4
14.65,A#4
14.746,A#3_C5_D#4
14.837,D5
14.945,A#3_D#4_D#5
15.049,F5
15.154,A#3_D#4_G5
15.255,A5
15.357,A#3_A#5_D#4
15.471,A5
15.564,A#3_A#5_D#4
15.685,A5
15.78,A#3_A#5_D#4
15.901,G5
16.0,A#3_D4_F5
16.207,A#3_D4
16.415,A#3_D4
16.621,A#3_D4
16.814,A#3_D4
17.027,A#3_A#4_D4
17.245,A#3_A4_D4
17.452,A#3_D4_G#4
17.689,A#3_D#4_G4
17.91,A#3_A4_D#4
18.014,A#4
18.103,A#3_C5_D#4
18.203,D5
18.285,A#3_D#4_D#5
18.404,F5
18.507,A#3_D#4_G5
18.616,A5
18.695,A#3_A#5_D#4
18.818,A5
18.922,A#3_A#5_D#4
19.034,A5
19.113,A#3_A#5_D#4
19.228,G5
19.331,A#3_D4_F5
19.536,A#3
19.733,D4
19.832,A#5
19.941,C6_F4
20.047,A#5
20.159,A#3_D6
20.266,C6
20.365,A#5
20.469,A5
20.569,G5
20.652,F5
20.755,D#5
20.85,D5
20.97,D#5
21.151,F3
21.354,A3
21.464,A5
21.551,A#5_C4
21.659,A5
21.751,C6_F3
21.867,A#5
21.966,A5
22.073,G5
22.178,F5
22.271,D#5
22.362,D5
22.464,C5
22.556,D5
22.773,A#1_A#2
22.999,D2_D3
23.091,F5
23.195,F2_F3_G5
23.315,F5
23.422,A#5_D2_D3
23.527,A5
23.646,G5
23.746,F5
23.842,D#5
23.953,D5
24.023,C5_D4_F4
24.156,B4
24.263,D#4_D5_G4
24.37,C5
24.47,D#5
24.57,D5
24.672,F5
24.779,D#5
24.884,G5
24.996,F#5
25.091,G5
25.199,F5
25.301,D#5
25.398,D5
25.495,C5
25.598,A#4
25.648,A4_E4_G4
25.811,A#4
25.874,A4_F4
26.025,A#4
26.112,C5
26.219,D5
26.311,E5
26.427,F5
26.536,E5
26.637,F5
26.716,A2_F4
26.826,A#2
26.949,C3
27.044,D3
27.152,E3
27.25,F3
27.355,E3
27.467,F3
27.613,F2
28.289,C6
28.523,C6
28.759,C6
28.983,C6
29.193,C6
29.426,C6_F4
29.682,C5
29.883,A4
30.104,A#5_C5
