start(sec),chord
0.957,A2_A4_D2_D3_D5_F#4
1.863,D4_F#4_G5
1.954,F#5
2.04,E5
2.134,F#5
2.224,A5_E4_G4
2.318,G5
2.397,F#5
2.488,G5
2.607,A4_A5_F#4
3.43,A5
3.62,B5
3.815,C#6
4.016,D6
4.238,A5_F#3
4.456,D4
4.648,D3_F#5
4.85,D4
5.031,A5_E3
5.138,G5
5.202,D4_F#5
5.297,G5
5.37,A3_A5
5.594,C#4_G5
5.807,D3_D4_F5
5.888,F#5
6.612,D4_F#4_G5
6.699,F#5
6.794,E5
6.872,F#5
6.966,A5_E4_G4
7.053,G5
7.148,F#5
7.243,G5
7.359,A4_A5_F#4
8.258,A5
8.443,B5
8.637,C#6
8.833,D6
9.052,A5_F#3
9.262,D4
9.467,D3_F#5
9.685,D4
9.868,A5_E3
9.975,G5
10.051,D4_F#5
10.142,G5
10.233,A3_A5
10.346,G5
10.41,C#4_F#5
10.497,E5
10.595,D4_D5
10.833,F#4
11.02,A4_D4
11.242,F#4
11.417,D4_G5
11.5,F#5
11.561,G5
11.624,F#4_F#5
11.691,G5
11.771,D4_F#5_G5
11.872,F#5
11.953,E5_F#4
12.04,D5
12.1,C#5_E4
12.348,G4
12.538,A4_E4
12.745,G4
12.945,E4_E5
13.052,F#4
13.132,G4
13.215,F#4
13.303,E4
13.415,D4
13.493,C#4
13.569,B3
13.656,A3_E5
13.893,C#4
14.066,A3_A4
14.267,C#4
14.428,A3_A5
14.521,A5_G5
14.629,A5_C#4_G5
14.767,A5_G3_G5
14.867,G5
14.935,C#4_F#5
15.052,E5
15.139,D5_F#3
15.361,D4
15.536,A4_F#3
15.749,D4
15.936,F#3_F#5
16.027,D3
16.143,E3
16.233,F#3
16.329,G3
16.432,A3
16.521,B3
16.615,C#4
16.715,D4_F#5
16.832,D5
16.919,E5
17.016,F#5
17.117,G5
17.214,A5
17.302,B5
17.376,C#6
17.48,D6
17.586,C#6
17.672,A3_B5_F#3
17.768,A5
17.857,A3_F#3_G5
17.958,F#5
18.047,A3_E5_F#3
18.161,D5
18.254,B3_E5_G3
18.353,F#5
18.451,E5
18.527,D#5
18.622,E5
18.714,F#5
18.801,G5
18.892,A5
18.979,B5
19.09,A5
19.188,B3_G3_G5
19.264,F#5
19.358,B3_E5_G3
19.449,D5
19.553,B3_C#5_G#3
19.638,B4
19.737,A3_C#5
19.833,D5
19.922,C#5_G3
20.016,A4
20.121,D5_F#3
20.315,D3
20.504,C#3_G5
20.599,A5
20.701,A2_G5
20.784,E5
20.875,D3_G5
20.96,F#5
21.061,E5_F#3
21.168,D5
21.258,A3_C#5
21.359,D5
21.443,C#5_G3
21.544,A4
21.645,D5_F#3
21.839,D3
22.04,C#3_G5
22.146,A5
22.247,A2_G5
22.337,E5
22.432,D3_G5
22.514,F#5
22.607,E5_F#3
22.714,D5
22.793,A2_A3_C#5_E3
22.896,E5
22.988,C#5
23.073,A4
23.198,A3_D3_F#3_F#5
23.302,A5
23.384,F#5
23.478,D5
23.585,A2_A3_C#5_E3
23.674,E5
23.777,C#5
23.849,A4
23.957,A3_D3_F#3_F#5
24.053,A5
24.134,F#5
24.211,D5
24.315,C#5_E5
24.534,A2_A3_A5_C#3_C#5_E3_E5
24.723,A2_A3_A5_C#3_C#5_E3_E5
24.922,A2_A3_A5_C#3_C#5_E3_E5
25.191,A2_A3_A5_C#3_E3_E5
25.772,D5
25.835,C#5
25.934,B4
25.986,C#5
26.081,D5
26.186,A3_D#5
26.419,C#4_E5
26.639,B3
26.854,D4_E5
27.072,A5_C#4
27.29,E4_G#5
27.499,A3_F#5
27.706,C#4_E5
27.918,B3_C#5
28.148,D5_F#4
28.363,D4
28.559,B3_D5
28.759,E5_G#3
28.952,B3_D5
29.16,C#5_E3
29.367,B4_D4
29.583,C#4_G#4
29.79,A4_E4
30.014,G#3
30.214,B4_E4
30.431,A3_C5
30.63,C#5_E4
30.835,F#3
31.056,A3_E5
31.178,D5
31.276,C#5_E3
31.5,A3
31.688,C#4
31.908,A3_D5
32.01,C#5
32.092,B4_E3_G#3
32.293,C#5
32.492,D5
32.698,D#5
32.905,A3_D#5
33.12,C#4_E5
33.311,B3
33.385,E5_F#5
33.477,D#5_D4_E5
33.618,A5_C#4_E5
33.884,E4_G#5
34.094,A3_F#5
34.302,C#4_E5
34.512,B3_C#5
34.729,D5_F#4
34.896,D4
34.947,D5
35.012,E5
35.104,B3_C#5_D5
35.264,E5_G#3
35.457,B3_D5
35.652,C#5_E3
35.853,B4_G#3
36.089,A3_C#5
36.454,D3_D4_E5_F#4
36.82,B4
36.906,A4_C#4_E3
37.312,A4_B3_G#4
37.43,A4
37.505,F#4_G#4
37.611,G#4
37.719,A3_A4
37.837,E5
37.93,D#5
38.02,E5
38.12,F#5
38.224,E5
38.319,A4_D#5
38.431,E5
38.53,B4_D5
38.659,E5
38.734,A4_D5
38.896,D5_E5_G#4
39.121,D5_E4_E5
39.297,E5
39.37,A4_C#5
39.504,E5
39.595,D#5
39.681,E5
39.766,F#5
39.882,E5
39.954,A3_D#5
40.047,E5
40.169,B3_D5
40.273,E5
40.372,A3_D5
40.496,E5
40.576,D5_G#3
40.703,E5
40.775,D5_E3
40.866,E5
40.979,C#5
41.081,E4
41.186,D#4
41.273,E4
41.374,F#4
41.46,E4
41.553,A5_D#4
41.654,E4
41.758,B5_D4
41.842,E4
41.951,A5_D4
42.06,E4
42.165,D4_G#5
42.277,E4
42.376,D4_E5
42.467,E4
42.581,A5_C#4
42.681,E4
42.798,D#4
42.885,E4
42.969,F#4
43.055,E4
43.156,A2_D#4
43.243,E4
43.365,B2_D4
43.445,E4
43.562,A2_D4
43.655,E4
43.772,D4_G#2
43.887,E4
43.995,D4_E2
44.079,E4
44.251,A2_C#4
44.882,C#4_E5
45.0,A4
45.079,C#4
45.177,A4
45.296,B3_D5
45.397,A4
45.496,B3
45.602,A4
45.691,A3_C#5
45.812,A4
45.892,A3
45.986,A4
46.09,F#5
46.141,D4
46.212,A4
46.293,F#5_G#4_G#5
46.411,A4_E5_F#5
46.546,A4_D4
46.69,G#4_G#5
46.812,A4
46.893,B5_D4
46.987,A4
47.102,A5_G#4
47.238,A4
47.318,D4_G#5
47.413,A4
47.517,F#5_G#4
47.639,A4
47.734,C#4_E5
47.814,A4
47.941,G#4
48.034,A4
48.168,C#4_E5
48.268,A4
48.376,C#4
48.475,A4
48.576,B3_D5
48.684,A4
48.785,B3
48.88,A4
48.977,A3_C#5
49.091,A4
49.193,A3
49.406,B4_D3
