start(sec),chord
1.0,C2_C3_C4
1.582,D#2_D#3_D#4
1.905,G2_G3_G4
2.202,C3_C4_C5
2.564,D#3_D#4_D#5
3.102,D#5
3.27,F5
3.339,D#5
3.409,D#5_D5
3.529,G5
3.841,C5_D#4_G4
4.154,C5_D#4_G4
4.464,C5_D#4_G4
4.801,G#5
5.13,B4_D4_F4_G#4
5.51,B4_D4_F4_G#4
6.236,G1_G2_G3
6.875,B1_B2_B3
7.172,D2_D3_D4
7.496,G2_G3_G4
7.859,B2_B3_B4
8.292,D5
8.409,D5
8.48,D#5
8.576,C5_D5
8.746,F5
9.066,B4_D4_F4_G#4
9.378,B4_D4_F4_G#4
9.702,B4_D4_F4_G#4
10.049,G5
10.367,C5_D#4_G4
10.725,C5_D#4_G4
11.409,G2_G4
11.542,G3
11.695,G2
11.841,G3
11.99,G2
12.115,G3
12.276,D#5_G2_G4
12.402,G3
12.576,F#4_G2
12.69,G3
12.849,D5_F4_G2
12.982,G3
13.138,E4_G2
13.262,G3
13.422,C5_D#4_G2
13.546,G3
13.717,D4_G2
13.867,G3
14.022,B4_G2
14.159,G3
14.314,G2
14.428,G3
14.59,D#5_G2_G5
14.72,G3
14.889,F#5_G2
15.013,G3
15.165,D5_F5_G2
15.297,G3
15.453,E5_G2
15.577,G3
15.723,C5_D#5_G2
15.862,G3
16.034,D5_G2
16.164,G3
16.319,B4_G3
16.443,G3
16.615,F2
16.73,F3
16.911,B4_D5_F3_G#5
17.044,F3
17.225,D#2
17.348,D#3
17.496,C5_D#3_D#5_G5
17.622,D#3
17.796,B1
17.934,B2
18.005,G4
18.086,B2_D5
18.229,B2_F5
18.352,C2_D#5_F5
18.477,C3_D#5_D5
18.556,F5
18.648,C3_G5
18.784,C3
18.954,F2
19.085,F3
19.242,B4_D5_F3_G#5
19.383,F3
19.562,D#2
19.685,D#3
19.852,C5_D#3_D#5_G5
19.979,D#3
20.163,D2
20.283,D3
20.354,F5
20.434,B5_D3
20.594,D3_F6
20.745,C3_D#6
20.918,G5
21.064,C6
21.219,D#5
21.384,F3
21.523,F5
21.681,G#5
21.81,D5
22.005,G3
22.143,D#5
22.294,G5
22.436,C5
22.595,G2
22.741,D5
22.919,F5
23.052,B4
23.276,C4_C5
23.902,D#4_D#5
24.232,G4_G5
24.538,C5_C6
24.908,D#5_D#6
25.38,D#5
25.487,D#5
25.546,F5
25.621,D#5
25.678,D5
25.737,D#5
25.865,A#1_A#2_G#5
25.956,A#5_G#2
26.059,C6
26.154,A#5
26.253,G#5
26.349,G5
26.445,D2_D3_F5
26.544,G5
26.641,G#5
26.751,F2_F3_G5
26.857,F5
26.97,D#5
27.077,A#2_A#3_D5
27.169,D#5
27.272,F5
27.384,D#5_D3_D4
27.473,D5
27.576,C5
27.689,A#4
27.783,C5
27.884,A#4
27.979,G#4
28.069,A#4
28.16,G#4
28.368,D#3_G4
28.512,A#3
28.686,G#4_G3
28.799,A#3_F4_G4
28.926,G4
29.004,F3_G#4
29.168,A#3
29.323,D4_G#3
29.456,A#3
29.635,D#4_G3
29.77,A#3_G4
29.956,A#4_D#3
30.089,A#3
30.258,D3
30.395,A#3_A4
30.547,A#2_G#4
30.672,A#3_F#4
30.859,D#3_G4
30.995,A#3
31.167,G#4_G3
31.277,A#3_F4_G4
31.376,G4
31.447,F3_G#4
31.612,A#3
31.779,D4_G#3
31.926,A#3
32.096,D#4_G3
32.228,A#3_D#5
32.378,D#3_D5
32.513,A#3_C5
32.678,A#4_D3
32.803,A#3_A4
32.975,A#2_G#4
33.09,A#3_F#4
33.263,D#3_G4
33.397,A#3
33.56,A#4_G3
33.711,A#3
33.887,D3
34.001,A#3_A#4
34.16,A#4_F3
34.294,A#3_A#4
34.436,C3_F5
34.583,A#3_D#5
34.75,D#5_G3
34.893,A#3
35.056,C3
35.195,A#3_D#5
35.341,D#5_G3
35.462,A#3_D#5
35.642,A3_C3_D#5_F3
35.841,F5
35.9,G5
35.977,F5
36.125,D#5
36.273,D5
36.419,C5
36.565,A#4
36.71,A4
36.917,C5
37.266,A#3_A#4_D4
37.585,B3_D#4
37.914,D#5
38.055,D#5
38.217,A#5
38.568,A#3_D4
38.904,B3_D#4
39.224,D#5
39.362,D#5
39.529,A#5
39.866,A#3_D4
40.186,B3_D#4
40.499,D#5
40.642,D#5
40.812,A#3_A#5_D4
41.13,B3_D#4_D#5
41.272,D#5
41.435,A#3_A#5_D4
41.741,B3_D#4_D#5
41.884,D#5
42.055,A#3_A#5_D4
42.424,A#5
42.747,A#5
43.076,A#5
43.389,A#5
43.538,A5
43.689,G#5
43.85,F5
44.012,A#5
44.154,A5
44.31,G#5
44.441,F5
44.625,D#5_G4
44.775,A#4
44.934,G4
45.068,A#4_F5
45.133,D#5
45.202,D5_F4
45.365,A#4
45.517,D#5_G4
45.655,A#4
45.844,E5_G4
45.97,A#4
46.135,G4
46.27,A#4
46.444,F5_G#4
46.585,A#4
46.74,G#4
46.88,A#4
47.065,F4_G#3
47.202,A#4
47.382,F4
47.474,A#4_G#3_G3
47.628,A#3_F4
47.784,A#4_G#3
47.944,G3_G4
48.074,A#4_F3
48.258,D#3_G#4
48.379,A#4
48.562,F4
48.702,A#4
48.905,D3_G#4
49.029,A#4
49.194,F4
49.328,A#4
49.488,D4_F5
49.632,A#4
49.796,D4
49.908,A#4_G5
49.995,F5
50.056,C4_D#5
50.207,A#4
50.37,D4_F5
50.5,A#4
50.673,D4_F#5
50.793,A#4
50.969,D4
51.112,A#4
51.293,D#4_G5
51.441,A#4
51.589,D#4
51.736,A#4
51.897,A#3_G4
52.038,A#4
52.189,D#4
52.312,A#4_A3
52.375,A#3
52.451,C4_G4
52.604,A#3_A#4
52.753,D#4_G#3
52.895,A#4_G3
53.07,F3_G#4
53.212,A#4
53.396,F4
53.517,A#4
53.698,D#3_G4
53.855,A#4
53.995,D#4
54.121,A#4
54.29,A#4_A#5_D#4
54.439,G4
54.591,D#4
54.714,G4
54.909,B4_B5_C#4
55.046,F4
55.206,C#4
55.319,F4
55.5,C4_C5_C6
55.635,E4
55.845,A#3_C#5_C#6_E4
56.849,F4_G#3
57.007,C6
57.168,A#5
57.29,G#5
57.452,G5
57.577,F5
57.721,G5
57.862,G#5
58.052,D#5
58.363,A#3_G4
58.66,G#4
58.957,B3_D5_G5
59.086,F5
59.27,C4_D#5_G4
59.759,D#5
59.91,D5
60.043,C#5
60.181,C5
60.309,B4
60.474,A#4_D#3
60.591,G3
60.74,D#3
60.884,G3
61.053,B3_B4_C#3
61.188,F3
61.341,C#3
61.454,F3
61.634,C3_C4_C5
61.77,E3
61.969,A#2_C#4_C#5_E3
62.882,C3_C5_F3_G#2
62.973,F5
63.072,G4
63.176,G#4
63.263,C5
63.358,E4
63.457,F4
63.543,G#4
63.639,B3
63.732,C4
63.832,F4
63.924,G3
64.027,F1_F2_G#3
64.118,C4
64.211,E3
64.307,F3
64.395,G#3
64.488,B2
64.585,C3
64.672,F3
64.772,G2
64.883,G#2
64.961,C3
65.07,E2
65.173,F2
65.625,C2
65.772,G#2
65.931,F2
66.078,C3
66.206,G#2
66.345,F3
