start(sec),chord
1.029,G5
1.176,F5
1.285,D#5
1.379,D5
1.498,C5
1.72,A#3_A#4
1.971,A#4_D4
2.201,F4
2.439,D4
2.639,A#3_D5
2.881,D4_G5
3.098,D5_G4
3.361,F5
3.588,C4
3.823,D#4_D#5
4.062,G4
4.29,D#4
4.504,C4_F5
4.602,G5
4.711,D#4_F5
4.82,D#5
4.923,D5_G4
5.031,C5
5.164,A#4
5.374,F3
5.598,A4_C4
5.839,D#4
6.075,C4
6.286,A4_F3
6.511,A#4_C4
6.743,C5_D#4
6.986,A4_C5
7.233,A#3
7.428,A#4_D4_D5
7.683,F4
7.919,D4
8.124,A#3_F5
8.216,E5
8.318,D4_G5
8.441,F5
8.531,D#5_F4
8.631,D5
8.759,D#4_D5
8.994,C5_G4
9.218,D4
9.418,A#4_F4
9.654,D#4_D5
9.885,C5_G4
10.123,C4
10.331,A4_D#4
10.549,A#4_D4_F4
10.657,C5
10.762,A#4
10.843,A4
10.946,A#4
11.052,C5
11.165,D5
11.26,D#5
11.371,E5
11.471,F5
11.573,E5
11.686,F5
11.777,G5
11.886,F5
11.971,D#5
12.072,D5
12.193,D#4_D5
12.419,C5_G4
12.646,C5_D4
12.862,A#4_F4
13.099,D#4_D5
13.311,C5_G4
13.554,C4_C5
13.758,A4_D#4
14.001,A#4_D4_F4
14.239,C5
14.332,D5
14.435,D#5
14.528,F5
14.63,G5
14.727,A5
14.828,A#5
14.929,C6
15.025,D6
15.12,D#6
15.224,F6
15.454,F6
15.699,A3_F5_F6
15.943,D#6
16.169,A#3
16.382,D6
16.607,D#3_D6
16.833,C6_D#5
17.049,A#5_D5_F3
17.262,A5_C5
17.502,A#5_D5
17.708,A#2
17.95,A#4_D3
18.176,F3
18.501,A#3
19.015,G4
19.13,F4
19.24,D#4
19.341,D4
19.474,C4
19.697,A#2_A#3
19.923,A#3_D3
20.157,F3
20.416,D3
20.627,A#2_A#4
20.868,A4_D3
21.09,G3_G4
21.346,F4
21.556,C3
21.798,E4_G3
22.041,A#3
22.223,G3
22.371,G4
22.454,C3_F4
22.571,A4
22.657,G3_G4
22.769,A#4
22.867,A#3_A4
22.96,C5
23.073,A#4
23.17,G4
23.275,E3_E5
23.375,C5
23.461,G3_G5
23.594,E5
23.688,A#5_C4
23.811,A5
23.892,A#5_G3
24.009,A5
24.119,E3_G5
24.216,F5
24.323,E5_G3
24.423,D5
24.518,C4_C5
24.612,A#4
24.74,A#4
24.83,A4
24.946,D5_F3
25.042,C5
25.179,A3_C5
25.419,C4
25.661,A3
25.878,F3
26.086,A3_D6
26.193,C6
26.29,A#5_C4
26.39,A5
26.525,A#3_G5
26.805,C4
27.003,A#3
27.223,C4_E5
27.443,A3_F5
27.542,C6
27.642,B5_C4
27.75,C6
27.846,A3_D6
27.952,C6
28.045,A#5_C4
28.15,A5
28.264,A#3_G5
28.507,C4_G5
28.749,A#3
28.958,C4_E5
29.186,A3_F5
29.278,C6
29.379,B5
29.431,C4_C6
29.581,A3_D6
29.689,C6
29.785,A#5_C4
29.878,A5
30.008,A#3_A5
30.234,D4_G5
30.484,A#3
30.674,D4_G5
30.915,B3_G5
31.149,D4_F5
31.378,B3
31.583,D4_F5
31.815,C4_E5
31.916,F5
32.013,E5
32.097,C5
32.216,D4_F5
32.321,G5
32.422,F5
32.51,C5
32.629,E4_G5
32.736,A5
32.836,G5
32.939,C5
33.053,A5_F4
33.165,A#5
33.269,A5
33.359,C5
33.462,A#5_G4
33.719,A#5_C5
33.954,E4
34.169,C5_G5
34.403,A#5_F4
34.638,A5_C5
34.87,D4_G5
35.089,C5_F5
35.318,C4_E5
35.422,C5
35.53,B5
35.624,C6
35.734,D4_F5
35.827,C5
35.94,B5
36.044,C6
36.148,E4_G5
36.251,C5
36.355,B5
36.459,C6
36.565,A5_F4
36.658,C5
36.768,B5
36.875,C6
36.968,A#5_G4
37.08,C5
37.191,A#5_B4
37.297,C5
37.393,E4
37.489,C5
37.586,A5_B4
37.647,A5_C5_G5
37.793,A#5_F4
37.914,C5
38.011,A5_B4
38.101,C5
38.215,D4_G5
38.325,B4
38.421,A4_F5
38.519,B4
38.631,C4_C5_E5
38.754,C6
38.865,G5
38.966,E5
39.066,C5
39.164,G4
39.273,E4
39.38,C4
39.579,C2_C3
40.479,F2
40.562,C4_F3
40.64,A4_F4
40.756,C5
41.466,D5
41.55,C5
41.636,A#4
41.867,A4
42.084,G4
42.312,F4
42.568,F4
42.798,D5
43.032,A#2_A#3
43.13,D5_F4
43.781,C5
44.014,A3_E5
44.241,F5
44.497,B3_D4_F5
44.729,G4
44.967,C4
45.191,A4
45.426,B3_D4_F5
45.672,G4
45.906,C4
46.117,A4
46.391,C5_D4
46.809,A#4
46.865,C5_E4
46.961,A#4
47.04,A4
47.121,A#4
47.222,A4_F4
47.464,A4
47.692,A#4
47.923,C5
48.161,C#5
48.39,A#2_D5
48.622,D3
48.857,C5_G3
48.957,A#4
49.078,A#3_A4
49.309,G4
49.554,A4
49.789,A#4
50.024,D5
50.261,A2_C5
50.496,C3
50.735,A#4_F3
50.824,A4
50.935,A3_G4
51.186,F4
51.43,G4
51.661,A4
51.896,C5_G3
52.148,A#4
52.367,E3
52.62,G4
52.851,A#4_F3
53.097,A4
53.321,D3
53.565,F4
53.779,C3_E4
53.892,F4
53.997,G4
54.095,A4
54.197,B4
54.297,C5
54.407,B4
54.508,C5
54.617,C3_C4
54.727,D3
54.836,A#2
54.946,C3
55.049,A2
55.135,A#2
55.251,G2
55.34,A2
55.46,A4_C5_F2
55.957,F3
56.198,D5
56.299,C5
56.394,A#4
56.627,A4
56.844,G4
57.091,F4
57.323,F4
57.555,D5
57.856,A#2_A#3_D5_F4
58.54,C5
58.778,A3_E5
59.002,F5
59.259,B3_D4
59.468,G4
59.723,A4_C4
59.947,F5
60.196,B3_D4
60.415,G4
60.656,A4_C4
60.883,F5
61.133,C5_D4_F4
61.618,B4_E4_G4
61.842,A#4
62.086,A4_F4
62.314,A4
62.557,A#4
62.795,C5
63.02,C#5
63.246,D3_D5
63.476,D4
63.69,C4_E5
63.786,F#5
63.895,A#3_G5
63.993,A5
64.103,A#2_A#5
64.202,A5
64.314,A#3_G5
64.422,A5
64.525,A3_F5
64.63,G5
64.735,E5_G3
64.829,F5
64.939,D5_F3
65.037,E5
65.141,C5_E3
65.248,D5
65.345,A#4_E3
65.448,C5
65.57,A4_C3
65.665,A#4
65.774,C5
65.865,D5
65.961,A2_E5
66.069,F5
66.162,E5
66.254,F5
66.382,A#3_G5
66.491,F5
66.573,E5
66.676,D5
66.786,A#2_E5
66.886,D5
66.979,C5
67.076,A#4
67.198,A4_C3
67.629,A4_C4_E4
67.716,G4
67.795,A4
67.882,G4
67.94,F4
68.017,G4
68.086,F3_F4
68.225,C4
68.355,B3
68.453,C4
68.545,D4
68.645,C4
68.758,B3
68.854,C4
68.955,A#3
69.077,C4
69.173,A3
69.285,C4
69.384,G3
69.49,C4
69.595,F3
69.708,C4
69.81,A#5_E3
69.946,C4
70.036,G3_G5
70.152,C4
70.243,A#3_E5
70.369,C4
70.467,A#3_E5
70.59,C4
70.686,A#5_E3
70.812,C4
70.912,G3_G5
71.027,C4
71.126,A#3_E5
71.255,C4
71.344,A#3_E5
71.446,C4
71.547,A3_F5
71.669,C4
71.761,E3_G5
71.876,C4
71.977,A5_F3
72.085,C4
72.188,A#5_G3
72.3,C4
72.405,B5_G#3
72.56,C4
72.622,A3_C6
72.731,C4
72.852,B5_G#3
72.982,C4
73.069,A3_C6
73.184,C4
73.238,D6
73.31,A#5_E3
73.454,C4
