start(sec),chord
0.107,A5_C5_F4_F5
0.783,A#4_C5_E5_G5
1.524,A4_F5
1.633,G5
1.706,A5
1.807,F5
1.9,C5
1.982,C#5
2.083,A#4_D5
2.175,E5
2.262,F5
2.346,D5
2.446,G4
2.522,A4
2.623,A#4_G3
2.699,C5
2.781,A#3_D5
2.845,A#4
2.943,B3_D4
3.033,F4
3.124,C4_E4
3.235,F4
3.319,G4
3.393,E4
3.477,C5
3.558,A4
3.644,F4
3.821,F4
3.995,F4
4.164,A#4_C4_E4_G3
4.779,A4_C4_F3_F4
5.405,A#3_C4_E4_G4
6.169,A2_A3_F4
6.248,G4
6.341,A4
6.416,A#4
6.516,C5
6.605,C#5
6.7,A#2_A#3_D5
6.774,E5
6.861,F5
6.955,G5
7.036,A5_G5
7.117,A#5
7.183,C6
7.386,A4_C4_F5
7.569,C3_E5_G4
7.774,A4_F3_F5
7.96,F2
8.147,F2
8.339,A#4_D4_F2
8.535,A4_C4_F2
8.712,A#3_F2_G4
8.894,A#3_F2_G4
9.082,A3_F2_F4
9.26,A3_F2_F4
9.446,A3_F2_F4
9.643,A#3_F2_G4
9.824,E4_F2_G3
10.016,A3_F2_F4
10.229,F3
10.415,F3
10.655,A#4_D5_F3
10.853,A4_C5_F3
11.014,A#4_F3_G4
11.212,A#4_F3_G4
11.389,A4_F3_F4
11.566,A4_F3_F4
11.771,A4_F3_F4
11.947,A#4_F3_G4
12.127,E4_F3_G4
12.31,A4_F3_F4
12.493,F3
12.699,F3
12.911,F4
13.005,A4
13.089,D5
13.173,F5
13.264,A5
13.352,F4
13.446,E4
13.541,G4
13.648,C5
13.73,E5
13.814,G5
13.918,E4
13.994,D4
14.095,F4
14.19,B4
14.261,D5
14.358,F5
14.429,D4
14.515,C4
14.619,E4
14.707,G4
14.785,C5
14.882,E5
14.965,C4
15.067,F4
15.144,A4
15.22,D5
15.322,C#5
15.378,E5
15.467,D5
15.534,F5
15.652,E5
15.717,G5
15.81,F5
15.879,A5
15.96,G#5
16.054,A5
16.431,C5_E4_F#3
16.655,B4_D4_G3
17.048,F#2
17.256,G2
17.664,C6_E5_F#4
17.89,B5_D5_G4
18.27,F#5
18.486,G5
18.875,C5_E4_F#3
19.075,B4_D4_G3
19.493,F#2
19.725,G2
21.966,F5
22.265,F5
22.355,F5
22.505,F5
22.556,G5
22.626,A5
22.929,G5
23.002,F5
23.235,F5
23.518,F5
23.748,F5
23.805,G5
23.864,A5
24.173,G5
24.239,F5
24.443,C4_E5
24.523,G4
24.66,E4
24.742,G4
24.83,C4_E5
24.926,G4
25.028,B3_G5
25.11,G4
25.223,D4
25.314,G4
25.412,B3_F5
25.497,G4
25.642,C4_E5
25.709,G4
25.855,E4
25.923,G4
26.032,C4_E5
26.114,G4
26.228,B3_G5
26.317,G4
26.421,D4
26.506,G4
26.624,B3_F5
26.714,G4
26.829,C4_E5
26.885,E4
26.974,G4
27.065,C5
27.152,B4_E5
27.235,C5
27.36,A4_C5_G5
27.543,F5
27.732,B4_E5_G4
27.921,A4_E5_F4
28.094,D5
28.242,C5_F#4
28.308,D5
28.375,C5_D5
28.479,C5_G4
28.824,D5
28.912,B4
29.219,D4_F5
29.494,F5
29.567,D4_F5
29.703,D4_E4_F5_G5
29.828,A5_F4
30.11,E4_G5
30.189,D4_F5
30.4,D4_F5
30.679,D4_F5
30.765,D4_F5
30.921,A5_E4_F4_F5_G5
31.276,D4_E4_F5_G5
31.576,C4_E5
31.68,C5
31.767,G4
31.866,C5
31.962,E5
32.055,G4
32.146,B2_B3_G5
32.241,G4
32.338,F#5
32.411,G4
32.515,F5
32.632,G4
32.732,C3_C4_E5
32.817,C5
32.892,G4
32.999,C5
33.076,E5
33.174,G4
33.304,B2_B3_G5
33.379,G4
33.488,F#5
33.58,G4
33.697,C3_F5
33.792,G4
33.869,C4_E5
33.967,G5
34.061,C6
34.146,B5
34.253,A5
34.33,G5
34.403,A4_C5_F5
34.502,G5
34.612,A5
34.719,F5
34.792,B4_D#5_G4
34.896,E5
34.993,A4_D5_F4
35.098,E5
35.182,F5
35.271,D5
35.351,B4_E4_G4
35.443,C5
35.529,D5_F4
35.631,F5
35.724,E5_G4
35.798,C5
35.879,B4_G3
35.981,D5
36.07,C4_C5
36.171,D5
36.254,E5
36.331,C5
36.415,A4
36.506,G4
36.599,A3_C4_F4
36.698,G4
36.773,A4
36.865,F4
36.943,B3_D#4_G3
37.028,E4
37.143,A3_D4_F3
37.232,E4
37.314,F4
37.421,D4
37.49,B3_E3_G3
37.607,C4
37.679,D4_F3
37.795,F4
37.884,E4_G3
37.953,C4
38.041,B3_G2
38.132,D4
38.24,C3_C4
38.428,G4
38.626,E4
38.805,C4
38.989,A#3_E3
39.172,A#3_E3
39.373,A3_F3
39.547,C5
39.755,A4
39.944,F4
40.125,A3_C4
40.322,A3_C4
40.517,B3_G3
40.693,F5
40.889,D5
41.085,B4
41.262,F4_G3
41.45,F4_G3
41.667,C4_E4
41.751,C5
41.842,B4
41.928,C5
42.01,E5
42.083,G5
42.178,D4_G3
42.281,F5
42.37,E5
42.453,F5
42.534,D5
42.64,B4
42.733,C4_E4
42.821,C5
42.909,B4
43.004,C5
43.089,E5
43.167,G5
43.259,D4_G3
43.358,F5
43.443,E5
43.533,F5
43.629,D5
43.711,B4
43.795,C3_C5
43.902,C4
43.984,C6_E4_E5
44.09,C4
44.178,C6_E5_G3
44.266,E3
44.371,C3_C6_E5
45.977,C5
46.251,C5
46.341,C5
46.472,C5
46.526,D5
46.6,D#5
46.904,D5
46.983,C5
47.205,C5
47.469,C5
47.562,C5
47.714,C5
47.778,D5
47.834,D#5
48.121,D5
48.202,C5
48.434,A5_C6_D2
48.556,D3
48.646,E2
48.751,E3
48.835,F#2
48.98,A#5_F#2_F#3_G5
49.136,A2
49.196,G3
49.47,A5_C6_D2
49.553,D3
49.675,E2
49.747,E3
49.848,F#2
49.941,F#3
50.056,A#5_G2_G5
