start_time,end_time,instrument,note,start_beat,end_beat,note_value
104414,161758,1,59,0.0,0.989583333333,Quarter
104414,161758,1,68,0.0,0.989583333333,Quarter
104414,161758,1,40,0.0,0.989583333333,Quarter
162270,211422,1,59,1.0,0.989583333333,Quarter
162270,211422,1,44,1.0,0.989583333333,Quarter
162270,234462,1,64,1.0,1.48958333333,Dotted Quarter
211934,263134,1,61,2.0,0.989583333333,Quarter
211934,263134,1,45,2.0,0.989583333333,Quarter
235486,263134,1,66,2.5,0.489583333333,Eighth
263646,312286,1,47,3.0,0.989583333333,Quarter
263646,312286,1,54,3.0,0.989583333333,Quarter
263646,312286,1,63,3.0,0.989583333333,Quarter
312798,360926,1,49,4.0,0.989583333333,Quarter
312798,413662,1,54,4.0,1.98958333333,Half
312798,413662,1,57,4.0,1.98958333333,Half
312798,413662,1,59,4.0,1.98958333333,Half
361438,413662,1,51,5.0,0.989583333333,Quarter
414686,462814,1,56,6.0,0.989583333333,Quarter
414686,462814,1,59,6.0,0.989583333333,Quarter
414686,462814,1,68,6.0,0.989583333333,Quarter
414686,462814,1,52,6.0,0.989583333333,Quarter
463326,508894,1,59,7.0,0.989583333333,Quarter
463326,508894,1,56,7.0,0.989583333333,Quarter
463326,536542,1,64,7.0,1.48958333333,Dotted Quarter
509406,563678,1,61,8.0,0.989583333333,Quarter
509406,563678,1,58,8.0,0.989583333333,Quarter
537054,563678,1,66,8.5,0.489583333333,Eighth
564190,614366,1,66,9.0,0.989583333333,Quarter
564190,614366,1,59,9.0,0.989583333333,Quarter
564190,614366,1,63,9.0,0.989583333333,Quarter
614878,664030,1,54,10.0,0.989583333333,Quarter
614878,664030,1,70,10.0,0.989583333333,Quarter
614878,664030,1,61,10.0,0.989583333333,Quarter
614878,664030,1,64,10.0,0.989583333333,Quarter
664030,720862,1,71,11.0,0.989583333333,Quarter
664030,692190,1,47,11.0,0.489583333333,Eighth
664030,720862,1,63,11.0,0.989583333333,Quarter
664030,720862,1,66,11.0,0.989583333333,Quarter
692702,720862,1,45,11.5,0.489583333333,Eighth
721886,725470,1,59,12.0,0.0520833333333,Sixty Fourth
725981,729054,1,64,12.0625,0.0520833333333,Sixty Fourth
729566,733662,1,68,12.125,0.0520833333333,Sixty Fourth
735198,837598,1,44,12.1875,1.80208333333,Half
735198,780254,1,71,12.1875,0.802083333333,Dotted Eighth
780766,837598,1,59,13.0,0.989583333333,Quarter
780766,837598,1,56,13.0,0.989583333333,Quarter
780766,862686,1,64,13.0,1.48958333333,Dotted Quarter
837598,889310,1,45,14.0,0.989583333333,Quarter
837598,889310,1,61,14.0,0.989583333333,Quarter
863197,875998,1,68,14.5,0.239583333333,Sixteenth
877021,889310,1,66,14.75,0.239583333333,Sixteenth
889822,944606,1,63,15.0,0.989583333333,Quarter
889822,944606,1,47,15.0,0.989583333333,Quarter
889822,944606,1,54,15.0,0.989583333333,Quarter
945118,997341,1,52,16.0,0.989583333333,Quarter
945118,997341,1,49,16.0,0.989583333333,Quarter
974813,981470,1,57,16.625,0.114583333333,Thirty Second
981982,989662,1,59,16.75,0.114583333333,Thirty Second
990174,993758,1,57,16.875,0.0520833333333,Sixty Fourth
994270,997341,1,56,16.9375,0.0520833333333,Sixty Fourth
997854,1054174,1,51,17.0,0.989583333333,Quarter
997854,1054174,1,57,17.0,0.989583333333,Quarter
997854,1054174,1,54,17.0,0.989583333333,Quarter
1054686,1110494,1,56,18.0,0.989583333333,Quarter
1054686,1110494,1,52,18.0,0.989583333333,Quarter
1111518,1169886,1,49,19.0,0.989583333333,Quarter
1111518,1235422,1,52,19.0,1.98958333333,Half
1111518,1204702,1,64,19.0,1.48958333333,Dotted Quarter
1111518,1169886,1,37,19.0,0.989583333333,Quarter
1170398,1235422,1,36,20.0,0.989583333333,Quarter
1170398,1235422,1,48,20.0,0.989583333333,Quarter
1205214,1235422,1,58,20.5,0.489583333333,Eighth
1235934,1293278,1,55,21.0,0.989583333333,Quarter
1235934,1293278,1,40,21.0,0.989583333333,Quarter
1235934,1348574,1,58,21.0,1.98958333333,Half
1235934,1348574,1,36,21.0,1.98958333333,Half
1293790,1348574,1,52,22.0,0.989583333333,Quarter
1293790,1348574,1,43,22.0,0.989583333333,Quarter
1349086,1418718,1,59,23.0,0.989583333333,Quarter
1349086,1418718,1,51,23.0,0.989583333333,Quarter
1349086,1418718,1,35,23.0,0.989583333333,Quarter
1349086,1418718,1,47,23.0,0.989583333333,Quarter
1419230,1478110,1,59,24.0,0.989583333333,Quarter
1419230,1478110,1,68,24.0,0.989583333333,Quarter
1419230,1478110,1,40,24.0,0.989583333333,Quarter
1478622,1526750,1,59,25.0,0.989583333333,Quarter
1478622,1526750,1,44,25.0,0.989583333333,Quarter
1478622,1550814,1,64,25.0,1.48958333333,Dotted Quarter
1527262,1576926,1,61,26.0,0.989583333333,Quarter
1527262,1576926,1,45,26.0,0.989583333333,Quarter
1551326,1576926,1,66,26.5,0.489583333333,Eighth
1577438,1628638,1,54,27.0,0.989583333333,Quarter
1577438,1628638,1,63,27.0,0.989583333333,Quarter
1577438,1628638,1,47,27.0,0.989583333333,Quarter
1629662,1676766,1,49,28.0,0.989583333333,Quarter
1629662,1730014,1,54,28.0,1.98958333333,Half
1629662,1730014,1,57,28.0,1.98958333333,Half
1629662,1730014,1,59,28.0,1.98958333333,Half
1677278,1730014,1,51,29.0,0.989583333333,Quarter
1730526,1775582,1,56,30.0,0.989583333333,Quarter
1730526,1775582,1,59,30.0,0.989583333333,Quarter
1730526,1775582,1,68,30.0,0.989583333333,Quarter
1730526,1775582,1,52,30.0,0.989583333333,Quarter
1776093,1828318,1,59,31.0,0.989583333333,Quarter
1776093,1828318,1,56,31.0,0.989583333333,Quarter
1776093,1851870,1,64,31.0,1.48958333333,Dotted Quarter
1828830,1883102,1,61,32.0,0.989583333333,Quarter
1828830,1883102,1,58,32.0,0.989583333333,Quarter
1852382,1883102,1,66,32.5,0.489583333333,Eighth
1883614,1936862,1,63,33.0,0.989583333333,Quarter
1883614,1936862,1,66,33.0,0.989583333333,Quarter
1883614,1936862,1,59,33.0,0.989583333333,Quarter
1937374,1988062,1,70,34.0,0.989583333333,Quarter
1937374,1988062,1,61,34.0,0.989583333333,Quarter
1937374,1988062,1,64,34.0,0.989583333333,Quarter
1937374,1988062,1,54,34.0,0.989583333333,Quarter
1988573,2020318,1,47,35.0,0.489583333333,Eighth
1988573,2050013,1,63,35.0,0.989583333333,Quarter
1988573,2050013,1,66,35.0,0.989583333333,Quarter
1988573,2050013,1,71,35.0,0.989583333333,Quarter
2020830,2050013,1,45,35.5,0.489583333333,Eighth
2050525,2053598,1,59,36.0,0.0520833333333,Sixty Fourth
2054110,2059230,1,64,36.0625,0.0520833333333,Sixty Fourth
2060254,2063326,1,68,36.125,0.0520833333333,Sixty Fourth
2064350,2175966,1,44,36.1875,1.80208333333,Half
2064350,2116062,1,71,36.1875,0.802083333333,Dotted Eighth
2116574,2175966,1,56,37.0,0.989583333333,Quarter
2116574,2202590,1,64,37.0,1.48958333333,Dotted Quarter
2116574,2175966,1,59,37.0,0.989583333333,Quarter
2176478,2230750,1,45,38.0,0.989583333333,Quarter
2176478,2230750,1,61,38.0,0.989583333333,Quarter
2203102,2214878,1,68,38.5,0.239583333333,Sixteenth
2215390,2230750,1,66,38.75,0.239583333333,Sixteenth
2231262,2283998,1,63,39.0,0.989583333333,Quarter
2231262,2283998,1,47,39.0,0.989583333333,Quarter
2231262,2283998,1,54,39.0,0.989583333333,Quarter
2285534,2349022,1,52,40.0,0.989583333333,Quarter
2285534,2349022,1,49,40.0,0.989583333333,Quarter
2318814,2329566,1,57,40.625,0.114583333333,Thirty Second
2330078,2340830,1,59,40.75,0.114583333333,Thirty Second
2341342,2344926,1,57,40.875,0.0520833333333,Sixty Fourth
2345438,2349022,1,56,40.9375,0.0520833333333,Sixty Fourth
2350046,2409438,1,51,41.0,0.989583333333,Quarter
2350046,2409438,1,57,41.0,0.989583333333,Quarter
2350046,2409438,1,54,41.0,0.989583333333,Quarter
2409950,2467294,1,52,42.0,0.989583333333,Quarter
2409950,2467294,1,56,42.0,0.989583333333,Quarter
2467806,2522078,1,49,43.0,0.989583333333,Quarter
2467806,2590174,1,52,43.0,1.98958333333,Half
2467806,2554334,1,64,43.0,1.48958333333,Dotted Quarter
2467806,2522078,1,37,43.0,0.989583333333,Quarter
2525150,2590174,1,36,44.0,0.989583333333,Quarter
2525150,2590174,1,48,44.0,0.989583333333,Quarter
2555870,2590174,1,58,44.5,0.489583333333,Eighth
2590686,2652126,1,40,45.0,0.989583333333,Quarter
2590686,2652126,1,55,45.0,0.989583333333,Quarter
2590686,2711518,1,58,45.0,1.98958333333,Half
2590686,2711518,1,36,45.0,1.98958333333,Half
2652638,2711518,1,52,46.0,0.989583333333,Quarter
2652638,2711518,1,43,46.0,0.989583333333,Quarter
2712542,2784734,1,51,47.0,0.989583333333,Quarter
2712542,2784734,1,47,47.0,0.989583333333,Quarter
2712542,2784734,1,35,47.0,0.989583333333,Quarter
2712542,2784734,1,59,47.0,0.989583333333,Quarter
2785758,2847197,1,71,48.0,0.989583333333,Quarter
2785758,2847197,1,59,48.0,0.989583333333,Quarter
2847710,2889182,1,66,49.0,0.989583333333,Quarter
2847710,2889182,1,51,49.0,0.989583333333,Quarter
2847710,2889182,1,59,49.0,0.989583333333,Quarter
2847710,2910174,1,71,49.0,1.48958333333,Dotted Quarter
2890206,2933214,1,59,50.0,0.989583333333,Quarter
2890206,2933214,1,53,50.0,0.989583333333,Quarter
2890206,2933214,1,68,50.0,0.989583333333,Quarter
2910174,2933214,1,73,50.5,0.489583333333,Eighth
2933214,2980830,1,71,51.0,0.989583333333,Quarter
2933214,2980830,1,54,51.0,0.989583333333,Quarter
2933214,2980830,1,59,51.0,0.989583333333,Quarter
2981341,3027422,1,59,52.0,0.989583333333,Quarter
