start_time,end_time,instrument,note,start_beat,end_beat,note_value
107998,140766,1,70,0.0,0.989583333333,Quarter
107998,140766,1,67,0.0,0.989583333333,Quarter
107998,140766,1,58,0.0,0.989583333333,Quarter
141278,179166,1,58,1.0,0.989583333333,Quarter
141278,179166,1,70,1.0,0.989583333333,Quarter
141278,179166,1,67,1.0,0.989583333333,Quarter
179677,250334,1,58,2.0,1.98958333333,Half
179677,250334,1,67,2.0,1.98958333333,Half
179677,250334,1,63,2.0,1.98958333333,Half
187870,196062,1,46,2.25,0.239583333333,Sixteenth
196574,205278,1,48,2.5,0.239583333333,Sixteenth
205278,212958,1,50,2.75,0.239583333333,Sixteenth
212958,222686,1,51,3.0,0.239583333333,Sixteenth
223198,232414,1,53,3.25,0.239583333333,Sixteenth
232926,240606,1,55,3.5,0.239583333333,Sixteenth
241118,250334,1,51,3.75,0.239583333333,Sixteenth
250846,266718,1,56,4.0,0.489583333333,Eighth
250846,283614,1,58,4.0,0.989583333333,Quarter
250846,283614,1,62,4.0,0.989583333333,Quarter
250846,283614,1,65,4.0,0.989583333333,Quarter
284126,316382,1,62,5.0,0.989583333333,Quarter
284126,316382,1,58,5.0,0.989583333333,Quarter
284126,316382,1,65,5.0,0.989583333333,Quarter
316894,324062,1,56,6.0,0.239583333333,Sixteenth
316894,380382,1,70,6.0,1.98958333333,Half
316894,380382,1,68,6.0,1.98958333333,Half
316894,380382,1,65,6.0,1.98958333333,Half
316894,380382,1,58,6.0,1.98958333333,Half
324062,332766,1,55,6.25,0.239583333333,Sixteenth
332766,338910,1,53,6.5,0.239583333333,Sixteenth
339422,346078,1,51,6.75,0.239583333333,Sixteenth
346590,352734,1,50,7.0,0.239583333333,Sixteenth
353246,360926,1,48,7.25,0.239583333333,Sixteenth
361950,370654,1,46,7.5,0.239583333333,Sixteenth
370654,380382,1,50,7.75,0.239583333333,Sixteenth
380382,411614,1,67,8.0,0.989583333333,Quarter
380382,395742,1,51,8.0,0.489583333333,Eighth
380382,411614,1,70,8.0,0.989583333333,Quarter
380382,411614,1,58,8.0,0.989583333333,Quarter
412125,445918,1,58,9.0,0.989583333333,Quarter
412125,445918,1,67,9.0,0.989583333333,Quarter
412125,445918,1,70,9.0,0.989583333333,Quarter
445918,511453,1,67,10.0,1.98958333333,Half
445918,511453,1,58,10.0,1.98958333333,Half
