start_time,end_time,instrument,note,start_beat,end_beat,note_value
111582,142302,1,50,0.0,1.48958333333,Dotted Quarter
111582,142302,1,72,0.0,1.48958333333,Dotted Quarter
111582,142302,1,66,0.0,1.48958333333,Dotted Quarter
111582,142302,1,54,0.0,1.48958333333,Dotted Quarter
142302,151518,1,56,1.5,0.489583333333,Eighth
142302,151518,1,73,1.5,0.489583333333,Eighth
142302,151518,1,65,1.5,0.489583333333,Eighth
142302,151518,1,49,1.5,0.489583333333,Eighth
151518,160222,1,49,2.0,0.489583333333,Eighth
151518,160222,1,68,2.0,0.489583333333,Eighth
151518,160222,1,65,2.0,0.489583333333,Eighth
151518,160222,1,47,2.0,0.489583333333,Eighth
182238,192478,1,49,3.5,0.489583333333,Eighth
182238,192478,1,70,3.5,0.489583333333,Eighth
182238,192478,1,66,3.5,0.489583333333,Eighth
182238,192478,1,46,3.5,0.489583333333,Eighth
192990,207838,1,63,4.0,0.739583333333,Dotted Eighth
192990,207838,1,71,4.0,0.739583333333,Dotted Eighth
192990,207838,1,44,4.0,0.739583333333,Dotted Eighth
208349,212958,1,61,4.75,0.239583333333,Sixteenth
208349,212958,1,70,4.75,0.239583333333,Sixteenth
208349,212958,1,46,4.75,0.239583333333,Sixteenth
213470,225246,1,59,5.0,0.489583333333,Eighth
213470,225246,1,68,5.0,0.489583333333,Eighth
213470,225246,1,47,5.0,0.489583333333,Eighth
225246,235998,1,58,5.5,0.489583333333,Eighth
225246,235998,1,48,5.5,0.489583333333,Eighth
225246,235998,1,66,5.5,0.489583333333,Eighth
236510,257502,1,56,6.0,0.989583333333,Quarter
236510,257502,1,65,6.0,0.989583333333,Quarter
236510,257502,1,49,6.0,0.989583333333,Quarter
274398,305630,1,64,8.0,1.48958333333,Dotted Quarter
274398,305630,1,73,8.0,1.48958333333,Dotted Quarter
274398,305630,1,70,8.0,1.48958333333,Dotted Quarter
274398,305630,1,67,8.0,1.48958333333,Dotted Quarter
305630,317406,1,66,9.5,0.489583333333,Eighth
305630,317406,1,75,9.5,0.489583333333,Eighth
305630,317406,1,71,9.5,0.489583333333,Eighth
305630,317406,1,63,9.5,0.489583333333,Eighth
317406,333790,1,64,10.0,0.989583333333,Quarter
317406,333790,1,76,10.0,0.989583333333,Quarter
317406,333790,1,73,10.0,0.989583333333,Quarter
317406,333790,1,61,10.0,0.989583333333,Quarter
349662,359902,1,63,11.5,0.489583333333,Eighth
349662,359902,1,78,11.5,0.489583333333,Eighth
349662,359902,1,75,11.5,0.489583333333,Eighth
349662,359902,1,59,11.5,0.489583333333,Eighth
359902,379358,1,52,12.0,0.989583333333,Quarter
359902,374750,1,80,12.0,0.739583333333,Dotted Eighth
359902,374750,1,76,12.0,0.739583333333,Dotted Eighth
359902,374750,1,56,12.0,0.739583333333,Dotted Eighth
374750,379358,1,76,12.75,0.239583333333,Sixteenth
374750,379358,1,73,12.75,0.239583333333,Sixteenth
374750,379358,1,61,12.75,0.239583333333,Sixteenth
379358,389086,1,75,13.0,0.489583333333,Eighth
379358,389086,1,71,13.0,0.489583333333,Eighth
379358,389086,1,63,13.0,0.489583333333,Eighth
379358,389086,1,54,13.0,0.489583333333,Eighth
389086,400350,1,73,13.5,0.489583333333,Eighth
389086,400350,1,70,13.5,0.489583333333,Eighth
389086,400350,1,64,13.5,0.489583333333,Eighth
389086,400350,1,54,13.5,0.489583333333,Eighth
400861,423902,1,75,14.0,0.989583333333,Quarter
400861,423902,1,59,14.0,0.989583333333,Quarter
400861,423902,1,63,14.0,0.989583333333,Quarter
400861,423902,1,71,14.0,0.989583333333,Quarter
449502,482782,1,66,16.0,1.48958333333,Dotted Quarter
449502,482782,1,71,16.0,1.48958333333,Dotted Quarter
449502,482782,1,63,16.0,1.48958333333,Dotted Quarter
482782,493534,1,70,17.5,0.489583333333,Eighth
482782,493534,1,66,17.5,0.489583333333,Eighth
482782,493534,1,61,17.5,0.489583333333,Eighth
493534,517085,1,75,18.0,0.989583333333,Quarter
493534,517085,1,66,18.0,0.989583333333,Quarter
493534,517085,1,59,18.0,0.989583333333,Quarter
527326,538078,1,73,19.5,0.489583333333,Eighth
527326,538078,1,66,19.5,0.489583333333,Eighth
527326,538078,1,58,19.5,0.489583333333,Eighth
538590,555486,1,71,20.0,0.739583333333,Dotted Eighth
538590,555486,1,56,20.0,0.739583333333,Dotted Eighth
538590,561118,1,66,20.0,0.989583333333,Quarter
555486,561118,1,70,20.75,0.239583333333,Sixteenth
555486,561118,1,58,20.75,0.239583333333,Sixteenth
561118,567774,1,66,21.0,0.489583333333,Eighth
561118,567774,1,68,21.0,0.489583333333,Eighth
561118,567774,1,59,21.0,0.489583333333,Eighth
567774,576990,1,65,21.5,0.489583333333,Eighth
567774,576990,1,73,21.5,0.489583333333,Eighth
567774,576990,1,49,21.5,0.489583333333,Eighth
576990,583134,1,70,22.0,0.239583333333,Sixteenth
576990,587742,1,54,22.0,0.489583333333,Eighth
583646,587742,1,66,22.25,0.239583333333,Sixteenth
588254,595934,1,61,22.5,0.489583333333,Eighth
588254,591838,1,65,22.5,0.239583333333,Sixteenth
592350,595934,1,66,22.75,0.239583333333,Sixteenth
596446,600030,1,71,23.0,0.239583333333,Sixteenth
596446,606174,1,63,23.0,0.489583333333,Eighth
600542,606174,1,78,23.25,0.239583333333,Sixteenth
606174,610782,1,70,23.5,0.239583333333,Sixteenth
