start_time,end_time,instrument,note,start_beat,end_beat,note_value
112094,123358,1,67,0.5,0.489583333333,Eighth
123358,138718,1,36,1.0,0.989583333333,Quarter
123358,131038,1,64,1.0,0.489583333333,Eighth
123358,131038,1,67,1.0,0.489583333333,Eighth
123358,131038,1,72,1.0,0.489583333333,Eighth
123358,138718,1,48,1.0,0.989583333333,Quarter
131038,138718,1,71,1.5,0.489583333333,Eighth
131038,138718,1,65,1.5,0.489583333333,Eighth
131038,138718,1,62,1.5,0.489583333333,Eighth
138718,144350,1,64,2.0,0.489583333333,Eighth
138718,144350,1,72,2.0,0.489583333333,Eighth
138718,144350,1,67,2.0,0.489583333333,Eighth
144862,151006,1,74,2.5,0.489583333333,Eighth
144862,151006,1,69,2.5,0.489583333333,Eighth
144862,151006,1,65,2.5,0.489583333333,Eighth
151518,159198,1,71,3.0,0.489583333333,Eighth
151518,159198,1,67,3.0,0.489583333333,Eighth
151518,159198,1,76,3.0,0.489583333333,Eighth
159198,168414,1,77,3.5,0.489583333333,Eighth
159198,168414,1,69,3.5,0.489583333333,Eighth
159198,168414,1,72,3.5,0.489583333333,Eighth
168414,176606,1,71,4.0,0.489583333333,Eighth
168414,176606,1,74,4.0,0.489583333333,Eighth
168414,176606,1,79,4.0,0.489583333333,Eighth
176606,183774,1,81,4.5,0.489583333333,Eighth
176606,183774,1,76,4.5,0.489583333333,Eighth
176606,183774,1,72,4.5,0.489583333333,Eighth
184286,191454,1,74,5.0,0.489583333333,Eighth
184286,191454,1,83,5.0,0.489583333333,Eighth
184286,191454,1,77,5.0,0.489583333333,Eighth
191966,200158,1,76,5.5,0.489583333333,Eighth
191966,200158,1,79,5.5,0.489583333333,Eighth
191966,200158,1,84,5.5,0.489583333333,Eighth
200158,208349,1,77,6.0,0.489583333333,Eighth
200158,208349,1,81,6.0,0.489583333333,Eighth
200158,208349,1,86,6.0,0.489583333333,Eighth
208349,216029,1,79,6.5,0.489583333333,Eighth
208349,216029,1,84,6.5,0.489583333333,Eighth
208349,216029,1,88,6.5,0.489583333333,Eighth
216029,230878,1,81,7.0,0.989583333333,Quarter
216029,230878,1,89,7.0,0.989583333333,Quarter
216029,230878,1,84,7.0,0.989583333333,Quarter
231389,239069,1,79,8.0,0.489583333333,Eighth
