start_time,end_time,instrument,note,start_beat,end_beat,note_value
96734,115678,1,59,0.0,0.479166666667,Sixteenth
116190,123870,1,60,0.5,0.479166666667,Sixteenth
123870,135134,1,62,1.0,0.979166666667,Eighth
135646,141790,1,64,2.0,0.479166666667,Sixteenth
141790,146398,1,66,2.5,0.479166666667,Sixteenth
146398,157150,1,67,3.0,0.979166666667,Eighth
157150,161758,1,69,4.0,0.479166666667,Sixteenth
162270,169950,1,71,4.5,0.479166666667,Sixteenth
170462,184286,1,72,5.0,0.979166666667,Eighth
184798,199134,1,73,6.0,0.979166666667,Eighth
199134,240606,1,55,7.0,2.97916666667,Dotted Quarter
199134,230878,1,74,7.0,1.97916666667,Quarter
199134,230878,1,59,7.0,1.97916666667,Quarter
231389,235486,1,76,9.0,0.479166666667,Sixteenth
231389,235486,1,60,9.0,0.479166666667,Sixteenth
235486,240606,1,73,9.5,0.479166666667,Sixteenth
235486,240606,1,58,9.5,0.479166666667,Sixteenth
240606,252381,1,55,10.0,0.979166666667,Eighth
240606,252381,1,74,10.0,0.979166666667,Eighth
240606,252381,1,59,10.0,0.979166666667,Eighth
270302,275934,1,71,12.0,0.479166666667,Sixteenth
275934,281566,1,72,12.5,0.479166666667,Sixteenth
281566,292318,1,74,13.0,0.979166666667,Eighth
292318,297950,1,76,14.0,0.479166666667,Sixteenth
297950,302558,1,78,14.5,0.479166666667,Sixteenth
303070,313310,1,79,15.0,0.979166666667,Eighth
313310,318430,1,81,16.0,0.479166666667,Sixteenth
318942,325598,1,83,16.5,0.479166666667,Sixteenth
325598,338398,1,84,17.0,0.979166666667,Eighth
338910,355806,1,85,18.0,0.979166666667,Eighth
355806,391646,1,62,19.0,2.97916666667,Dotted Quarter
355806,357342,1,74,19.0,0.229166666667,Thirty Second
355806,379870,1,71,19.0,1.97916666667,Quarter
357342,379870,1,86,19.25,1.72916666667,Dotted Eighth
380382,387037,1,84,21.0,0.479166666667,Sixteenth
380382,387037,1,69,21.0,0.479166666667,Sixteenth
387037,391646,1,81,21.5,0.479166666667,Sixteenth
387037,391646,1,66,21.5,0.479166666667,Sixteenth
391646,406493,1,67,22.0,0.979166666667,Eighth
391646,406493,1,79,22.0,0.979166666667,Eighth
420318,425438,1,62,24.0,0.3125,Triplet Sixteenth
425950,429022,1,64,24.3333333333,0.3125,Triplet Sixteenth
429022,433117,1,66,24.6666666667,0.3125,Triplet Sixteenth
433117,436702,1,67,25.0,0.3125,Triplet Sixteenth
436702,439774,1,69,25.3333333333,0.3125,Triplet Sixteenth
439774,444381,1,71,25.6666666667,0.3125,Triplet Sixteenth
444381,455134,1,72,26.0,0.979166666667,Eighth
455646,467934,1,57,27.0,0.979166666667,Eighth
455646,467934,1,60,27.0,0.979166666667,Eighth
455646,467934,1,50,27.0,0.979166666667,Eighth
467934,480222,1,69,28.0,0.979166666667,Eighth
467934,480222,1,72,28.0,0.979166666667,Eighth
467934,480222,1,62,28.0,0.979166666667,Eighth
480222,493534,1,84,29.0,0.979166666667,Eighth
493534,497118,1,62,30.0,0.3125,Triplet Sixteenth
497118,500189,1,64,30.3333333333,0.3125,Triplet Sixteenth
500189,504798,1,66,30.6666666667,0.3125,Triplet Sixteenth
504798,509406,1,67,31.0,0.3125,Triplet Sixteenth
510430,512990,1,69,31.3333333333,0.3125,Triplet Sixteenth
513502,516574,1,71,31.6666666667,0.3125,Triplet Sixteenth
517085,526814,1,72,32.0,0.979166666667,Eighth
526814,540126,1,60,33.0,0.979166666667,Eighth
526814,540126,1,57,33.0,0.979166666667,Eighth
526814,540126,1,50,33.0,0.979166666667,Eighth
540126,552926,1,62,34.0,0.979166666667,Eighth
540126,552926,1,69,34.0,0.979166666667,Eighth
540126,552926,1,72,34.0,0.979166666667,Eighth
553438,566238,1,84,35.0,0.979166666667,Eighth
566750,571358,1,62,36.0,0.3125,Triplet Sixteenth
