start_time,end_time,instrument,note,start_beat,end_beat,note_value
111582,139230,1,48,0.0,1.48958333333,Dotted Quarter
111582,139230,1,63,0.0,1.48958333333,Dotted Quarter
111582,139230,1,67,0.0,1.48958333333,Dotted Quarter
111582,139230,1,60,0.0,1.48958333333,Dotted Quarter
111582,139230,1,72,0.0,1.48958333333,Dotted Quarter
111582,139230,1,55,0.0,1.48958333333,Dotted Quarter
111582,139230,1,51,0.0,1.48958333333,Dotted Quarter
143326,146398,1,67,1.75,0.239583333333,Sixteenth
146398,155614,1,75,2.0,0.739583333333,Dotted Eighth
155614,158174,1,72,2.75,0.239583333333,Sixteenth
158174,167902,1,79,3.0,0.739583333333,Dotted Eighth
167902,171998,1,75,3.75,0.239583333333,Sixteenth
171998,183262,1,84,4.0,0.739583333333,Dotted Eighth
183262,186334,1,79,4.75,0.239583333333,Sixteenth
186846,203230,1,87,5.0,0.989583333333,Quarter
203230,218590,1,87,6.0,0.989583333333,Quarter
232414,248286,1,60,8.0,0.989583333333,Quarter
232414,248286,1,72,8.0,0.989583333333,Quarter
232414,248286,1,67,8.0,0.989583333333,Quarter
232414,248286,1,63,8.0,0.989583333333,Quarter
248286,283102,1,67,9.0,1.98958333333,Half
248286,283102,1,72,9.0,1.98958333333,Half
248286,283102,1,60,9.0,1.98958333333,Half
248286,283102,1,63,9.0,1.98958333333,Half
283102,299486,1,65,11.0,0.989583333333,Quarter
283102,299486,1,71,11.0,0.989583333333,Quarter
283102,299486,1,67,11.0,0.989583333333,Quarter
283102,299486,1,62,11.0,0.989583333333,Quarter
299486,325598,1,62,12.0,1.48958333333,Dotted Quarter
299486,325598,1,59,12.0,1.48958333333,Dotted Quarter
299486,325598,1,53,12.0,1.48958333333,Dotted Quarter
299486,325598,1,50,12.0,1.48958333333,Dotted Quarter
299486,325598,1,56,12.0,1.48958333333,Dotted Quarter
299486,325598,1,71,12.0,1.48958333333,Dotted Quarter
299486,325598,1,68,12.0,1.48958333333,Dotted Quarter
299486,325598,1,65,12.0,1.48958333333,Dotted Quarter
328670,331742,1,71,13.75,0.239583333333,Sixteenth
331742,342494,1,77,14.0,0.739583333333,Dotted Eighth
343006,346078,1,74,14.75,0.239583333333,Sixteenth
346590,355294,1,83,15.0,0.739583333333,Dotted Eighth
355294,358366,1,77,15.75,0.239583333333,Sixteenth
358366,367582,1,86,16.0,0.739583333333,Dotted Eighth
367582,370141,1,83,16.75,0.239583333333,Sixteenth
370141,382430,1,89,17.0,0.989583333333,Quarter
382942,401886,1,89,18.0,0.989583333333,Quarter
421342,437726,1,74,20.0,0.989583333333,Quarter
421342,437726,1,71,20.0,0.989583333333,Quarter
421342,437726,1,68,20.0,0.989583333333,Quarter
421342,437726,1,65,20.0,0.989583333333,Quarter
421342,437726,1,62,20.0,0.989583333333,Quarter
437726,471006,1,74,21.0,1.98958333333,Half
437726,471006,1,71,21.0,1.98958333333,Half
437726,471006,1,62,21.0,1.98958333333,Half
437726,471006,1,65,21.0,1.98958333333,Half
437726,471006,1,68,21.0,1.98958333333,Half
471518,484829,1,72,23.0,0.989583333333,Quarter
471518,484829,1,63,23.0,0.989583333333,Quarter
471518,484829,1,67,23.0,0.989583333333,Quarter
484829,494046,1,72,24.0,0.239583333333,Sixteenth
491998,494046,1,75,24.125,0.114583333333,Thirty Second
494046,511453,1,79,24.25,1.23958333333,Tied Quarter-Sixteenth
511453,519134,1,77,25.5,0.489583333333,Eighth
519134,535518,1,75,26.0,0.989583333333,Quarter
519134,535518,1,60,26.0,0.989583333333,Quarter
519134,535518,1,55,26.0,0.989583333333,Quarter
519134,535518,1,51,26.0,0.989583333333,Quarter
535518,564702,1,74,27.0,1.98958333333,Half
535518,564702,1,59,27.0,1.98958333333,Half
535518,564702,1,56,27.0,1.98958333333,Half
535518,564702,1,53,27.0,1.98958333333,Half
564702,580062,1,72,29.0,0.989583333333,Quarter
564702,580062,1,60,29.0,0.989583333333,Quarter
564702,580062,1,55,29.0,0.989583333333,Quarter
564702,580062,1,51,29.0,0.989583333333,Quarter
580062,583646,1,67,30.0,0.239583333333,Sixteenth
581598,591326,1,72,30.125,0.239583333333,Sixteenth
583646,591326,1,75,30.25,0.114583333333,Thirty Second
591326,608222,1,79,30.375,1.11458333333,Tied Quarter-Thirty Second
608222,615390,1,77,31.5,0.489583333333,Eighth
615390,630238,1,75,32.0,0.989583333333,Quarter
615390,630238,1,60,32.0,0.989583333333,Quarter
615390,630238,1,63,32.0,0.989583333333,Quarter
630750,657374,1,74,33.0,1.98958333333,Half
630750,657374,1,71,33.0,1.98958333333,Half
630750,657374,1,62,33.0,1.98958333333,Half
630750,657374,1,65,33.0,1.98958333333,Half
657374,670174,1,63,35.0,0.989583333333,Quarter
657374,670174,1,72,35.0,0.989583333333,Quarter
657374,670174,1,60,35.0,0.989583333333,Quarter
671198,674782,1,67,36.0,0.239583333333,Sixteenth
673246,677854,1,72,36.125,0.239583333333,Sixteenth
675806,677854,1,75,36.25,0.114583333333,Thirty Second
678366,698846,1,67,36.375,1.11458333333,Tied Quarter-Thirty Second
678366,698846,1,79,36.375,1.11458333333,Tied Quarter-Thirty Second
698846,704478,1,77,37.5,0.489583333333,Eighth
698846,704478,1,65,37.5,0.489583333333,Eighth
704990,728030,1,75,38.0,1.98958333333,Half
704990,716766,1,60,38.0,0.989583333333,Quarter
704990,716766,1,55,38.0,0.989583333333,Quarter
