start_time,end_time,instrument,note,start_beat,end_beat,note_value
179166,232926,1,52,0.0,1.97916666667,Quarter
179166,353758,1,40,0.0,8.97916666667,Whole
179166,213470,1,64,0.0,0.979166666667,Eighth
179166,232926,1,68,0.0,1.97916666667,Quarter
213470,232926,1,59,1.0,0.979166666667,Eighth
233438,249822,1,66,2.0,0.979166666667,Eighth
233438,249822,1,51,2.0,0.979166666667,Eighth
233438,249822,1,69,2.0,0.979166666667,Eighth
250334,280030,1,50,3.0,1.97916666667,Quarter
250334,265694,1,68,3.0,0.979166666667,Eighth
250334,280030,1,71,3.0,1.97916666667,Quarter
265694,280030,1,64,4.0,0.979166666667,Eighth
280030,297438,1,73,5.0,0.979166666667,Eighth
280030,297438,1,49,5.0,0.979166666667,Eighth
280030,314846,1,69,5.0,1.97916666667,Quarter
297950,332254,1,76,6.0,1.97916666667,Quarter
297950,353758,1,47,6.0,2.97916666667,Dotted Quarter
314846,332254,1,66,7.0,0.979166666667,Eighth
332766,353758,1,74,8.0,0.979166666667,Eighth
332766,353758,1,71,8.0,0.979166666667,Eighth
354270,396254,1,71,9.0,1.97916666667,Quarter
354270,396254,1,52,9.0,1.97916666667,Quarter
354270,396254,1,40,9.0,1.97916666667,Quarter
396765,427998,1,69,11.0,1.97916666667,Quarter
413150,443358,1,81,12.0,1.97916666667,Quarter
413150,443358,1,66,12.0,1.97916666667,Quarter
427998,473054,1,69,13.0,2.97916666667,Dotted Quarter
443358,458718,1,64,14.0,0.979166666667,Eighth
443358,458718,1,80,14.0,0.979166666667,Eighth
459230,486878,1,78,15.0,1.97916666667,Quarter
459230,486878,1,62,15.0,1.97916666667,Quarter
459230,501725,1,57,15.0,2.97916666667,Dotted Quarter
473566,516062,1,69,16.0,2.97916666667,Dotted Quarter
486878,501725,1,76,17.0,0.979166666667,Eighth
486878,501725,1,61,17.0,0.979166666667,Eighth
502238,563678,1,61,18.0,3.97916666667,Half
502238,531422,1,78,18.0,1.97916666667,Quarter
502238,531422,1,49,18.0,1.97916666667,Quarter
517085,563678,1,69,19.0,2.97916666667,Dotted Quarter
